date,open,high,low,close,volume,dividend,split
2020-01-02,90.7412388385573,91.27919006347656,90.39541095709899,91.27919006347656,187700,0.0,0.0
2020-01-03,90.38581144231854,91.2599895974527,90.38581144231854,90.9141616821289,220400,0.0,0.0
2020-01-06,90.34738019186011,91.99005889892578,90.34738019186011,91.99005889892578,104600,0.0,0.0
2020-01-07,91.98044744703117,92.33588366830789,91.72108021947561,92.04769134521484,226000,0.0,0.0
2020-01-08,92.00925348674335,92.92185750753436,92.00925348674335,92.51838684082031,137200,0.0,0.0
2020-01-09,93.08518178528608,93.22927795747013,92.43195215654936,92.79698944091797,91800,0.0,0.0
2020-01-10,93.10439409255301,93.10439409255301,92.42234667390917,92.59526062011719,96200,0.0,0.0
2020-01-13,92.86422196053591,93.51745150919811,92.59524638091645,93.4598159790039,162200,0.0,0.0
2020-01-14,93.51747145062708,93.78644708760223,93.20046130889077,93.46944427490234,167800,0.0,0.0
2020-01-15,93.61352733331579,94.1610869401134,93.61352733331579,93.8729019165039,113700,0.0,0.0
2020-01-16,94.32439882955478,94.62219221611095,94.12266711649713,94.57415771484375,91500,0.0,0.0
2020-01-17,95.0640642521893,95.24658652851328,94.6990270285759,95.20816040039062,100500,0.0,0.0
2020-01-21,95.10251321543488,95.26581880239166,94.6221974921246,95.11212158203125,89400,0.0,0.0
2020-01-22,95.42912264211405,95.5732188222761,94.98723306424361,94.99684143066406,195100,0.0,0.0
2020-01-23,94.91037591726815,94.96801145030825,94.41084353413656,94.84313201904297,99400,0.0,0.0
2020-01-24,95.0544756693364,95.0544756693364,93.34455292172252,93.74801635742188,93800,0.0,0.0
2020-01-27,92.12454245110378,92.61446646259235,91.71147070201248,92.26863861083984,152900,0.0,0.0
2020-01-28,92.82581232952174,93.60392877061975,92.489592795238,93.28691864013672,68300,0.0,0.0
2020-01-29,93.64235916784287,93.66156857251758,92.66251096159301,92.81621551513672,196200,0.0,0.0
2020-01-30,91.06785822064128,92.19179518201194,90.80848364245678,92.14376068115234,146000,0.0,0.0
2020-01-31,92.14376259276493,92.14376259276493,90.5395099056598,90.78927612304688,208100,0.0,0.0
2020-02-03,91.52894934897147,92.2590311911562,91.52894934897147,91.90359497070312,60000,0.0,0.0
2020-02-04,92.24943913523994,92.84503328666705,91.62502721228252,92.81621551513672,453500,0.0,0.0
2020-02-05,93.55588910732061,93.55588910732061,92.39352602203122,92.79698944091797,230200,0.0,0.0
2020-02-06,93.09478219839023,94.02658839696964,93.09478219839023,93.93052673339844,335500,0.0,0.0
2020-02-07,93.71918958721943,94.1418697149042,93.43100458755421,93.82485961914062,86100,0.0,0.0
2020-02-10,93.62312569335582,94.45887756347656,93.47902953243359,94.45887756347656,127500,0.0,0.0
2020-02-11,95.083300262563,95.33305915245666,94.59337619094138,94.68943786621094,232800,0.0,0.0
2020-02-12,95.10251040973115,95.72692229742044,95.07369263982852,95.60203552246094,76300,0.0,0.0
2020-02-13,95.13133609276385,96.06314981865063,94.98723990222852,95.69811248779297,96300,0.0,0.0
2020-02-14,95.78453958689238,95.84217511571605,95.27540620485756,95.61162567138672,88000,0.0,0.0
2020-02-18,95.50597602634315,96.35133638430791,95.50597602634315,96.1976318359375,122600,0.0,0.0
2020-02-19,96.57228245609141,96.97574592266793,96.22645453358679,96.6395263671875,289200,0.0,0.0
2020-02-20,96.55306655459869,96.77400767803289,95.47715672041625,96.22644805908203,199900,0.0,0.0
2020-02-21,95.86141713136982,95.9670871814437,94.61259326451666,94.8815689086914,92700,0.0,0.0
2020-02-24,91.94204085689009,92.55684443639392,91.19274945243461,91.76912689208984,239800,0.0,0.0
2020-02-25,92.25903479161084,92.40313095844688,89.25226133525983,89.43477630615234,251500,0.0,0.0
2020-02-26,89.73257806730871,90.76045332031822,88.48375437866436,88.92564392089844,360000,0.0,0.0
2020-02-27,87.06203973781355,88.42614218721891,85.50582122802734,85.50582122802734,246600,0.0,0.0
2020-02-28,82.61430935290691,85.70754396876629,82.49903093396127,85.67872619628906,2550100,0.0,0.0
2020-03-02,86.37998681229651,88.3012499032944,84.95825622921882,88.2916488647461,302500,0.0,0.0
2020-03-03,88.4645450747794,89.4155754695787,85.15036956525071,85.5538330078125,415500,0.0,0.0
2020-03-04,86.89870164743763,88.3780746459961,86.06294982483277,88.3780746459961,142400,0.0,0.0
2020-03-05,86.5240554435942,86.95633656973028,84.59318460018126,85.15035247802734,196900,0.0,0.0
2020-03-06,82.87366749461516,84.20895188077269,81.95146223186445,83.853515625,264400,0.0,0.0
2020-03-09,78.6468957042521,80.88516130608303,77.10987959422623,78.0224838256836,1113500,0.0,0.0
2020-03-10,80.5701320510013,81.7833076978751,77.72013783210723,81.72553253173828,991600,0.186,0.0
2020-03-11,79.82875928008227,80.05983792980314,76.78619311768331,77.98973846435547,401100,0.0,0.0
2020-03-12,72.74230705606921,75.1975359443863,69.5264290369737,70.7877426147461,686600,0.0,0.0
2020-03-13,74.61981375306488,77.0172740993876,70.89363460243518,76.978759765625,263500,0.0,0.0
2020-03-16,68.97760546086182,72.50159053541738,67.88960287317077,68.18807983398438,443300,0.0,0.0
2020-03-17,69.30496987274336,71.6639162018266,66.82085010567135,70.90327453613281,509700,0.0,0.0
2020-03-18,67.39854342839162,69.09313743428864,64.03824667715926,68.23621368408203,580400,0.0,0.0
2020-03-19,67.4178109641781,71.6542931883339,66.36832266679708,69.80564880371094,688800,0.0,0.0
2020-03-20,70.87437675784909,71.07657148829752,66.41644757695455,66.62826538085938,422000,0.0,0.0
2020-03-23,66.58975207952928,67.63923996362979,64.26931341739913,66.52234649658203,960300,0.0,0.0
2020-03-24,69.87303293170963,71.06694793701172,68.9968556817579,71.06694793701172,486300,0.0,0.0
2020-03-25,71.50984781684605,73.43552039121049,69.1605322713048,70.45072937011719,800000,0.0,0.0
2020-03-26,70.86475460468701,74.7449839589373,70.5566472634176,74.4946517944336,549500,0.0,0.0
2020-03-27,72.42455707366685,73.57995784548007,71.1150989478204,71.67354583740234,724000,0.0,0.0
2020-03-30,72.17422696417489,73.89770527155541,71.4520995510978,73.83030700683594,1615700,0.0,0.0
2020-03-31,73.71475213915576,74.93755847595689,73.0407696001889,73.348876953125,395200,0.0,0.0
2020-04-01,71.24990087527213,71.9816586708318,69.74787828857657,70.38334655761719,521400,0.0,0.0
2020-04-02,70.14264355160574,71.72169495891394,70.017477440416,71.35581970214844,304400,0.0,0.0
2020-04-03,71.25950983971802,71.44244372412898,68.84278889982131,69.70934295654297,359500,0.0,0.0
2020-04-06,72.25123708911761,74.84126909595534,72.03941192703093,74.44650268554688,311900,0.0,0.0
2020-04-07,76.9017470471625,76.97876837744626,74.63907559709071,74.97607421875,352600,0.0,0.0
2020-04-08,75.87149380929199,77.06540861387303,75.1301058381167,76.7573013305664,303400,0.0,0.0
2020-04-09,77.8068103699119,78.17269291848139,76.73806133378567,77.49870300292969,342400,0.0,0.0
2020-04-13,77.27723447963045,77.50831310783244,75.7463211213816,77.42166137695312,245700,0.0,0.0
2020-04-14,78.90443842299725,80.24278040387357,78.60596149579506,79.88653564453125,331600,0.0,0.0
2020-04-15,78.49040652920644,79.60730008617001,78.07638665493305,78.9718246459961,382000,0.0,0.0
2020-04-16,79.5784090923384,79.58803951065723,78.35560307083738,79.27030181884766,370300,0.0,0.0
2020-04-17,80.79160460537143,80.8782563540243,79.59768219874618,80.61829376220703,266100,0.0,0.0
2020-04-20,79.85765366960538,81.00342399476777,79.72285716076274,79.94430541992188,227300,0.0,0.0
2020-04-21,79.00073845462543,79.00073845462543,76.90175457242428,77.50833892822266,271600,0.0,0.0
2020-04-22,79.42437337488107,79.95393633853006,78.77927474342418,79.37623596191406,102300,0.0,0.0
2020-04-23,79.7613683042449,81.09008731179655,79.64583263114244,80.05985260009766,141000,0.0,0.0
2020-04-24,80.03095856242274,81.03230922923167,79.25105613829892,81.00341796875,135200,0.0,0.0
2020-04-27,81.72554336584847,82.12994019898748,81.5522325361769,81.81220245361328,337600,0.0,0.0
2020-04-28,82.6209835813461,82.6209835813461,80.39683399747969,80.50274658203125,279600,0.0,0.0
2020-04-29,83.2660833718157,85.04732899166278,83.16979386869608,84.36371612548828,161500,0.0,0.0
2020-04-30,84.460017981891,84.7007271041167,83.26610279249216,83.91120147705078,338700,0.0,0.0
2020-05-01,82.85205000515552,83.78599485909632,82.01437994695597,82.62096405029297,130500,0.0,0.0
2020-05-04,81.97587440060528,83.15053575312936,81.64851361494175,83.08313751220703,184000,0.0,0.0
2020-05-05,83.77639825620675,84.55629339917043,83.42014613929479,83.57420349121094,122900,0.0,0.0
2020-05-06,84.11340519565061,84.4311430337559,83.36239382984556,83.37201690673828,123300,0.0,0.0
2020-05-07,84.41185461006502,84.98955490687774,84.12300813458758,84.75847625732422,161300,0.0,0.0
2020-05-08,85.56726888293267,86.34716397406201,85.26878461989806,86.16422271728516,180200,0.0,0.0
2020-05-11,85.53837858718202,86.79006879192738,85.35544467419932,86.19310760498047,191800,0.0,0.0
2020-05-12,86.4819527910894,86.55898145508384,84.43111419677734,84.43111419677734,392300,0.0,0.0
2020-05-13,84.43112493466664,84.43112493466664,81.80257837195745,82.78467559814453,244500,0.0,0.0
2020-05-14,82.13957176805197,83.65122463757949,81.2248801171001,83.6416015625,165700,0.0,0.0
2020-05-15,83.06389000729912,84.71034665641761,82.64024700172516,84.69108581542969,151000,0.0,0.0
2020-05-18,86.00055353256086,87.17521520575104,85.70207657640442,86.84784698486328,495000,0.0,0.0
2020-05-19,86.65527361852433,87.66625474908388,86.32791277753313,86.58787536621094,159700,0.0,0.0
2020-05-20,87.84918338640726,88.84090361622718,87.8010459781378,88.6772232055664,355000,0.0,0.0
2020-05-21,88.99495664761666,89.2838104666926,87.8876934689693,88.19580078125,241000,0.0,0.0
2020-05-22,88.36911924709854,88.78313917246096,87.75290456923705,88.69648742675781,599900,0.0,0.0
2020-05-26,90.59327553232224,90.59327553232224,89.03348522809749,89.10088348388672,196900,0.0,0.0
2020-05-27,89.56303828414643,90.0444564819336,88.02250152039925,90.0444564819336,221700,0.0,0.0
2020-05-28,89.64005936185207,90.61252609580656,88.8986786322693,89.24530029296875,252900,0.0,0.0
2020-05-29,89.12975606090353,90.05407802806157,88.43651274907052,89.71708679199219,137200,0.0,0.0
2020-06-01,89.60154750973192,91.00728768557035,89.54377967996788,90.90138244628906,301300,0.0,0.0
2020-06-02,91.09395543826028,91.37317888510182,90.14074942722124,91.29615020751953,116700,0.0,0.0
2020-06-03,91.71016994013871,92.114559477656,91.4405769151272,91.86422729492188,145400,0.0,0.0
2020-06-04,91.63315893967999,92.0086646320789,90.5932936318705,91.28653717041016,174900,0.0,0.0
2020-06-05,92.38414312174919,93.46252245815293,92.36488962728585,92.9040756225586,326500,0.0,0.0
2020-06-08,93.04850456188055,94.3483321691978,92.72114372788796,94.3290786743164,355700,0.0,0.0
2020-06-09,93.78988177261243,94.28092296656149,93.46251363078885,93.87653350830078,390800,0.0,0.0
2020-06-10,94.31944952511083,94.31944952511083,92.80779672443327,93.35661315917969,344200,0.0,0.0
2020-06-11,91.113208033232,91.5657423272267,88.53280612662847,88.7350082397461,213100,0.0,0.0
2020-06-12,90.76658371957512,91.07469107212415,87.96473363012282,89.67858123779297,235600,0.0,0.0
2020-06-15,88.16692125553037,91.1035749607794,87.98398000462228,90.8436050415039,168600,0.0,0.0
2020-06-16,92.87518310483784,92.87518310483784,90.6221498225555,91.94123077392578,504100,0.0,0.0
2020-06-17,92.10491771191865,92.53819107907071,91.20947972006121,91.8449478149414,99800,0.0,0.0
2020-06-18,91.52721374291615,92.22045703467866,91.45981549765355,92.16268920898438,89700,0.0,0.0
2020-06-19,93.20255934165381,93.20255934165381,91.19985801956844,91.80644226074219,174000,0.0,0.0
