date,ETF,Method,model,hyperparam_method,train_period,val_period,RMSE
2019-03-01,XLU,selectkbest,RFR,optuna,60,12,0.035116536817682294
2019-03-01,XLU,selectkbest,RFR,random,36,12,0.03482451921879898
2019-03-01,XLU,selectkbest,RFR,random,60,12,0.03482451921879898
2019-03-01,XLU,selectkbest,XGBR,optuna,36,12,0.03360624629747294
2019-03-01,XLU,selectkbest,XGBR,optuna,60,12,0.03364695403688808
2019-03-01,XLU,selectkbest,XGBR,random,36,12,0.03488472476809118
2019-03-01,XLU,selectkbest,XGBR,random,60,12,0.03488472476809118
2019-03-01,XLU,shap,LGBMR,optuna,36,12,0.03170155719284756
2019-03-01,XLU,shap,LGBMR,optuna,60,12,0.032220348511993194
2019-03-01,XLU,shap,LGBMR,random,36,12,0.03287639376388408
2019-03-01,XLU,shap,LGBMR,random,60,12,0.03287639376388408
2019-03-01,XLU,shap,RFR,optuna,36,12,0.02980228845702371
2019-03-01,XLU,shap,RFR,optuna,60,12,0.03175082730430404
2019-03-01,XLU,shap,RFR,random,36,12,0.031919759964028106
2019-03-01,XLU,shap,RFR,random,60,12,0.031919759964028106
2019-03-01,XLU,shap,XGBR,optuna,36,12,0.03188323690581399
2019-03-01,XLU,shap,XGBR,optuna,60,12,0.03345540647756611
2019-03-01,XLU,shap,XGBR,random,36,12,0.030592539022894803
2019-03-01,XLU,shap,XGBR,random,60,12,0.030592539022894803
2019-03-01,XLV,causal,LGBMR,optuna,36,12,0.03822928698113775
2019-03-01,XLV,causal,LGBMR,optuna,60,12,0.038006015580989955
2019-03-01,XLV,causal,LGBMR,random,36,12,0.03867339343715885
2019-03-01,XLV,causal,LGBMR,random,60,12,0.03724475798787652
2019-03-01,XLV,causal,RFR,optuna,36,12,0.037594522305822685
2019-03-01,XLV,causal,RFR,optuna,60,12,0.03754792178374979
2019-03-01,XLV,causal,RFR,random,36,12,0.03744361063126385
2019-03-01,XLV,causal,RFR,random,60,12,0.035767544349149735
2019-03-01,XLV,causal,XGBR,optuna,36,12,0.03697366989745913
2019-03-01,XLV,causal,XGBR,optuna,60,12,0.03652278531259358
2019-03-01,XLV,causal,XGBR,random,36,12,0.03661010413378329
2019-03-01,XLV,causal,XGBR,random,60,12,0.035523598182027646
2019-03-01,XLV,selectkbest,LGBMR,optuna,36,12,0.036702635379733714
2019-03-01,XLV,selectkbest,LGBMR,optuna,60,12,0.03676200128763353
2019-03-01,XLV,selectkbest,LGBMR,random,36,12,0.036731189974742895
2019-03-01,XLV,selectkbest,LGBMR,random,60,12,0.036731189974742895
2019-03-01,XLV,selectkbest,RFR,optuna,36,12,0.03558339082088533
2019-03-01,XLV,selectkbest,RFR,optuna,60,12,0.035424401503699764
2019-03-01,XLV,selectkbest,RFR,random,36,12,0.03470181391111974
2019-03-01,XLV,selectkbest,RFR,random,60,12,0.03470181391111974
2019-03-01,XLV,selectkbest,XGBR,optuna,36,12,0.03704528242276292
2019-03-01,XLV,selectkbest,XGBR,optuna,60,12,0.036999999074733385
2019-03-01,XLV,selectkbest,XGBR,random,36,12,0.035239015772078476
2019-03-01,XLV,selectkbest,XGBR,random,60,12,0.035239015772078476
2019-03-01,XLV,shap,LGBMR,optuna,36,12,0.03653008375220457
2019-03-01,XLV,shap,LGBMR,optuna,60,12,0.036445386262535254
2019-03-01,XLV,shap,LGBMR,random,36,12,0.03657114692938236
2019-03-01,XLV,shap,LGBMR,random,60,12,0.03657114692938236
2019-03-01,XLV,shap,RFR,optuna,36,12,0.03674280490827557
2019-03-01,XLV,shap,RFR,optuna,60,12,0.0366647707648685
2019-03-01,XLV,shap,RFR,random,36,12,0.03674054800911174
2019-03-01,XLV,shap,RFR,random,60,12,0.03674054800911174
2019-03-01,XLV,shap,XGBR,optuna,36,12,0.03697376917419935
2019-03-01,XLV,shap,XGBR,optuna,60,12,0.03702705510880339
2019-03-01,XLV,shap,XGBR,random,36,12,0.03706408453200789
2019-03-01,XLV,shap,XGBR,random,60,12,0.03706408453200789
2019-03-01,XLY,causal,LGBMR,optuna,36,12,0.033678365452178165
2019-03-01,XLY,causal,LGBMR,optuna,60,12,0.03378556683516265
2019-03-01,XLY,causal,LGBMR,random,36,12,0.0350737898161284
2019-03-01,XLY,causal,LGBMR,random,60,12,0.0350063664843506
2019-03-01,XLY,causal,RFR,optuna,36,12,0.03397988068121162
2019-03-01,XLY,causal,RFR,optuna,60,12,0.032442806483072295
2019-03-01,XLY,causal,RFR,random,36,12,0.03263739561774026
2019-03-01,XLY,causal,RFR,random,60,12,0.032809745133769254
2019-03-01,XLY,causal,XGBR,optuna,36,12,0.03513797339309272
2019-03-01,XLY,causal,XGBR,optuna,60,12,0.0351149947833026
2019-03-01,XLY,causal,XGBR,random,36,12,0.035095252737078364
2019-03-01,XLY,causal,XGBR,random,60,12,0.035095252737078364
2019-03-01,XLY,selectkbest,LGBMR,optuna,36,12,0.03516367924914709
2019-03-01,XLY,selectkbest,LGBMR,optuna,60,12,0.035151143699561654
2019-03-01,XLY,selectkbest,LGBMR,random,36,12,0.03511962867616636
2019-03-01,XLY,selectkbest,LGBMR,random,60,12,0.03511962867616636
2019-03-01,XLY,selectkbest,RFR,optuna,36,12,0.03725350028770329
2019-03-01,XLY,selectkbest,RFR,optuna,60,12,0.03730756394293655
2019-03-01,XLY,selectkbest,RFR,random,36,12,0.03734629426061775
2019-03-01,XLY,selectkbest,RFR,random,60,12,0.03734629426061775
2019-03-01,XLY,selectkbest,XGBR,optuna,36,12,0.03509945030007085
2019-03-01,XLY,selectkbest,XGBR,optuna,60,12,0.03511761734837026
2019-03-01,XLY,selectkbest,XGBR,random,36,12,0.03550989936622973
2019-03-01,XLY,selectkbest,XGBR,random,60,12,0.03550989936622973
2019-03-01,XLY,shap,LGBMR,optuna,36,12,0.03395239217415501
2019-03-01,XLY,shap,LGBMR,optuna,60,12,0.034239537269734506
2019-03-01,XLY,shap,LGBMR,random,36,12,0.03425522163307483
2019-03-01,XLY,shap,LGBMR,random,60,12,0.03425522163307483
2019-03-01,XLY,shap,RFR,optuna,36,12,0.0342571155569149
2019-03-01,XLY,shap,RFR,optuna,60,12,0.03440370738700824
2019-03-01,XLY,shap,RFR,random,36,12,0.034381603541132025
2019-03-01,XLY,shap,RFR,random,60,12,0.034381603541132025
2019-03-01,XLY,shap,XGBR,optuna,36,12,0.035135494404337636
2019-03-01,XLY,shap,XGBR,optuna,60,12,0.03509883917063618
2019-03-01,XLY,shap,XGBR,random,36,12,0.03492268682198252
2019-03-01,XLY,shap,XGBR,random,60,12,0.03492268682198252
2019-04-01,IYR,causal,LGBMR,optuna,36,12,0.03821092774160943
2019-04-01,IYR,causal,LGBMR,optuna,60,12,0.03541144350870099
2019-04-01,IYR,causal,LGBMR,random,36,12,0.037302617271885774
2019-04-01,IYR,causal,LGBMR,random,60,12,0.03628349251389632
2019-04-01,IYR,causal,RFR,optuna,36,12,0.03921069913417097
2019-04-01,IYR,causal,RFR,optuna,60,12,0.03732633918691706
2019-04-01,IYR,causal,RFR,random,36,12,0.03780421924620043
2019-04-01,IYR,causal,RFR,random,60,12,0.037270005199711576
2019-04-01,IYR,causal,XGBR,optuna,36,12,0.03606647029609046
2019-04-01,IYR,causal,XGBR,optuna,60,12,0.03723495181265886
2019-04-01,IYR,causal,XGBR,random,36,12,0.04181994046351821
2019-04-01,IYR,causal,XGBR,random,60,12,0.04172944824832184
2019-04-01,IYR,selectkbest,LGBMR,optuna,36,12,0.039044749836667184
2019-04-01,IYR,selectkbest,LGBMR,optuna,60,12,0.039002429461004046
2019-04-01,IYR,selectkbest,LGBMR,random,36,12,0.03864860939204175
2019-04-01,IYR,selectkbest,LGBMR,random,60,12,0.03864860939204175
2019-04-01,IYR,selectkbest,RFR,optuna,36,12,0.04003722473761788
2019-04-01,IYR,selectkbest,RFR,optuna,60,12,0.04006285437066818
2019-04-01,IYR,selectkbest,RFR,random,36,12,0.041310115057152985
2019-04-01,IYR,selectkbest,RFR,random,60,12,0.041310115057152985
2019-04-01,IYR,selectkbest,XGBR,optuna,36,12,0.03679969757989491
2019-04-01,IYR,selectkbest,XGBR,optuna,60,12,0.0367624096584845
2019-04-01,IYR,selectkbest,XGBR,random,36,12,0.045972290415665376
2019-04-01,IYR,selectkbest,XGBR,random,60,12,0.045972290415665376
2019-04-01,IYR,shap,LGBMR,optuna,36,12,0.03764911754026597
2019-04-01,IYR,shap,LGBMR,optuna,60,12,0.03778411135768423
2019-04-01,IYR,shap,LGBMR,random,36,12,0.03801351449240388
2019-04-01,IYR,shap,LGBMR,random,60,12,0.03801351449240388
2019-04-01,IYR,shap,RFR,optuna,36,12,0.03522933096205416
2019-04-01,IYR,shap,RFR,optuna,60,12,0.035112599124491356
2019-04-01,IYR,shap,RFR,random,36,12,0.03485264861257691
2019-04-01,IYR,shap,RFR,random,60,12,0.03485264861257691
2019-04-01,IYR,shap,XGBR,optuna,36,12,0.03620126239673238
2019-04-01,IYR,shap,XGBR,optuna,60,12,0.0382657559173292
2019-04-01,IYR,shap,XGBR,random,36,12,0.03516429458516715
2019-04-01,IYR,shap,XGBR,random,60,12,0.03516429458516715
2019-04-01,SPY,causal,LGBMR,optuna,36,12,0.02204639272670729
2019-04-01,SPY,causal,LGBMR,optuna,60,12,0.022064828462411458
2019-04-01,SPY,causal,LGBMR,random,36,12,0.022064828462411458
2019-04-01,SPY,causal,LGBMR,random,60,12,0.022064828462411458
2019-04-01,SPY,causal,RFR,optuna,36,12,0.021851831708049833
2019-04-01,SPY,causal,RFR,optuna,60,12,0.02179876400757569
2019-04-01,SPY,causal,RFR,random,36,12,0.02228304951550005
2019-04-01,SPY,causal,RFR,random,60,12,0.02184137227788116
2019-04-01,SPY,causal,XGBR,optuna,36,12,0.022100091332910902
2019-04-01,SPY,causal,XGBR,optuna,60,12,0.02213005212613399
2019-04-01,SPY,causal,XGBR,random,36,12,0.02207839650719163
2019-04-01,SPY,causal,XGBR,random,60,12,0.02207839650719163
2019-04-01,SPY,selectkbest,LGBMR,optuna,36,12,0.022044994574945014
2019-04-01,SPY,selectkbest,LGBMR,optuna,60,12,0.022064828462411458
2019-04-01,SPY,selectkbest,LGBMR,random,36,12,0.022064828462411458
2019-04-01,SPY,selectkbest,LGBMR,random,60,12,0.022064828462411458
2019-04-01,SPY,selectkbest,RFR,optuna,36,12,0.019139788512027297
2019-04-01,SPY,selectkbest,RFR,optuna,60,12,0.01916444114484958
2019-04-01,SPY,selectkbest,RFR,random,36,12,0.01891484073425625
2019-04-01,SPY,selectkbest,RFR,random,60,12,0.01891484073425625
2019-04-01,SPY,selectkbest,XGBR,optuna,36,12,0.022088824176962178
2019-04-01,SPY,selectkbest,XGBR,optuna,60,12,0.022109802527708403
2019-04-01,SPY,selectkbest,XGBR,random,36,12,0.02207839650719163
2019-04-01,SPY,selectkbest,XGBR,random,60,12,0.02207839650719163
2019-04-01,SPY,shap,LGBMR,optuna,36,12,0.022064828462411458
2019-04-01,SPY,shap,LGBMR,optuna,60,12,0.022063181458819293
2019-04-01,SPY,shap,LGBMR,random,36,12,0.022064828462411458
2019-04-01,SPY,shap,LGBMR,random,60,12,0.022064828462411458
2019-04-01,SPY,shap,RFR,optuna,36,12,0.020290676304915482
2019-04-01,SPY,shap,RFR,optuna,60,12,0.020662930686626176
2019-04-01,SPY,shap,RFR,random,36,12,0.020300577051387898
2019-04-01,SPY,shap,RFR,random,60,12,0.020300577051387898
2019-04-01,SPY,shap,XGBR,optuna,36,12,0.022088014999083493
2019-04-01,SPY,shap,XGBR,optuna,60,12,0.02209453587170434
2019-04-01,SPY,shap,XGBR,random,36,12,0.021960945811264905
2019-04-01,SPY,shap,XGBR,random,60,12,0.021960945811264905
2019-04-01,VOX,causal,LGBMR,optuna,36,12,0.033054643140697525
2019-04-01,VOX,causal,LGBMR,optuna,60,12,0.03384394435544485
2019-04-01,VOX,causal,LGBMR,random,36,12,0.03379132830666609
2019-04-01,VOX,causal,LGBMR,random,60,12,0.03392283442940763
2019-04-01,VOX,causal,RFR,optuna,36,12,0.03437125298353089
2019-04-01,VOX,causal,RFR,optuna,60,12,0.03307807649075695
2019-04-01,VOX,causal,RFR,random,36,12,0.03281438736430102
2019-04-01,VOX,causal,RFR,random,60,12,0.03330105912718598
2019-04-01,VOX,causal,XGBR,optuna,36,12,0.034441601885878574
2019-04-01,VOX,causal,XGBR,optuna,60,12,0.034464308539528345
2019-04-01,VOX,causal,XGBR,random,36,12,0.03229430173374038
2019-04-01,VOX,causal,XGBR,random,60,12,0.03352608281226468
2019-04-01,VOX,selectkbest,LGBMR,optuna,36,12,0.03352122087906613
2019-04-01,VOX,selectkbest,LGBMR,optuna,60,12,0.033437444586527275
2019-04-01,VOX,selectkbest,LGBMR,random,36,12,0.03355993365448595
2019-04-01,VOX,selectkbest,LGBMR,random,60,12,0.03355993365448595
2019-04-01,VOX,selectkbest,RFR,optuna,36,12,0.03000147145889452
2019-04-01,VOX,selectkbest,RFR,optuna,60,12,0.029356411724973858
2019-04-01,VOX,selectkbest,RFR,random,36,12,0.03164509444767228
2019-04-01,VOX,selectkbest,RFR,random,60,12,0.03164509444767228
2019-04-01,VOX,selectkbest,XGBR,optuna,36,12,0.033759684878628654
2019-04-01,VOX,selectkbest,XGBR,optuna,60,12,0.033350132162754426
2019-04-01,VOX,selectkbest,XGBR,random,36,12,0.03342959257576886
2019-04-01,VOX,selectkbest,XGBR,random,60,12,0.03342959257576886
2019-04-01,VOX,shap,LGBMR,optuna,36,12,0.03426086651805243
2019-04-01,VOX,shap,LGBMR,optuna,60,12,0.034530563830686985
2019-04-01,VOX,shap,LGBMR,random,36,12,0.0347682602079524
2019-04-01,VOX,shap,LGBMR,random,60,12,0.0347682602079524
2019-04-01,VOX,shap,RFR,optuna,36,12,0.033416313148359154
2019-04-01,VOX,shap,RFR,optuna,60,12,0.03350810028743826
2019-04-01,VOX,shap,RFR,random,36,12,0.03330123269560777
2019-04-01,VOX,shap,RFR,random,60,12,0.03330123269560777
2019-04-01,VOX,shap,XGBR,optuna,36,12,0.03452210537335308
2019-04-01,VOX,shap,XGBR,optuna,60,12,0.034472235990055805
2019-04-01,VOX,shap,XGBR,random,36,12,0.03310878247334082
2019-04-01,VOX,shap,XGBR,random,60,12,0.03310878247334082
2019-04-01,XLB,causal,LGBMR,optuna,36,12,0.03181693924877163
2019-04-01,XLB,causal,LGBMR,optuna,60,12,0.03154088607746623
2019-04-01,XLB,causal,LGBMR,random,36,12,0.03131052823834192
2019-04-01,XLB,causal,LGBMR,random,60,12,0.031223106859131253
2019-04-01,XLB,causal,RFR,optuna,36,12,0.0310535152643574
2019-04-01,XLB,causal,RFR,optuna,60,12,0.031111950562999098
2019-04-01,XLB,causal,RFR,random,36,12,0.030746808526051623
2019-04-01,XLB,causal,RFR,random,60,12,0.03274066781224951
2019-04-01,XLB,causal,XGBR,optuna,36,12,0.03094021113924996
2019-04-01,XLB,causal,XGBR,optuna,60,12,0.03105088714296639
2019-04-01,XLB,causal,XGBR,random,36,12,0.03128351098347209
2019-04-01,XLB,causal,XGBR,random,60,12,0.03134171660197457
2019-04-01,XLB,selectkbest,LGBMR,optuna,36,12,0.030751390363078092
2019-04-01,XLB,selectkbest,LGBMR,optuna,60,12,0.03075156037230297
2019-04-01,XLB,selectkbest,LGBMR,random,36,12,0.030795352274311544
2019-04-01,XLB,selectkbest,LGBMR,random,60,12,0.030795352274311544
2019-04-01,XLB,selectkbest,RFR,optuna,36,12,0.029547626248427508
2019-04-01,XLB,selectkbest,RFR,optuna,60,12,0.029642674321770007
2019-04-01,XLB,selectkbest,RFR,random,36,12,0.03042259881296799
2019-04-01,XLB,selectkbest,RFR,random,60,12,0.03042259881296799
2019-04-01,XLB,selectkbest,XGBR,optuna,36,12,0.031038965337415958
2019-04-01,XLB,selectkbest,XGBR,optuna,60,12,0.030916955565408008
2019-04-01,XLB,selectkbest,XGBR,random,36,12,0.030596476414352355
2019-04-01,XLB,selectkbest,XGBR,random,60,12,0.030596476414352355
2019-04-01,XLB,shap,LGBMR,optuna,36,12,0.030797196540696466
2019-04-01,XLB,shap,LGBMR,optuna,60,12,0.030756600435944165
2019-04-01,XLB,shap,LGBMR,random,36,12,0.030793924378350157
2019-04-01,XLB,shap,LGBMR,random,60,12,0.030793924378350157
2019-04-01,XLB,shap,RFR,optuna,36,12,0.029826720538263404
2019-04-01,XLB,shap,RFR,optuna,60,12,0.029661173940871376
2019-04-01,XLB,shap,RFR,random,36,12,0.0303824819903609
2019-04-01,XLB,shap,RFR,random,60,12,0.0303824819903609
2019-04-01,XLB,shap,XGBR,optuna,36,12,0.031033834384742172
2019-04-01,XLB,shap,XGBR,optuna,60,12,0.031108653381779143
2019-04-01,XLB,shap,XGBR,random,36,12,0.03064627058710232
2019-04-01,XLB,shap,XGBR,random,60,12,0.03064627058710232
2019-04-01,XLE,causal,LGBMR,optuna,36,12,0.04972586304453918
2019-04-01,XLE,causal,LGBMR,optuna,60,12,0.05084703695576075
2019-04-01,XLE,causal,LGBMR,random,36,12,0.05188764855994392
2019-04-01,XLE,causal,LGBMR,random,60,12,0.0519481381625911
2019-04-01,XLE,causal,RFR,optuna,36,12,0.05018808895902075
2019-04-01,XLE,causal,RFR,optuna,60,12,0.04871624026782791
2019-04-01,XLE,causal,RFR,random,36,12,0.04962331041081561
2019-04-01,XLE,causal,RFR,random,60,12,0.04983828635576674
2019-04-01,XLE,causal,XGBR,optuna,36,12,0.04831605682839937
2019-04-01,XLE,causal,XGBR,optuna,60,12,0.046761752576721854
2019-04-01,XLE,causal,XGBR,random,36,12,0.04908427880557699
2019-04-01,XLE,causal,XGBR,random,60,12,0.04914561424530839
2019-04-01,XLE,selectkbest,LGBMR,optuna,36,12,0.051630606157925654
2019-04-01,XLE,selectkbest,LGBMR,optuna,60,12,0.05265686144756351
2019-04-01,XLE,selectkbest,LGBMR,random,36,12,0.05007186148679196
2019-04-01,XLE,selectkbest,LGBMR,random,60,12,0.05007186148679196
2019-04-01,XLE,selectkbest,RFR,optuna,36,12,0.048103487039086026
2019-04-01,XLE,selectkbest,RFR,optuna,60,12,0.04835170997627361
2019-04-01,XLE,selectkbest,RFR,random,36,12,0.04900331514795969
2019-04-01,XLE,selectkbest,RFR,random,60,12,0.04900331514795969
2019-04-01,XLE,selectkbest,XGBR,optuna,36,12,0.052166524996461995
2019-04-01,XLE,selectkbest,XGBR,optuna,60,12,0.047864478529585044
2019-04-01,XLE,selectkbest,XGBR,random,36,12,0.05067226412708727
2019-04-01,XLE,selectkbest,XGBR,random,60,12,0.05067226412708727
2019-04-01,XLE,shap,LGBMR,optuna,36,12,0.05183764833889218
2019-04-01,XLE,shap,LGBMR,optuna,60,12,0.052349185759346516
2019-04-01,XLE,shap,LGBMR,random,36,12,0.0525551538291142
2019-04-01,XLE,shap,LGBMR,random,60,12,0.0525551538291142
2019-04-01,XLE,shap,RFR,optuna,36,12,0.04993001672060339
2019-04-01,XLE,shap,RFR,optuna,60,12,0.04959513890095025
2019-04-01,XLE,shap,RFR,random,36,12,0.04992308856517459
2019-04-01,XLE,shap,RFR,random,60,12,0.04992308856517459
2019-04-01,XLE,shap,XGBR,optuna,36,12,0.0538057195250171
2019-04-01,XLE,shap,XGBR,optuna,60,12,0.052886221196234165
2019-04-01,XLE,shap,XGBR,random,36,12,0.05190323069620857
2019-04-01,XLE,shap,XGBR,random,60,12,0.05190323069620857
2019-04-01,XLF,causal,LGBMR,optuna,36,12,0.03874554200790053
2019-04-01,XLF,causal,LGBMR,optuna,60,12,0.03799443023615182
2019-04-01,XLF,causal,LGBMR,random,36,12,0.03778732798272294
2019-04-01,XLF,causal,LGBMR,random,60,12,0.03835165933647803
2019-04-01,XLF,causal,RFR,optuna,36,12,0.039439013999961726
2019-04-01,XLF,causal,RFR,optuna,60,12,0.03943927285316663
2019-04-01,XLF,causal,RFR,random,36,12,0.038386554650298166
2019-04-01,XLF,causal,RFR,random,60,12,0.03802379827656645
2019-04-01,XLF,causal,XGBR,optuna,36,12,0.037313717799701024
2019-04-01,XLF,causal,XGBR,optuna,60,12,0.03724750983392103
2019-04-01,XLF,causal,XGBR,random,36,12,0.041125422502549566
2019-04-01,XLF,causal,XGBR,random,60,12,0.03976582309081725
2019-04-01,XLF,selectkbest,LGBMR,optuna,36,12,0.038219681438942575
2019-04-01,XLF,selectkbest,LGBMR,optuna,60,12,0.03857844841216216
2019-04-01,XLF,selectkbest,LGBMR,random,36,12,0.03843658857410718
2019-04-01,XLF,selectkbest,LGBMR,random,60,12,0.03843658857410718
2019-04-01,XLF,selectkbest,RFR,optuna,36,12,0.04050834971297534
2019-04-01,XLF,selectkbest,RFR,optuna,60,12,0.040825933148331904
2019-04-01,XLF,selectkbest,RFR,random,36,12,0.039397621545063245
2019-04-01,XLF,selectkbest,RFR,random,60,12,0.039397621545063245
2019-04-01,XLF,selectkbest,XGBR,optuna,36,12,0.037461610771567296
2019-04-01,XLF,selectkbest,XGBR,optuna,60,12,0.036373710802564956
2019-04-01,XLF,selectkbest,XGBR,random,36,12,0.043893914996709284
2019-04-01,XLF,selectkbest,XGBR,random,60,12,0.043893914996709284
2019-04-01,XLF,shap,LGBMR,optuna,36,12,0.03587103846314241
2019-04-01,XLF,shap,LGBMR,optuna,60,12,0.03639172598738296
2019-04-01,XLF,shap,LGBMR,random,36,12,0.035441140764928804
2019-04-01,XLF,shap,LGBMR,random,60,12,0.035441140764928804
2019-04-01,XLF,shap,RFR,optuna,36,12,0.03445112349135016
2019-04-01,XLF,shap,RFR,optuna,60,12,0.03422190562122119
2019-04-01,XLF,shap,RFR,random,36,12,0.03392665493390915
2019-04-01,XLF,shap,RFR,random,60,12,0.03392665493390915
2019-04-01,XLF,shap,XGBR,optuna,36,12,0.037459606347712324
2019-04-01,XLF,shap,XGBR,optuna,60,12,0.037247743916789686
2019-04-01,XLF,shap,XGBR,random,36,12,0.035929407416704424
2019-04-01,XLF,shap,XGBR,random,60,12,0.035929407416704424
2019-04-01,XLI,causal,LGBMR,optuna,36,12,0.046463345542649165
2019-04-01,XLI,causal,LGBMR,optuna,60,12,0.04602434670754651
2019-04-01,XLI,causal,LGBMR,random,36,12,0.04591817171746709
2019-04-01,XLI,causal,LGBMR,random,60,12,0.045825756054230685
2019-04-01,XLI,causal,RFR,optuna,36,12,0.0451011994513109
2019-04-01,XLI,causal,RFR,optuna,60,12,0.04542195554934561
2019-04-01,XLI,causal,RFR,random,36,12,0.0445382284129242
2019-04-01,XLI,causal,RFR,random,60,12,0.04445688432216923
2019-04-01,XLI,causal,XGBR,optuna,36,12,0.04670567788655021
2019-04-01,XLI,causal,XGBR,optuna,60,12,0.04663358703937365
2019-04-01,XLI,causal,XGBR,random,36,12,0.04610709466505072
2019-04-01,XLI,causal,XGBR,random,60,12,0.04574934943410436
2019-04-01,XLI,selectkbest,LGBMR,optuna,36,12,0.04648722029507232
2019-04-01,XLI,selectkbest,LGBMR,optuna,60,12,0.04650641299498843
2019-04-01,XLI,selectkbest,LGBMR,random,36,12,0.04573054257140972
2019-04-01,XLI,selectkbest,LGBMR,random,60,12,0.04573054257140972
2019-04-01,XLI,selectkbest,RFR,optuna,36,12,0.04451392127822979
2019-04-01,XLI,selectkbest,RFR,optuna,60,12,0.04460028818882106
2019-04-01,XLI,selectkbest,RFR,random,36,12,0.044891518889847146
2019-04-01,XLI,selectkbest,RFR,random,60,12,0.044891518889847146
2019-04-01,XLI,selectkbest,XGBR,optuna,36,12,0.04670052682466459
2019-04-01,XLI,selectkbest,XGBR,optuna,60,12,0.04661279065011448
2019-04-01,XLI,selectkbest,XGBR,random,36,12,0.04655006287044577
2019-04-01,XLI,selectkbest,XGBR,random,60,12,0.04655006287044577
2019-04-01,XLI,shap,LGBMR,optuna,36,12,0.04628617342073423
2019-04-01,XLI,shap,LGBMR,optuna,60,12,0.046609934545038825
2019-04-01,XLI,shap,LGBMR,random,36,12,0.046609934545038825
2019-04-01,XLI,shap,LGBMR,random,60,12,0.046609934545038825
2019-04-01,XLI,shap,RFR,optuna,36,12,0.04360335353594902
2019-04-01,XLI,shap,RFR,optuna,60,12,0.043824012284581194
2019-04-01,XLI,shap,RFR,random,36,12,0.04371192997092514
2019-04-01,XLI,shap,RFR,random,60,12,0.04371192997092514
2019-04-01,XLI,shap,XGBR,optuna,36,12,0.04666808221118261
2019-04-01,XLI,shap,XGBR,optuna,60,12,0.04652792484699467
2019-04-01,XLI,shap,XGBR,random,36,12,0.04645847969105051
2019-04-01,XLI,shap,XGBR,random,60,12,0.04645847969105051
2019-04-01,XLK,causal,LGBMR,optuna,36,12,0.03733197229390575
2019-04-01,XLK,causal,LGBMR,optuna,60,12,0.03738775758752891
2019-04-01,XLK,causal,LGBMR,random,36,12,0.037335439104194006
2019-04-01,XLK,causal,LGBMR,random,60,12,0.03849474588870323
2019-04-01,XLK,causal,RFR,optuna,36,12,0.03801150127422014
2019-04-01,XLK,causal,RFR,optuna,60,12,0.038068692243747065
2019-04-01,XLK,causal,RFR,random,36,12,0.03691195109958563
2019-04-01,XLK,causal,RFR,random,60,12,0.03730102203198482
2019-04-01,XLK,causal,XGBR,optuna,36,12,0.036945003635992124
2019-04-01,XLK,causal,XGBR,optuna,60,12,0.03793696035296092
2019-04-01,XLK,causal,XGBR,random,36,12,0.03679412301713686
2019-04-01,XLK,causal,XGBR,random,60,12,0.03655464908924422
2019-04-01,XLK,selectkbest,LGBMR,optuna,36,12,0.037809250720968315
2019-04-01,XLK,selectkbest,LGBMR,optuna,60,12,0.037798081391759726
2019-04-01,XLK,selectkbest,LGBMR,random,36,12,0.03776946781525016
2019-04-01,XLK,selectkbest,LGBMR,random,60,12,0.03776946781525016
2019-04-01,XLK,selectkbest,RFR,optuna,36,12,0.040123047771879874
2019-04-01,XLK,selectkbest,RFR,optuna,60,12,0.04040535469902166
2019-04-01,XLK,selectkbest,RFR,random,36,12,0.040177148208281784
2019-04-01,XLK,selectkbest,RFR,random,60,12,0.040177148208281784
2019-04-01,XLK,selectkbest,XGBR,optuna,36,12,0.03793546754434318
2019-04-01,XLK,selectkbest,XGBR,optuna,60,12,0.037942723487842334
2019-04-01,XLK,selectkbest,XGBR,random,36,12,0.03787776219833617
2019-04-01,XLK,selectkbest,XGBR,random,60,12,0.03787776219833617
2019-04-01,XLK,shap,LGBMR,optuna,36,12,0.03748625006455296
2019-04-01,XLK,shap,LGBMR,optuna,60,12,0.03743194364290324
2019-04-01,XLK,shap,LGBMR,random,36,12,0.03762054317463602
2019-04-01,XLK,shap,LGBMR,random,60,12,0.03762054317463602
2019-04-01,XLK,shap,RFR,optuna,36,12,0.03838142395029581
2019-04-01,XLK,shap,RFR,optuna,60,12,0.03792395187382154
2019-04-01,XLK,shap,RFR,random,36,12,0.038208097677303224
2019-04-01,XLK,shap,RFR,random,60,12,0.038208097677303224
2019-04-01,XLK,shap,XGBR,optuna,36,12,0.03792267838994472
2019-04-01,XLK,shap,XGBR,optuna,60,12,0.03794358867645652
2019-04-01,XLK,shap,XGBR,random,36,12,0.03776587937123829
2019-04-01,XLK,shap,XGBR,random,60,12,0.03776587937123829
2019-04-01,XLP,causal,LGBMR,optuna,36,12,0.038366028463170845
2019-04-01,XLP,causal,LGBMR,optuna,60,12,0.03817681498624187
2019-04-01,XLP,causal,LGBMR,random,36,12,0.0381921817391095
2019-04-01,XLP,causal,LGBMR,random,60,12,0.03842653096719004
2019-04-01,XLP,causal,RFR,optuna,36,12,0.03628622232572848
2019-04-01,XLP,causal,RFR,optuna,60,12,0.036618834300662303
2019-04-01,XLP,causal,RFR,random,36,12,0.03623508155762073
2019-04-01,XLP,causal,RFR,random,60,12,0.036163307558082294
2019-04-01,XLP,causal,XGBR,optuna,36,12,0.03693148891879282
