n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,Modelo,Metodo,ETF,date
100,4,3,log2,30,RFR,random,XLU,2020-01-02
200,6,3,sqrt,30,RFR,random,IYR,2020-01-02
200,6,3,sqrt,30,RFR,random,VOX,2020-01-02
200,6,3,sqrt,30,RFR,random,SPY,2020-01-02
141,19,4,2,sqrt,RFR,optuna,XLB,2019-01-03
50,23,3,3,sqrt,RFR,optuna,XLP,2019-01-03
71,22,4,2,sqrt,RFR,optuna,XLF,2019-01-03
73,27,3,3,sqrt,RFR,optuna,XLV,2019-01-03
103,22,3,3,log2,RFR,optuna,XLK,2019-01-03
120,13,4,3,log2,RFR,optuna,XLI,2019-01-03
152,11,3,2,sqrt,RFR,optuna,XLE,2019-01-03
102,15,4,3,sqrt,RFR,optuna,VOX,2019-01-03
109,16,6,3,sqrt,RFR,optuna,XLY,2019-01-03
58,22,6,2,sqrt,RFR,optuna,SPY,2019-01-03
197,10,5,3,log2,RFR,optuna,XLU,2019-01-03
107,27,4,3,log2,RFR,optuna,IYR,2019-01-03
105,14,3,1,log2,RFR,optuna,VOX,2019-02-01
89,22,4,3,sqrt,RFR,optuna,XLI,2019-02-01
55,10,3,3,sqrt,RFR,optuna,XLP,2019-02-01
109,14,4,3,log2,RFR,optuna,XLE,2019-02-01
165,21,2,3,log2,RFR,optuna,XLK,2019-02-01
156,30,3,3,log2,RFR,optuna,XLB,2019-02-01
166,27,5,3,log2,RFR,optuna,XLF,2019-02-01
135,16,3,3,sqrt,RFR,optuna,XLV,2019-02-01
173,19,4,3,log2,RFR,optuna,XLY,2019-02-01
145,22,6,3,sqrt,RFR,optuna,IYR,2019-02-01
104,24,3,3,sqrt,RFR,optuna,SPY,2019-02-01
193,19,6,3,sqrt,RFR,optuna,XLU,2019-02-01
55,11,2,3,log2,RFR,optuna,VOX,2019-03-01
114,27,5,3,log2,RFR,optuna,XLE,2019-03-01
67,10,5,2,sqrt,RFR,optuna,XLF,2019-03-01
56,30,5,3,sqrt,RFR,optuna,IYR,2019-03-01
100,20,4,3,sqrt,RFR,optuna,XLB,2019-03-01
159,30,6,3,log2,RFR,optuna,XLI,2019-03-01
72,27,3,1,log2,RFR,optuna,XLU,2019-03-01
166,25,2,3,sqrt,RFR,optuna,XLY,2019-03-01
68,20,3,3,sqrt,RFR,optuna,XLV,2019-03-01
158,12,5,1,log2,RFR,optuna,XLP,2019-03-01
200,18,3,3,log2,RFR,optuna,XLK,2019-03-01
141,23,4,3,log2,RFR,optuna,SPY,2019-03-01
115,20,5,3,log2,RFR,optuna,XLE,2019-04-01
50,23,6,3,log2,RFR,optuna,XLK,2019-04-01
51,26,3,3,sqrt,RFR,optuna,XLP,2019-04-01
121,24,6,1,sqrt,RFR,optuna,VOX,2019-04-01
58,10,2,3,sqrt,RFR,optuna,IYR,2019-04-01
124,30,4,3,log2,RFR,optuna,XLB,2019-04-01
73,29,2,3,log2,RFR,optuna,XLV,2019-04-01
52,25,4,3,sqrt,RFR,optuna,XLY,2019-04-01
55,19,5,1,sqrt,RFR,optuna,XLU,2019-04-01
169,30,3,3,sqrt,RFR,optuna,XLF,2019-04-01
196,30,3,3,sqrt,RFR,optuna,XLI,2019-04-01
81,14,3,3,sqrt,RFR,optuna,SPY,2019-04-01
109,26,6,3,log2,RFR,optuna,XLE,2019-05-01
61,30,3,1,sqrt,RFR,optuna,VOX,2019-05-01
72,22,4,3,log2,RFR,optuna,XLY,2019-05-01
64,30,2,3,log2,RFR,optuna,XLF,2019-05-01
102,24,5,3,sqrt,RFR,optuna,XLI,2019-05-01
181,21,6,1,log2,RFR,optuna,XLB,2019-05-01
58,18,5,3,sqrt,RFR,optuna,IYR,2019-05-01
53,10,2,1,log2,RFR,optuna,XLU,2019-05-01
117,11,2,3,log2,RFR,optuna,XLV,2019-05-01
173,22,5,3,sqrt,RFR,optuna,XLK,2019-05-01
139,17,5,3,log2,RFR,optuna,XLP,2019-05-01
105,23,3,3,log2,RFR,optuna,SPY,2019-05-01
66,13,5,3,sqrt,RFR,optuna,XLK,2019-06-03
179,29,6,2,sqrt,RFR,optuna,XLF,2019-06-03
73,29,5,3,sqrt,RFR,optuna,VOX,2019-06-03
127,28,6,3,sqrt,RFR,optuna,XLI,2019-06-03
119,11,5,3,sqrt,RFR,optuna,XLP,2019-06-03
154,18,5,1,sqrt,RFR,optuna,XLB,2019-06-03
172,16,4,3,log2,RFR,optuna,XLE,2019-06-03
50,27,5,2,log2,RFR,optuna,SPY,2019-06-03
75,18,2,3,log2,RFR,optuna,IYR,2019-06-03
156,30,2,3,sqrt,RFR,optuna,XLY,2019-06-03
62,27,6,2,sqrt,RFR,optuna,XLU,2019-06-03
167,30,4,2,log2,RFR,optuna,XLV,2019-06-03
50,17,5,3,log2,RFR,optuna,XLP,2019-07-01
168,22,3,3,log2,RFR,optuna,XLK,2019-07-01
141,11,6,1,log2,RFR,optuna,XLE,2019-07-01
198,13,6,1,sqrt,RFR,optuna,XLY,2019-07-01
140,22,5,3,sqrt,RFR,optuna,VOX,2019-07-01
173,20,5,3,log2,RFR,optuna,XLI,2019-07-01
199,29,6,3,log2,RFR,optuna,XLB,2019-07-01
167,27,4,3,sqrt,RFR,optuna,XLF,2019-07-01
113,26,6,3,sqrt,RFR,optuna,XLU,2019-07-01
200,24,5,3,sqrt,RFR,optuna,IYR,2019-07-01
156,19,5,3,log2,RFR,optuna,XLV,2019-07-01
142,15,6,2,log2,RFR,optuna,SPY,2019-07-01
50,30,5,3,log2,RFR,optuna,XLK,2019-08-01
128,13,5,3,sqrt,RFR,optuna,XLB,2019-08-01
198,15,3,3,log2,RFR,optuna,XLE,2019-08-01
177,26,4,3,log2,RFR,optuna,XLI,2019-08-01
94,21,4,3,sqrt,RFR,optuna,XLU,2019-08-01
143,24,5,3,log2,RFR,optuna,VOX,2019-08-01
159,15,2,3,sqrt,RFR,optuna,XLF,2019-08-01
152,18,4,3,sqrt,RFR,optuna,XLP,2019-08-01
173,26,5,3,sqrt,RFR,optuna,XLY,2019-08-01
167,20,3,3,sqrt,RFR,optuna,XLV,2019-08-01
154,21,3,3,sqrt,RFR,optuna,SPY,2019-08-01
199,15,4,3,sqrt,RFR,optuna,IYR,2019-08-01
70,17,3,3,sqrt,RFR,optuna,XLP,2019-09-03
76,11,3,3,log2,RFR,optuna,XLY,2019-09-03
50,10,4,3,sqrt,RFR,optuna,XLK,2019-09-03
122,22,2,3,sqrt,RFR,optuna,XLB,2019-09-03
132,11,3,3,log2,RFR,optuna,XLE,2019-09-03
103,10,2,3,sqrt,RFR,optuna,VOX,2019-09-03
160,11,2,3,log2,RFR,optuna,XLI,2019-09-03
144,18,5,3,log2,RFR,optuna,XLF,2019-09-03
51,20,5,2,sqrt,RFR,optuna,SPY,2019-09-03
197,19,3,3,sqrt,RFR,optuna,XLU,2019-09-03
199,11,3,3,log2,RFR,optuna,XLV,2019-09-03
199,30,6,3,sqrt,RFR,optuna,IYR,2019-09-03
66,23,6,2,sqrt,RFR,optuna,XLY,2019-10-01
50,29,3,3,sqrt,RFR,optuna,XLK,2019-10-01
74,26,6,1,sqrt,RFR,optuna,XLP,2019-10-01
98,22,2,3,log2,RFR,optuna,VOX,2019-10-01
158,13,5,3,sqrt,RFR,optuna,XLI,2019-10-01
71,19,3,3,log2,RFR,optuna,XLV,2019-10-01
195,24,2,3,log2,RFR,optuna,XLE,2019-10-01
183,16,3,3,log2,RFR,optuna,XLB,2019-10-01
50,30,6,3,sqrt,RFR,optuna,SPY,2019-10-01
141,24,4,3,sqrt,RFR,optuna,XLF,2019-10-01
158,25,3,3,sqrt,RFR,optuna,IYR,2019-10-01
200,20,4,3,log2,RFR,optuna,XLU,2019-10-01
50,28,5,3,sqrt,RFR,optuna,XLK,2019-11-01
141,13,3,3,sqrt,RFR,optuna,XLE,2019-11-01
98,23,5,3,sqrt,RFR,optuna,VOX,2019-11-01
124,21,3,3,log2,RFR,optuna,XLI,2019-11-01
139,11,2,2,sqrt,RFR,optuna,XLY,2019-11-01
122,21,6,3,sqrt,RFR,optuna,XLB,2019-11-01
72,20,4,3,log2,RFR,optuna,IYR,2019-11-01
170,11,5,3,log2,RFR,optuna,XLV,2019-11-01
200,12,5,3,log2,RFR,optuna,XLF,2019-11-01
179,25,5,3,sqrt,RFR,optuna,XLP,2019-11-01
200,25,2,3,sqrt,RFR,optuna,XLU,2019-11-01
199,18,3,2,log2,RFR,optuna,SPY,2019-11-01
129,17,5,3,sqrt,RFR,optuna,XLB,2019-12-02
59,10,5,1,log2,RFR,optuna,XLE,2019-12-02
125,20,3,3,sqrt,RFR,optuna,XLK,2019-12-02
154,12,3,3,log2,RFR,optuna,XLI,2019-12-02
50,21,5,2,log2,RFR,optuna,XLY,2019-12-02
142,30,3,3,sqrt,RFR,optuna,VOX,2019-12-02
128,30,6,2,sqrt,RFR,optuna,SPY,2019-12-02
176,15,2,3,sqrt,RFR,optuna,XLF,2019-12-02
198,22,6,1,log2,RFR,optuna,XLP,2019-12-02
159,26,5,3,log2,RFR,optuna,XLV,2019-12-02
130,13,6,3,log2,RFR,optuna,IYR,2019-12-02
193,21,5,3,log2,RFR,optuna,XLU,2019-12-02
76,16,2,3,log2,RFR,optuna,XLE,2020-01-02
125,21,4,3,log2,RFR,optuna,XLB,2020-01-02
55,18,3,3,log2,RFR,optuna,XLU,2020-01-02
142,30,2,3,log2,RFR,optuna,XLF,2020-01-02
199,15,3,3,sqrt,RFR,optuna,XLI,2020-01-02
173,19,5,3,sqrt,RFR,optuna,XLK,2020-01-02
200,27,2,3,sqrt,RFR,optuna,XLY,2020-01-02
140,22,5,3,sqrt,RFR,optuna,XLP,2020-01-02
173,16,4,3,sqrt,RFR,optuna,VOX,2020-01-02
162,30,3,3,log2,RFR,optuna,XLV,2020-01-02
133,10,6,3,log2,RFR,optuna,SPY,2020-01-02
162,10,5,3,log2,RFR,optuna,IYR,2020-01-02
50,2,3,sqrt,10,RFR,random,XLE,2019-01-03
200,4,1,sqrt,20,RFR,random,XLB,2019-01-03
50,2,3,sqrt,10,RFR,random,XLI,2019-01-03
100,4,3,log2,30,RFR,random,XLK,2019-01-03
200,2,2,log2,30,RFR,random,XLF,2019-01-03
50,2,3,sqrt,10,RFR,random,XLP,2019-01-03
200,6,3,sqrt,30,RFR,random,XLY,2019-01-03
50,6,2,log2,20,RFR,random,XLV,2019-01-03
200,4,1,sqrt,20,RFR,random,XLU,2019-01-03
200,6,3,sqrt,30,RFR,random,IYR,2019-01-03
200,6,3,sqrt,30,RFR,random,VOX,2019-01-03
200,4,1,sqrt,20,RFR,random,SPY,2019-01-03
50,2,3,sqrt,10,RFR,random,XLE,2019-02-01
200,4,1,sqrt,20,RFR,random,XLB,2019-02-01
200,2,2,log2,30,RFR,random,XLI,2019-02-01
50,2,3,sqrt,10,RFR,random,XLK,2019-02-01
100,4,3,log2,30,RFR,random,XLF,2019-02-01
200,6,2,log2,20,RFR,random,XLP,2019-02-01
100,6,2,log2,30,RFR,random,XLY,2019-02-01
50,2,3,sqrt,10,RFR,random,XLU,2019-02-01
200,6,3,sqrt,30,RFR,random,XLV,2019-02-01
100,4,3,log2,30,RFR,random,IYR,2019-02-01
50,4,2,log2,10,RFR,random,VOX,2019-02-01
200,4,1,sqrt,20,RFR,random,SPY,2019-02-01
200,4,1,sqrt,20,RFR,random,XLE,2019-03-01
200,4,1,sqrt,20,RFR,random,XLB,2019-03-01
200,4,1,sqrt,20,RFR,random,XLI,2019-03-01
50,4,2,log2,10,RFR,random,XLK,2019-03-01
200,2,2,log2,30,RFR,random,XLF,2019-03-01
50,2,3,sqrt,10,RFR,random,XLP,2019-03-01
200,4,1,sqrt,20,RFR,random,XLY,2019-03-01
100,4,3,log2,30,RFR,random,XLV,2019-03-01
100,6,2,log2,30,RFR,random,XLU,2019-03-01
200,6,3,sqrt,30,RFR,random,IYR,2019-03-01
100,6,2,log2,30,RFR,random,VOX,2019-03-01
100,4,3,log2,30,RFR,random,SPY,2019-03-01
100,4,3,log2,30,RFR,random,XLE,2019-04-01
100,6,2,log2,30,RFR,random,XLB,2019-04-01
50,2,3,sqrt,10,RFR,random,XLI,2019-04-01
100,4,3,log2,30,RFR,random,XLK,2019-04-01
50,2,3,sqrt,10,RFR,random,XLP,2019-04-01
200,6,2,log2,20,RFR,random,XLF,2019-04-01
200,4,1,sqrt,20,RFR,random,XLY,2019-04-01
100,4,3,log2,30,RFR,random,XLV,2019-04-01
100,4,3,log2,30,RFR,random,XLU,2019-04-01
50,4,2,log2,10,RFR,random,IYR,2019-04-01
50,2,3,sqrt,10,RFR,random,VOX,2019-04-01
50,6,2,log2,20,RFR,random,SPY,2019-04-01
50,6,2,log2,20,RFR,random,XLE,2019-05-01
100,6,2,log2,30,RFR,random,XLB,2019-05-01
50,2,3,sqrt,10,RFR,random,XLI,2019-05-01
100,6,2,log2,30,RFR,random,XLK,2019-05-01
50,4,2,log2,10,RFR,random,XLF,2019-05-01
200,4,1,sqrt,20,RFR,random,XLP,2019-05-01
200,4,1,sqrt,20,RFR,random,XLY,2019-05-01
100,4,3,log2,30,RFR,random,XLV,2019-05-01
100,4,3,log2,30,RFR,random,XLU,2019-05-01
200,2,2,log2,30,RFR,random,IYR,2019-05-01
50,4,2,log2,10,RFR,random,VOX,2019-05-01
200,2,2,log2,30,RFR,random,SPY,2019-05-01
100,4,3,log2,30,RFR,random,XLE,2019-06-03
200,4,1,sqrt,20,RFR,random,XLB,2019-06-03
100,4,3,log2,30,RFR,random,XLI,2019-06-03
200,2,2,log2,30,RFR,random,XLK,2019-06-03
50,4,2,log2,10,RFR,random,XLF,2019-06-03
50,4,2,log2,10,RFR,random,XLP,2019-06-03
100,6,2,log2,30,RFR,random,XLY,2019-06-03
50,2,3,sqrt,10,RFR,random,XLV,2019-06-03
200,2,2,log2,30,RFR,random,XLU,2019-06-03
50,6,2,log2,20,RFR,random,IYR,2019-06-03
50,2,3,sqrt,10,RFR,random,VOX,2019-06-03
200,6,3,sqrt,30,RFR,random,SPY,2019-06-03
50,6,2,log2,20,RFR,random,XLE,2019-07-01
100,6,2,log2,30,RFR,random,XLB,2019-07-01
200,6,3,sqrt,30,RFR,random,XLI,2019-07-01
100,6,2,log2,30,RFR,random,XLK,2019-07-01
50,2,3,sqrt,10,RFR,random,XLF,2019-07-01
100,6,2,log2,30,RFR,random,XLP,2019-07-01
200,2,2,log2,30,RFR,random,XLY,2019-07-01
50,2,3,sqrt,10,RFR,random,XLV,2019-07-01
200,6,2,log2,20,RFR,random,XLU,2019-07-01
200,6,3,sqrt,30,RFR,random,IYR,2019-07-01
50,2,3,sqrt,10,RFR,random,VOX,2019-07-01
50,4,2,log2,10,RFR,random,SPY,2019-07-01
100,6,2,log2,30,RFR,random,XLB,2019-08-01
200,6,2,log2,20,RFR,random,XLE,2019-08-01
50,2,3,sqrt,10,RFR,random,XLI,2019-08-01
50,2,3,sqrt,10,RFR,random,XLK,2019-08-01
100,4,3,log2,30,RFR,random,XLF,2019-08-01
100,4,3,log2,30,RFR,random,XLP,2019-08-01
200,6,2,log2,20,RFR,random,XLY,2019-08-01
100,4,3,log2,30,RFR,random,XLV,2019-08-01
50,6,2,log2,20,RFR,random,XLU,2019-08-01
200,6,3,sqrt,30,RFR,random,IYR,2019-08-01
50,2,3,sqrt,10,RFR,random,VOX,2019-08-01
50,2,3,sqrt,10,RFR,random,SPY,2019-08-01
200,4,1,sqrt,20,RFR,random,XLB,2019-09-03
200,4,1,sqrt,20,RFR,random,XLE,2019-09-03
100,4,3,log2,30,RFR,random,XLI,2019-09-03
100,6,2,log2,30,RFR,random,XLK,2019-09-03
100,6,2,log2,30,RFR,random,XLF,2019-09-03
50,6,2,log2,20,RFR,random,XLY,2019-09-03
200,4,1,sqrt,20,RFR,random,XLP,2019-09-03
100,4,3,log2,30,RFR,random,XLV,2019-09-03
100,4,3,log2,30,RFR,random,XLU,2019-09-03
100,4,3,log2,30,RFR,random,IYR,2019-09-03
100,6,2,log2,30,RFR,random,VOX,2019-09-03
200,4,1,sqrt,20,RFR,random,SPY,2019-09-03
200,6,2,log2,20,RFR,random,XLE,2019-10-01
50,2,3,sqrt,10,RFR,random,XLI,2019-10-01
50,6,2,log2,20,RFR,random,XLB,2019-10-01
50,6,2,log2,20,RFR,random,XLK,2019-10-01
100,4,3,log2,30,RFR,random,XLF,2019-10-01
200,6,2,log2,20,RFR,random,XLP,2019-10-01
100,6,2,log2,30,RFR,random,XLY,2019-10-01
100,4,3,log2,30,RFR,random,XLV,2019-10-01
100,4,3,log2,30,RFR,random,IYR,2019-10-01
50,6,2,log2,20,RFR,random,XLU,2019-10-01
100,4,3,log2,30,RFR,random,VOX,2019-10-01
200,4,1,sqrt,20,RFR,random,SPY,2019-10-01
200,4,1,sqrt,20,RFR,random,XLE,2019-11-01
200,4,1,sqrt,20,RFR,random,XLB,2019-11-01
50,6,2,log2,20,RFR,random,XLI,2019-11-01
200,4,1,sqrt,20,RFR,random,XLK,2019-11-01
100,6,2,log2,30,RFR,random,XLF,2019-11-01
200,4,1,sqrt,20,RFR,random,XLP,2019-11-01
100,6,2,log2,30,RFR,random,XLY,2019-11-01
50,4,2,log2,10,RFR,random,XLV,2019-11-01
50,4,2,log2,10,RFR,random,XLU,2019-11-01
200,2,2,log2,30,RFR,random,IYR,2019-11-01
50,4,2,log2,10,RFR,random,VOX,2019-11-01
200,4,1,sqrt,20,RFR,random,SPY,2019-11-01
200,6,2,log2,20,RFR,random,XLB,2019-12-02
200,4,1,sqrt,20,RFR,random,XLE,2019-12-02
200,6,3,sqrt,30,RFR,random,XLI,2019-12-02
200,6,2,log2,20,RFR,random,XLK,2019-12-02
200,2,2,log2,30,RFR,random,XLF,2019-12-02
200,6,3,sqrt,30,RFR,random,XLP,2019-12-02
100,4,3,log2,30,RFR,random,XLY,2019-12-02
50,2,3,sqrt,10,RFR,random,XLU,2019-12-02
100,6,2,log2,30,RFR,random,XLV,2019-12-02
100,4,3,log2,30,RFR,random,IYR,2019-12-02
50,4,2,log2,10,RFR,random,VOX,2019-12-02
200,2,2,log2,30,RFR,random,SPY,2019-12-02
200,6,2,log2,20,RFR,random,XLE,2020-01-02
200,6,2,log2,20,RFR,random,XLB,2020-01-02
200,6,3,sqrt,30,RFR,random,XLI,2020-01-02
50,6,2,log2,20,RFR,random,XLP,2020-01-02
200,6,3,sqrt,30,RFR,random,XLF,2020-01-02
200,6,2,log2,20,RFR,random,XLK,2020-01-02
200,4,1,sqrt,20,RFR,random,XLY,2020-01-02
200,6,3,sqrt,30,RFR,random,XLV,2020-01-02
50,6,2,log2,20,RFR,random,XLU,2020-01-02
200,2,2,log2,30,RFR,random,IYR,2020-01-02
100,4,3,log2,30,RFR,random,VOX,2020-01-02
200,6,2,log2,20,RFR,random,SPY,2020-01-02
69,29,5,1,log2,RFR,optuna,XLE,2019-01-03
105,17,2,3,sqrt,RFR,optuna,XLI,2019-01-03
158,14,3,1,log2,RFR,optuna,XLB,2019-01-03
76,16,2,2,sqrt,RFR,optuna,XLF,2019-01-03
106,25,6,2,log2,RFR,optuna,XLK,2019-01-03
97,19,6,2,sqrt,RFR,optuna,XLV,2019-01-03
130,17,2,1,log2,RFR,optuna,XLY,2019-01-03
153,26,2,2,sqrt,RFR,optuna,XLP,2019-01-03
95,28,3,2,sqrt,RFR,optuna,VOX,2019-01-03
127,30,4,2,log2,RFR,optuna,SPY,2019-01-03
141,27,2,1,sqrt,RFR,optuna,XLU,2019-01-03
200,16,5,3,log2,RFR,optuna,IYR,2019-01-03
125,25,5,1,log2,RFR,optuna,XLB,2019-02-01
57,16,6,2,sqrt,RFR,optuna,XLK,2019-02-01
125,25,3,3,log2,RFR,optuna,XLI,2019-02-01
51,27,6,3,log2,RFR,optuna,XLV,2019-02-01
122,24,3,3,sqrt,RFR,optuna,XLE,2019-02-01
86,28,6,2,sqrt,RFR,optuna,XLY,2019-02-01
119,14,3,3,sqrt,RFR,optuna,XLF,2019-02-01
89,18,4,3,sqrt,RFR,optuna,IYR,2019-02-01
85,25,6,1,sqrt,RFR,optuna,VOX,2019-02-01
173,15,3,2,sqrt,RFR,optuna,XLP,2019-02-01
110,15,2,1,sqrt,RFR,optuna,SPY,2019-02-01
112,30,2,1,sqrt,RFR,optuna,XLU,2019-02-01
86,13,3,1,sqrt,RFR,optuna,XLB,2019-03-01
152,11,4,2,log2,RFR,optuna,XLI,2019-03-01
119,19,3,3,log2,RFR,optuna,XLK,2019-03-01
172,29,5,1,log2,RFR,optuna,XLE,2019-03-01
50,12,5,1,sqrt,RFR,optuna,XLP,2019-03-01
73,12,4,2,sqrt,RFR,optuna,XLF,2019-03-01
78,13,4,3,log2,RFR,optuna,XLV,2019-03-01
111,13,5,1,sqrt,RFR,optuna,XLY,2019-03-01
98,29,6,2,sqrt,RFR,optuna,XLU,2019-03-01
120,14,3,1,log2,RFR,optuna,VOX,2019-03-01
50,22,3,1,sqrt,RFR,optuna,SPY,2019-03-01
198,28,5,3,sqrt,RFR,optuna,IYR,2019-03-01
98,25,6,1,sqrt,RFR,optuna,XLE,2019-04-01
50,20,2,3,sqrt,RFR,optuna,XLI,2019-04-01
72,12,2,3,log2,RFR,optuna,XLK,2019-04-01
114,17,5,1,sqrt,RFR,optuna,XLB,2019-04-01
92,13,6,3,sqrt,RFR,optuna,XLU,2019-04-01
50,15,4,3,log2,RFR,optuna,XLP,2019-04-01
111,30,2,1,sqrt,RFR,optuna,XLY,2019-04-01
70,30,3,2,sqrt,RFR,optuna,IYR,2019-04-01
51,27,5,1,sqrt,RFR,optuna,SPY,2019-04-01
85,25,3,3,sqrt,RFR,optuna,VOX,2019-04-01
161,17,4,3,log2,RFR,optuna,XLF,2019-04-01
98,22,4,3,sqrt,RFR,optuna,XLV,2019-04-01
53,22,3,1,log2,RFR,optuna,XLE,2019-05-01
50,12,3,3,log2,RFR,optuna,XLI,2019-05-01
130,28,6,1,sqrt,RFR,optuna,XLB,2019-05-01
58,10,5,2,sqrt,RFR,optuna,XLF,2019-05-01
99,22,5,1,log2,RFR,optuna,XLK,2019-05-01
60,21,5,3,sqrt,RFR,optuna,XLV,2019-05-01
147,17,3,1,sqrt,RFR,optuna,XLP,2019-05-01
100,30,2,1,sqrt,RFR,optuna,SPY,2019-05-01
109,16,6,3,sqrt,RFR,optuna,VOX,2019-05-01
145,23,5,1,sqrt,RFR,optuna,XLY,2019-05-01
151,23,2,2,sqrt,RFR,optuna,IYR,2019-05-01
196,12,2,1,log2,RFR,optuna,XLU,2019-05-01
84,25,3,3,log2,RFR,optuna,XLI,2019-06-03
72,23,3,3,log2,RFR,optuna,XLV,2019-06-03
132,18,3,1,sqrt,RFR,optuna,XLB,2019-06-03
84,24,6,3,sqrt,RFR,optuna,XLF,2019-06-03
72,26,5,3,log2,RFR,optuna,VOX,2019-06-03
161,14,3,3,log2,RFR,optuna,XLE,2019-06-03
138,21,4,2,log2,RFR,optuna,XLY,2019-06-03
126,25,3,2,log2,RFR,optuna,XLU,2019-06-03
175,14,3,2,sqrt,RFR,optuna,XLK,2019-06-03
189,16,2,1,log2,RFR,optuna,XLP,2019-06-03
131,22,3,2,sqrt,RFR,optuna,IYR,2019-06-03
104,30,2,1,sqrt,RFR,optuna,SPY,2019-06-03
70,12,5,3,sqrt,RFR,optuna,XLF,2019-07-01
156,18,5,2,log2,RFR,optuna,XLE,2019-07-01
130,24,4,1,sqrt,RFR,optuna,XLB,2019-07-01
95,29,4,1,sqrt,RFR,optuna,XLK,2019-07-01
63,19,3,1,log2,RFR,optuna,XLY,2019-07-01
99,10,4,1,log2,RFR,optuna,XLV,2019-07-01
68,22,4,2,log2,RFR,optuna,SPY,2019-07-01
175,13,5,3,sqrt,RFR,optuna,XLI,2019-07-01
139,19,6,2,sqrt,RFR,optuna,XLP,2019-07-01
141,12,3,3,sqrt,RFR,optuna,VOX,2019-07-01
162,19,2,3,log2,RFR,optuna,IYR,2019-07-01
185,18,5,2,log2,RFR,optuna,XLU,2019-07-01
57,17,4,3,sqrt,RFR,optuna,XLI,2019-08-01
164,30,3,1,sqrt,RFR,optuna,XLE,2019-08-01
74,16,3,2,log2,RFR,optuna,XLF,2019-08-01
101,17,6,1,log2,RFR,optuna,XLK,2019-08-01
138,29,5,2,sqrt,RFR,optuna,XLB,2019-08-01
73,23,4,3,log2,RFR,optuna,VOX,2019-08-01
159,15,5,1,sqrt,RFR,optuna,XLP,2019-08-01
197,18,3,2,sqrt,RFR,optuna,XLU,2019-08-01
141,14,6,2,sqrt,RFR,optuna,XLY,2019-08-01
153,22,5,3,sqrt,RFR,optuna,IYR,2019-08-01
170,16,3,3,log2,RFR,optuna,XLV,2019-08-01
115,10,2,3,sqrt,RFR,optuna,SPY,2019-08-01
76,30,4,1,sqrt,RFR,optuna,XLB,2019-09-03
99,23,4,3,log2,RFR,optuna,XLI,2019-09-03
119,13,3,2,log2,RFR,optuna,XLF,2019-09-03
106,23,2,1,sqrt,RFR,optuna,XLK,2019-09-03
171,22,3,1,sqrt,RFR,optuna,XLE,2019-09-03
107,26,2,3,log2,RFR,optuna,IYR,2019-09-03
132,25,4,1,log2,RFR,optuna,XLY,2019-09-03
94,24,5,3,log2,RFR,optuna,XLU,2019-09-03
120,14,2,2,log2,RFR,optuna,VOX,2019-09-03
196,17,6,1,log2,RFR,optuna,XLP,2019-09-03
183,18,5,3,log2,RFR,optuna,XLV,2019-09-03
127,10,2,1,log2,RFR,optuna,SPY,2019-09-03
50,30,6,3,sqrt,RFR,optuna,XLI,2019-10-01
165,24,2,1,sqrt,RFR,optuna,XLB,2019-10-01
101,15,3,1,log2,RFR,optuna,XLK,2019-10-01
85,18,6,2,sqrt,RFR,optuna,XLU,2019-10-01
53,12,5,1,log2,RFR,optuna,XLP,2019-10-01
107,24,3,1,sqrt,RFR,optuna,XLF,2019-10-01
76,10,2,3,sqrt,RFR,optuna,XLV,2019-10-01
95,20,2,2,log2,RFR,optuna,XLY,2019-10-01
103,10,6,3,sqrt,RFR,optuna,IYR,2019-10-01
186,20,6,1,sqrt,RFR,optuna,XLE,2019-10-01
108,25,4,3,sqrt,RFR,optuna,VOX,2019-10-01
200,25,3,1,sqrt,RFR,optuna,SPY,2019-10-01
102,11,4,1,log2,RFR,optuna,XLE,2019-11-01
77,30,6,1,log2,RFR,optuna,XLF,2019-11-01
56,23,5,1,log2,RFR,optuna,XLP,2019-11-01
84,12,5,1,sqrt,RFR,optuna,XLK,2019-11-01
109,19,4,1,sqrt,RFR,optuna,XLB,2019-11-01
55,15,2,2,log2,RFR,optuna,XLI,2019-11-01
96,14,3,2,sqrt,RFR,optuna,XLY,2019-11-01
78,30,4,2,log2,RFR,optuna,XLV,2019-11-01
53,19,4,2,log2,RFR,optuna,XLU,2019-11-01
99,19,5,1,log2,RFR,optuna,SPY,2019-11-01
89,11,3,2,sqrt,RFR,optuna,VOX,2019-11-01
102,11,4,2,sqrt,RFR,optuna,IYR,2019-11-01
68,13,4,2,sqrt,RFR,optuna,XLV,2019-12-02
52,14,3,3,log2,RFR,optuna,XLU,2019-12-02
123,10,2,1,sqrt,RFR,optuna,XLF,2019-12-02
175,16,6,1,log2,RFR,optuna,XLE,2019-12-02
133,14,6,1,log2,RFR,optuna,XLB,2019-12-02
168,22,4,2,log2,RFR,optuna,XLK,2019-12-02
80,22,3,2,sqrt,RFR,optuna,SPY,2019-12-02
73,25,2,3,sqrt,RFR,optuna,IYR,2019-12-02
148,25,5,2,sqrt,RFR,optuna,XLY,2019-12-02
200,16,3,3,log2,RFR,optuna,XLI,2019-12-02
164,30,5,3,log2,RFR,optuna,VOX,2019-12-02
178,30,2,3,sqrt,RFR,optuna,XLP,2019-12-02
