date,Method,model,hyperparam_method,train_period,val_period,RMSE
2019-12-02,shap,XGBR,random,60,12,0.03520479831589105
2020-01-02,causal,LGBMR,optuna,36,12,0.03427464752751402
2020-01-02,causal,LGBMR,optuna,60,12,0.034336240033642815
2020-01-02,causal,LGBMR,random,36,12,0.03489312731336798
2020-01-02,causal,LGBMR,random,60,12,0.03459733868343548
2020-01-02,causal,RFR,optuna,36,12,0.03427239483263284
2020-01-02,causal,RFR,optuna,60,12,0.03393198854162182
2020-01-02,causal,RFR,random,36,12,0.034552316309780284
2020-01-02,causal,RFR,random,60,12,0.033961752242797606
2020-01-02,causal,XGBR,optuna,36,12,0.034958584639194115
2020-01-02,causal,XGBR,optuna,60,12,0.03473789527328425
2020-01-02,causal,XGBR,random,36,12,0.03457754201518998
2020-01-02,causal,XGBR,random,60,12,0.034743108364823916
2020-01-02,selectkbest,LGBMR,optuna,36,12,0.03489961794697833
2020-01-02,selectkbest,LGBMR,optuna,60,12,0.03490816648694378
2020-01-02,selectkbest,LGBMR,random,36,12,0.034504302922008866
2020-01-02,selectkbest,LGBMR,random,60,12,0.034504302922008866
2020-01-02,selectkbest,RFR,optuna,36,12,0.034732635077932464
2020-01-02,selectkbest,RFR,optuna,60,12,0.03478392996391597
2020-01-02,selectkbest,RFR,random,36,12,0.03484446776333983
2020-01-02,selectkbest,RFR,random,60,12,0.03484446776333983
2020-01-02,selectkbest,XGBR,optuna,36,12,0.03517947579313658
2020-01-02,selectkbest,XGBR,optuna,60,12,0.034808716217653905
2020-01-02,selectkbest,XGBR,random,36,12,0.03489657213897466
2020-01-02,selectkbest,XGBR,random,60,12,0.03489657213897466
2020-01-02,shap,LGBMR,optuna,36,12,0.03513032646203423
2020-01-02,shap,LGBMR,optuna,60,12,0.034960736777636205
2020-01-02,shap,LGBMR,random,36,12,0.03516432745895792
2020-01-02,shap,LGBMR,random,60,12,0.03516432745895792
2020-01-02,shap,RFR,optuna,36,12,0.034517384208983946
2020-01-02,shap,RFR,optuna,60,12,0.034836749373350046
2020-01-02,shap,RFR,random,36,12,0.03476481532358396
2020-01-02,shap,RFR,random,60,12,0.03476481532358396
2020-01-02,shap,XGBR,optuna,36,12,0.035446490292167725
2020-01-02,shap,XGBR,optuna,60,12,0.03538551305952162
2020-01-02,shap,XGBR,random,36,12,0.034766817653095604
2020-01-02,shap,XGBR,random,60,12,0.034766817653095604
