subsample,reg_lambda,reg_alpha,n_estimators,max_depth,learning_rate,gamma,colsample_bytree,Modelo,Metodo,ETF,date
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2019-11-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLU,2019-11-01
0.8,1.5,0.1,25,7,0.01,0.5,0.7,XGBR,random,XLI,2019-11-01
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLV,2019-11-01
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2019-11-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,IYR,2019-11-01
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,XLB,2019-11-01
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLE,2019-11-01
0.6,1.5,0.1,25,7,0.05,0.5,0.7,XGBR,random,SPY,2019-11-01
0.6,1,0,25,7,0.05,0.5,0.5,XGBR,random,XLY,2019-12-02
0.8,1,0.1,25,3,0.05,0.5,0.5,XGBR,random,XLB,2019-12-02
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLU,2019-12-02
0.6,1,0,25,7,0.05,0.5,0.5,XGBR,random,XLK,2019-12-02
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,VOX,2019-12-02
0.6,1,0,25,7,0.05,0.5,0.5,XGBR,random,XLI,2019-12-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2019-12-02
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,IYR,2019-12-02
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLP,2019-12-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLV,2019-12-02
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,XLE,2019-12-02
0.6,1,0,25,7,0.05,0.5,0.5,XGBR,random,SPY,2019-12-02
0.6,1,0.1,25,7,0.05,0.5,0.7,XGBR,random,XLY,2020-01-02
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLB,2020-01-02
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2020-01-02
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,XLU,2020-01-02
0.6,1,0,25,7,0.05,0.5,0.5,XGBR,random,VOX,2020-01-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLE,2020-01-02
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLI,2020-01-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2020-01-02
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLV,2020-01-02
0.6,1.5,0.1,500,7,0.01,0.5,0.7,XGBR,random,XLK,2020-01-02
0.6,1.5,0.1,25,7,0.01,0,0.5,XGBR,random,IYR,2020-01-02
0.6,1,0.1,25,3,0.05,0,0.7,XGBR,random,SPY,2020-01-02
55,0.07554779115924534,10,0.7010269686777908,0.7545747568499863,0.0021706243240840455,0.28168285401942517,1.391439526648535,XGBR,optuna,XLE,2019-01-03
68,0.09998870589916295,5,0.8300602458565032,0.6498063126088445,0.14292939196189053,0.057206513516440405,1.1283597486871852,XGBR,optuna,XLB,2019-01-03
66,0.0638764363019527,5,0.7161625005935641,0.7823141395672224,0.3210258353624214,0.09624827262286084,1.0214817500175428,XGBR,optuna,XLI,2019-01-03
59,0.06872633641253144,13,0.7055630216120744,0.673756830910018,0.1715069042484742,0.0920095573669446,1.6047162424801011,XGBR,optuna,XLK,2019-01-03
67,0.09571787987783102,5,0.6847743445872817,0.7509169481048835,0.32705757690048676,0.05355760621105125,1.764459832696594,XGBR,optuna,VOX,2019-01-03
56,0.058607815943468394,9,0.7024127040481654,0.7368875802786463,0.0061725568724156216,0.03107790656399123,1.706272270749848,XGBR,optuna,XLF,2019-01-03
58,0.07114166440592196,7,0.798166046425606,0.6050732881605119,0.003570073145377286,0.2539066501765174,1.996321617826099,XGBR,optuna,IYR,2019-01-03
60,0.0564741165180168,6,0.8916539756860514,0.7687039439316868,0.008437297443702675,0.07620084465462015,1.7258727146130066,XGBR,optuna,XLU,2019-01-03
93,0.07852212564947776,14,0.7054457684264928,0.6879532292027151,0.28578883892696555,0.12342466047916838,1.7921218610037122,XGBR,optuna,XLV,2019-01-03
82,0.0607342140298488,6,0.762742596436599,0.6120016404911142,0.0022567383125623453,0.1920014810436438,1.7561315132883268,XGBR,optuna,XLY,2019-01-03
69,0.09114904961871621,13,0.6015304039817622,0.6916611843707949,0.07750986219753261,0.07159713855154523,1.5408485877206912,XGBR,optuna,SPY,2019-01-03
100,0.06126118661140481,7,0.8565482523385513,0.7595635449192015,0.45002191455669843,0.030907109888427153,1.6892186873565516,XGBR,optuna,XLP,2019-01-03
62,0.08122371383029896,13,0.6502750382795596,0.6785952940230742,0.3923817109415404,0.20074202218534726,1.998367494465639,XGBR,optuna,XLB,2019-02-01
65,0.07710267740128558,14,0.604718073725088,0.6882514593448302,0.3702981579660116,0.15140360969931524,1.3669635556051791,XGBR,optuna,XLI,2019-02-01
55,0.09939302948702723,9,0.7081761539852129,0.6515526337249082,0.45612204219672997,0.000382803096655511,1.7629744561051013,XGBR,optuna,XLK,2019-02-01
64,0.07769979703158761,15,0.601564980093741,0.6083089209514109,0.4717156257953734,0.009961204001971733,1.6815188243415018,XGBR,optuna,XLF,2019-02-01
58,0.07082438729787517,6,0.7663381679838509,0.7226183343394886,0.0010864451631679218,0.05210583505544118,1.4268445633140971,XGBR,optuna,XLY,2019-02-01
70,0.099892860815857,6,0.7025084614671373,0.720338827154883,0.3438365918701421,0.11350079388778272,1.2079887383641208,XGBR,optuna,VOX,2019-02-01
82,0.07565295321932015,14,0.6012949573333416,0.6645352902005441,0.002823531951066339,0.2354445781360917,1.533895509155943,XGBR,optuna,XLE,2019-02-01
68,0.08031788491231541,6,0.8035252424465852,0.798840883432598,0.43036347908481765,0.1969770001171062,1.7945757911506965,XGBR,optuna,XLU,2019-02-01
93,0.07596531911104824,9,0.6152062305138486,0.6816328815619896,0.21547384533734387,0.42657812035900927,1.3721365613776597,XGBR,optuna,XLP,2019-02-01
60,0.07651580844637978,9,0.6031236557246871,0.6208218838966805,0.2852578501108339,0.12855114725820949,1.0037803097422662,XGBR,optuna,SPY,2019-02-01
95,0.08543576386096435,9,0.7086292268724472,0.6582238982068943,0.1728046914652228,0.015077226948113406,1.615300558377031,XGBR,optuna,XLV,2019-02-01
99,0.05060565377660725,11,0.6814459348413584,0.6305516473974563,0.49021675927469466,0.004867770920885299,1.991198027190434,XGBR,optuna,IYR,2019-02-01
59,0.09916722245099072,9,0.6866703222000533,0.6767258368701836,0.0900351808531752,0.18132563865896156,1.3025647435648333,XGBR,optuna,XLI,2019-03-01
67,0.08954164150018751,8,0.6093492440619523,0.7240151915838933,0.4908740518206189,0.1130644041909587,1.0329942760777349,XGBR,optuna,XLB,2019-03-01
63,0.08265222072009987,11,0.6679570762737456,0.6580892449842322,0.2868092364643421,0.3430706004714973,1.4290200382700904,XGBR,optuna,XLE,2019-03-01
66,0.08253788393731237,12,0.6070107620200111,0.6694622749360696,0.4074487950048723,0.049874696507835534,1.7113207959275039,XGBR,optuna,XLF,2019-03-01
66,0.06450465787882129,6,0.6451279525402873,0.7568579288399423,0.35486387314885526,0.1939759091490354,1.4056755593982877,XGBR,optuna,XLK,2019-03-01
65,0.06710853008138011,9,0.8254984687705105,0.6846742768863228,0.4073473700665324,0.00027770015836039996,1.6090426819699075,XGBR,optuna,XLY,2019-03-01
66,0.06366365835038239,13,0.746167076858014,0.614122220541441,0.4130868776398696,0.0024713327176776887,1.60177139910284,XGBR,optuna,VOX,2019-03-01
51,0.08523968663196384,13,0.7028300113743863,0.7493048189879397,0.10192601712366114,0.006209878327027775,1.2246828786978254,XGBR,optuna,XLV,2019-03-01
50,0.09958286094290839,13,0.8480636982184285,0.696748161068711,0.09940282745092194,0.06532809306198836,1.3641667688628187,XGBR,optuna,XLU,2019-03-01
91,0.06990335414069823,11,0.8509815064825569,0.7276738362922823,0.007573247369545788,0.04976818839061589,1.4728896960773272,XGBR,optuna,XLP,2019-03-01
99,0.08440946899754645,12,0.7041850020951118,0.7227685266224407,0.4112015879803006,0.01989912829098329,1.2140316230899195,XGBR,optuna,IYR,2019-03-01
70,0.08094006824986501,13,0.7632140942781501,0.6597180422327308,0.35821275557534216,0.0786929169246639,1.1846656507985576,XGBR,optuna,SPY,2019-03-01
63,0.07998275597082893,10,0.7016194811958318,0.6655365132740442,0.22443841577428886,0.2555307777273312,1.637872027692443,XGBR,optuna,XLB,2019-04-01
64,0.05125970683179904,11,0.6607520690897225,0.7535415341295648,0.4507832002777502,0.1418506469534057,1.587581399404199,XGBR,optuna,XLI,2019-04-01
61,0.09566045273121464,13,0.7323205325205208,0.679260388470946,0.02465482414113851,0.11895389237384252,1.6197730396488914,XGBR,optuna,XLK,2019-04-01
64,0.08504111736418354,9,0.6307000667415468,0.647206714742238,0.28201589626196366,0.0503577953881091,1.3730182943048836,XGBR,optuna,XLF,2019-04-01
68,0.09426941505899038,9,0.763451524671448,0.7599226610969162,0.42030082308122774,0.026909949801116807,1.5504755369714014,XGBR,optuna,VOX,2019-04-01
81,0.07843183927321726,10,0.780379395386598,0.6498221976289766,0.0030938444118204307,0.041783092326572686,1.3819998543822374,XGBR,optuna,XLY,2019-04-01
70,0.0922687647891969,7,0.839132703284821,0.6369841541317413,0.005337398268788575,0.07467511499604373,1.7461006804057064,XGBR,optuna,IYR,2019-04-01
77,0.08297006171471631,15,0.6031802768057705,0.6021867474523164,0.491830523523626,0.064324653615881,1.0208355963980402,XGBR,optuna,XLV,2019-04-01
87,0.07757456413217353,9,0.6274245619373342,0.6533681824462706,0.005131494239727928,0.04265916793840274,1.681124558971876,XGBR,optuna,XLP,2019-04-01
88,0.09990206713940808,6,0.8905935130266485,0.7230280876138248,0.0013600284510392633,0.4876925197321384,1.7446705383403192,XGBR,optuna,XLE,2019-04-01
67,0.06234548450753316,6,0.7322086129826905,0.6708601385035508,0.13487027332060983,0.04387302951160027,1.4751424933309063,XGBR,optuna,SPY,2019-04-01
100,0.08033347917505582,5,0.6759158235767667,0.7981923723435308,0.32967626410902695,0.0013206855142357532,1.3722163381373984,XGBR,optuna,XLU,2019-04-01
53,0.08425025578828267,5,0.6784061098697916,0.6237469045360705,0.3440313823269129,0.3035621101847818,1.3779865509816238,XGBR,optuna,XLE,2019-05-01
78,0.09394734779049098,8,0.6360704644120603,0.6196594169985233,0.42501201162850116,0.2882804048858012,1.7022762617810923,XGBR,optuna,XLB,2019-05-01
59,0.09132516629740643,15,0.7717926406606455,0.7138241276576391,0.1880242133469354,0.044058991625266844,1.9811787418382987,XGBR,optuna,VOX,2019-05-01
68,0.06115516545154752,11,0.742589734188425,0.7873830647212673,0.17369898973762474,0.0018111484319001808,1.1082369738672535,XGBR,optuna,XLY,2019-05-01
70,0.06308018134886838,13,0.8304273692552497,0.6956920261904129,0.298448520256957,0.4942979347922814,1.3431723767073502,XGBR,optuna,XLP,2019-05-01
67,0.07997369587780151,7,0.6026939452920401,0.7423437934649617,0.39244052273423446,0.17504574685737678,1.390783948590862,XGBR,optuna,XLK,2019-05-01
54,0.08700343321640258,15,0.7248095862672737,0.6143773753389601,0.02918060969511553,0.03218115153481747,1.155804513615036,XGBR,optuna,XLV,2019-05-01
61,0.07857904892785555,13,0.7307839595620954,0.7732372271211174,0.22934667763274277,0.006707509968921083,1.7327398618700707,XGBR,optuna,XLF,2019-05-01
80,0.09886950814812422,9,0.8535027552684609,0.6464338434272507,0.3800701194907583,0.16165045117978902,1.607464700541956,XGBR,optuna,XLI,2019-05-01
79,0.058447874750358474,7,0.6711672609493567,0.6794310254089404,0.20694261193243046,0.06232015214758681,1.4243398782829653,XGBR,optuna,XLU,2019-05-01
99,0.09028381816077677,7,0.7912570153525351,0.6369706551412839,0.12452493557992261,0.007674407226293541,1.003577817614588,XGBR,optuna,IYR,2019-05-01
77,0.09777563403433752,9,0.6832819243897678,0.7515817114763074,0.24346002140629236,0.16952054152384757,1.8584544224427568,XGBR,optuna,SPY,2019-05-01
61,0.07340875774146938,15,0.7789989277553949,0.6337903465530892,0.40854458294711643,0.09220435004469207,1.05555089290565,XGBR,optuna,VOX,2019-06-03
70,0.0813869423207578,9,0.6032696715819624,0.6320744697678164,0.027181432525100913,0.26320191269979937,1.1116666616387856,XGBR,optuna,XLB,2019-06-03
59,0.09859034406397751,6,0.7870808827176459,0.6296803229045186,0.09816294240679892,0.08613306779508662,1.8945995593323246,XGBR,optuna,XLI,2019-06-03
58,0.07870500656141971,7,0.6442267818212226,0.6653736387548705,0.003190024518270598,0.2469581675430021,1.2961052026211617,XGBR,optuna,XLE,2019-06-03
100,0.05942690047590482,7,0.6921011474393675,0.7959991161275608,0.0026553260637084686,0.16993706387363208,1.7608962233465169,XGBR,optuna,XLK,2019-06-03
69,0.07095566910288914,7,0.6028014636013947,0.6952306678521125,0.41428207420803737,0.10710875526875852,1.650217079171627,XGBR,optuna,XLF,2019-06-03
67,0.07874653811767399,7,0.8586913900796119,0.7614711017449883,0.01578759421115233,0.007821515246467292,1.9792075553763167,XGBR,optuna,XLY,2019-06-03
83,0.05909971951218086,14,0.7558840756519527,0.6481613486967599,0.00045823050717713754,0.21762839666492262,1.3257153030933875,XGBR,optuna,XLU,2019-06-03
66,0.06314242215794762,13,0.6678184618799431,0.6643936336255885,0.336881181235626,0.13128878867417468,1.549564170978978,XGBR,optuna,SPY,2019-06-03
88,0.06663330725782074,10,0.7287543810259426,0.7201305074647324,0.3296864287185458,0.012544134294298973,1.0594135004325924,XGBR,optuna,XLV,2019-06-03
97,0.059598635919083987,13,0.7794240543305814,0.7364945510134594,0.08136926662540506,0.03936952774821595,1.2424664088257626,XGBR,optuna,XLP,2019-06-03
100,0.07566866633579906,10,0.8183538170269316,0.6245402649161869,0.28513417785684697,0.043625058122364446,1.5039009110161663,XGBR,optuna,IYR,2019-06-03
72,0.0993870645596076,11,0.60073400456313,0.7367101641293136,0.18549118354153704,0.1982296349003934,1.5844592309843257,XGBR,optuna,XLB,2019-07-01
68,0.05404276062254166,10,0.6534854751366835,0.6380590949172349,0.21531396882976406,0.08072628530314671,1.3657849833858524,XGBR,optuna,XLY,2019-07-01
95,0.0827191322180896,12,0.6205470460054471,0.797639088341506,0.00924743538645667,0.15986906847875315,1.2876449763646278,XGBR,optuna,XLI,2019-07-01
70,0.09999968813169922,11,0.6630291215441085,0.7338851169003683,0.4800331319662739,0.0006281279854576469,1.5038882687850381,XGBR,optuna,VOX,2019-07-01
51,0.07077383064776786,15,0.6007893587094483,0.7056304112482942,0.4993915351861197,0.006937378059446898,1.3191447074496876,XGBR,optuna,XLU,2019-07-01
68,0.0765800061529542,5,0.6426985701469423,0.6708408063570551,0.002687978059669673,0.12768398294802444,1.5750796998840624,XGBR,optuna,XLF,2019-07-01
99,0.06832040447152243,11,0.6815885158731725,0.7740223042699346,0.45672888992011107,0.3806184511655393,1.4981993625559424,XGBR,optuna,XLE,2019-07-01
69,0.07311214246903913,11,0.6287551196203172,0.6060204714902865,0.2793052232461498,0.00062681499049519,1.5753561038036916,XGBR,optuna,XLP,2019-07-01
88,0.08757271547102335,13,0.6014852038627496,0.7152539823389903,0.0458566338582857,0.15836437882720183,1.6539234385495196,XGBR,optuna,XLK,2019-07-01
84,0.05022820876418093,15,0.604274058391914,0.6549802170503533,0.19863715100624302,0.0008839393187347654,1.4569370441136527,XGBR,optuna,XLV,2019-07-01
100,0.06823028335894081,13,0.6698682330931889,0.7208118747941371,0.0201109039462824,0.0001831797295835519,1.6291915545122497,XGBR,optuna,IYR,2019-07-01
86,0.09904616805695646,11,0.6005837631100002,0.7930986054569558,0.41882428324948023,0.12307368360816259,1.7035679035263582,XGBR,optuna,SPY,2019-07-01
68,0.08860074487697794,9,0.6029980396017056,0.6470404000634078,0.1190562639100074,0.0823182305915302,1.3404627449091504,XGBR,optuna,XLB,2019-08-01
55,0.06366376491442693,6,0.7237943114235695,0.7543262329789668,0.3932414429697937,0.0011073238100233196,1.9944259922435266,XGBR,optuna,XLK,2019-08-01
82,0.06812158572536697,11,0.7445829895629736,0.7399639755563875,0.011694519471228404,0.13072454124358915,1.6116111251654288,XGBR,optuna,XLE,2019-08-01
64,0.06750420872681423,13,0.6482458639717191,0.6676058752735605,0.11071528295799017,0.08400601475978005,1.507219063504362,XGBR,optuna,XLI,2019-08-01
68,0.08186674065785184,15,0.6622720970436725,0.7946875139335398,0.3857983220576373,0.0029939447748847173,1.0095726605259474,XGBR,optuna,VOX,2019-08-01
80,0.08421661900294193,14,0.7014168183224209,0.7767043541776941,0.385163140499573,0.03991263356050022,1.1655281449436081,XGBR,optuna,XLY,2019-08-01
80,0.06193486866622805,12,0.6010856091124024,0.7243315790591288,0.37029398991525087,0.08170271242990361,1.4893210428096948,XGBR,optuna,XLF,2019-08-01
83,0.08373802829519059,5,0.6253412789284766,0.6390474729454002,0.002937057992108083,0.0012926847557046435,1.309321569211225,XGBR,optuna,XLP,2019-08-01
84,0.07231982870785474,14,0.638306866447323,0.6048124384774206,0.0012669691765615498,0.24419598551944793,1.7162665514887268,XGBR,optuna,XLV,2019-08-01
68,0.07603623096777096,15,0.8224938026799395,0.6497144270558455,0.00525632276034721,0.05286570557887821,1.8132843430874717,XGBR,optuna,IYR,2019-08-01
77,0.0987166960717462,12,0.6031030833294263,0.6744357748388152,0.14709020581797036,0.014453058889943115,1.072556354256454,XGBR,optuna,SPY,2019-08-01
100,0.09996373297296042,5,0.7238982159641387,0.7849871488348663,0.002595916335750968,0.0022470393772239593,1.9104942241589467,XGBR,optuna,XLU,2019-08-01
57,0.09958490458642047,8,0.7182800266506706,0.6495013579102887,0.21454140469298322,0.16233344719958703,1.7935932532354015,XGBR,optuna,XLI,2019-09-03
70,0.09128447297562693,14,0.6838172767349742,0.6390815205403834,0.2882903886037514,0.022461525650391778,1.2732310205775434,XGBR,optuna,XLB,2019-09-03
55,0.08902299816814806,15,0.6019653181315219,0.7737493953321616,0.0023761338306040186,0.13124924336112376,1.025963452114766,XGBR,optuna,XLF,2019-09-03
68,0.09172089210490253,7,0.6585709353725847,0.6266887683156691,0.48341435636599156,0.06258768030619136,1.2936547121030681,XGBR,optuna,XLP,2019-09-03
62,0.0883164189530606,6,0.6577304142333001,0.7108247595935173,0.3278562039532653,0.017281804564182983,1.1394055413198363,XGBR,optuna,VOX,2019-09-03
51,0.09994813450701913,9,0.6105665290268413,0.684360456709809,0.0012628264788407534,0.16899351153041003,1.383588174313237,XGBR,optuna,SPY,2019-09-03
90,0.07248709601162184,9,0.6638646243035108,0.7087290069903074,0.36792491451822207,0.17881725082064348,1.5449104706072383,XGBR,optuna,XLY,2019-09-03
95,0.06583528647451817,10,0.7398916121189729,0.6430444577002414,0.003703929922552121,0.29186911637021334,1.9124780397197925,XGBR,optuna,XLE,2019-09-03
68,0.05191621372131225,11,0.6092056353346006,0.6438102312475968,0.409731941388665,0.16910969023743103,1.5967415905395994,XGBR,optuna,XLK,2019-09-03
86,0.08464023399217298,6,0.6035996874764339,0.7157934753020266,0.39363101577800663,0.06734738840583443,1.5939755594062583,XGBR,optuna,XLV,2019-09-03
95,0.08370319274423729,10,0.8077533257192163,0.6496735010527196,0.013245458911280733,0.042404140344181385,1.7610676030649572,XGBR,optuna,XLU,2019-09-03
99,0.08128804493237181,5,0.8159830285600632,0.7571890765269735,0.0020295289047015386,0.18716173376988127,1.0100264219286454,XGBR,optuna,IYR,2019-09-03
66,0.07356507781214129,12,0.7383893504531528,0.6448484619576816,0.2919360546521281,0.3049791668461677,1.5293187817842417,XGBR,optuna,XLE,2019-10-01
50,0.06353873742354324,11,0.7320123731179113,0.7094423446557149,0.219138853590763,0.013595728718399827,1.4495317268261116,XGBR,optuna,XLI,2019-10-01
69,0.05170803245516495,10,0.7426531349405523,0.6763153255203707,0.42927941574097467,0.11625907711723371,1.0655490908622107,XGBR,optuna,XLB,2019-10-01
62,0.08462924813753304,7,0.69339759749043,0.7991810510583797,0.0030111726379440443,0.08590847237673807,1.3419745559285958,XGBR,optuna,XLF,2019-10-01
63,0.0716146785966632,8,0.6766056588167374,0.6215537887484573,0.09663956744096192,0.0010089132795156087,1.4241712476217516,XGBR,optuna,VOX,2019-10-01
60,0.08138355865666838,11,0.6690874471468226,0.7321100258730264,0.46440097661397106,0.08419388121702959,1.6261514366666825,XGBR,optuna,XLK,2019-10-01
98,0.07099068221749978,14,0.6607554085383411,0.730341698481392,0.14358990130488408,0.21363011271088805,1.6612156368368316,XGBR,optuna,XLY,2019-10-01
56,0.0700606512515045,10,0.7431796130026382,0.6971356407045524,0.20546075950565212,0.2192173186248586,1.1826981474487595,XGBR,optuna,IYR,2019-10-01
71,0.08588378359933431,7,0.6834592847858892,0.7535513410046076,0.1400184949732421,0.07748418868649963,1.581963187470876,XGBR,optuna,XLP,2019-10-01
58,0.0777011367080254,8,0.6279054696250463,0.7556615844810949,0.05985985859716911,0.08177016600836802,1.3499321821011392,XGBR,optuna,XLV,2019-10-01
68,0.07608487663208198,10,0.765267628654716,0.7662478185581776,0.4825850692684286,0.08995236838815454,1.1871652831505108,XGBR,optuna,SPY,2019-10-01
79,0.05202916567931712,10,0.6312114326897108,0.763080040578589,0.002079975031383685,0.23664927144636733,1.1176762881034636,XGBR,optuna,XLU,2019-10-01
56,0.08845694777810134,5,0.661369541824934,0.641320470395434,0.2831721885877244,0.2242358196133276,1.0726967879572962,XGBR,optuna,XLE,2019-11-01
63,0.0678575727836287,8,0.7445100424692267,0.7698046238195055,0.35407836970889806,0.05709101260644175,1.848430212087282,XGBR,optuna,XLB,2019-11-01
66,0.09837139796045515,8,0.6016924418333914,0.6492308848440504,0.3754922686764,0.0757419689790827,1.027521449348866,XGBR,optuna,XLK,2019-11-01
72,0.07489587580668451,8,0.6570797848697922,0.6033411287507592,0.39780559660790576,0.05859412608241215,1.6554121098901307,XGBR,optuna,VOX,2019-11-01
76,0.0907516086994472,7,0.7917486615438386,0.7311599119460883,0.008021840344838098,0.17110144445120587,1.2974165002470506,XGBR,optuna,XLI,2019-11-01
76,0.0845399477393907,5,0.8092938772293069,0.7223006353957221,0.007351702495071957,0.1237195466012819,1.3029678728350884,XGBR,optuna,XLF,2019-11-01
74,0.07753591620602857,7,0.604398691848705,0.7873679210045386,0.479381096967127,0.007679193123456635,1.0319809979288337,XGBR,optuna,XLV,2019-11-01
56,0.06300507855271947,10,0.7288187559226048,0.7475485182036455,0.26274167314996666,0.04695289601825174,1.9245242673629204,XGBR,optuna,SPY,2019-11-01
74,0.09819530663262767,6,0.8970196809291298,0.6755365022136308,0.48276278943059736,0.004671482534362552,1.4087291620496096,XGBR,optuna,IYR,2019-11-01
85,0.058097471575481556,5,0.6834679678468666,0.6868633222555836,0.3287103364122142,0.017677750388336633,1.5868817220110623,XGBR,optuna,XLP,2019-11-01
99,0.09992058170181485,14,0.7404747453022302,0.604413782741524,0.43171870206617624,0.11764760544417263,1.503346678560625,XGBR,optuna,XLY,2019-11-01
85,0.052667557876827024,5,0.6982354625787697,0.6694598466041319,0.26841637415447295,0.06558948450986031,1.3901572326293457,XGBR,optuna,XLU,2019-11-01
68,0.09681162009348701,6,0.6509651426776464,0.7985128657709148,0.4100968809758287,0.3112418068598738,1.428032958556022,XGBR,optuna,XLE,2019-12-02
50,0.08898399330913073,6,0.6047304160769462,0.6001925260131734,0.016869942209757655,0.004510254310660635,1.5732109835165358,XGBR,optuna,XLF,2019-12-02
50,0.08423810388537772,11,0.819556109161201,0.7131765499230278,0.05615558954584299,0.12728538707562903,1.54269587507128,XGBR,optuna,XLB,2019-12-02
78,0.08431117345691529,13,0.6477614810960054,0.6195972002634087,0.02386497767170809,0.04458390597735949,1.0905087695471614,XGBR,optuna,XLP,2019-12-02
72,0.09540184482618701,12,0.606969658308065,0.618481333123152,0.4647929582005417,0.18077555828330003,1.1069201720231807,XGBR,optuna,XLI,2019-12-02
86,0.09581928902192599,6,0.6698424031584875,0.6123152492777931,0.37364762863341905,0.07118985695458366,1.5426419016336015,XGBR,optuna,XLY,2019-12-02
60,0.06583861879099813,10,0.6009838534845764,0.7326160758769518,0.3324174553168139,0.047990576338986596,1.1054898992893964,XGBR,optuna,SPY,2019-12-02
70,0.09839637443017224,9,0.6038087818199364,0.6409827777329974,0.48959610339388354,0.003132093772645163,1.3481979254368641,XGBR,optuna,XLU,2019-12-02
77,0.0774159992385464,12,0.7216372250056826,0.7227853250150658,0.0016054420595581487,0.049370728804829796,1.6231476710813346,XGBR,optuna,XLV,2019-12-02
86,0.09234453686847087,9,0.6014945114578649,0.7747061702429727,0.21038428037674814,0.06264630079413464,1.7750239849975435,XGBR,optuna,XLK,2019-12-02
79,0.0548116786830134,14,0.6591948559692435,0.7345887475293335,0.44121598776624543,0.048295120551925086,1.031063785735273,XGBR,optuna,VOX,2019-12-02
100,0.06672782580167796,14,0.7378028034465774,0.6709821000329724,0.224646381669337,0.05959795889814366,1.222618427507009,XGBR,optuna,IYR,2019-12-02
51,0.07120874747957158,8,0.6569310146123813,0.7158169925511566,0.12785280721434922,0.022983123578502337,1.9309192791690988,XGBR,optuna,XLY,2020-01-02
54,0.06475724645560399,14,0.6001175076344432,0.7600964047399801,0.015803991902184622,0.1564576680103026,1.721841279377625,XGBR,optuna,XLE,2020-01-02
69,0.05972573006763868,12,0.6023824503776893,0.6756294073980553,0.33781540374761077,0.017409969729537567,1.180570275383755,XGBR,optuna,XLI,2020-01-02
53,0.05276764869805033,9,0.6468987617425398,0.7809034306893787,0.16763591016284857,0.023884581734397503,1.7020112375354688,XGBR,optuna,XLV,2020-01-02
78,0.07440071345217515,12,0.7022619044592671,0.795691916221748,0.13110963042825452,0.0033020860714528255,1.8654335874011205,XGBR,optuna,XLB,2020-01-02
55,0.08291576428546568,6,0.6184435031712775,0.6866961915615084,0.3437731070438755,0.003414302374916245,1.9987294751307694,XGBR,optuna,XLF,2020-01-02
69,0.08654841901587097,7,0.675803888476145,0.7094853788161917,0.38222556945119374,0.05478851431997449,1.7274182911673863,XGBR,optuna,XLP,2020-01-02
70,0.055780442737564745,8,0.7368225708957409,0.6156153021295269,0.42830676408552054,0.027907515520005755,1.311758134866459,XGBR,optuna,VOX,2020-01-02
85,0.05630168638708252,8,0.6287212090626128,0.6881132703139072,0.3288900734415058,0.0017685660179724075,1.8597884816406307,XGBR,optuna,XLK,2020-01-02
80,0.06441133915915584,11,0.8145684619245838,0.7054531537382052,0.0012835774004837375,0.30525600081801096,1.42933826786906,XGBR,optuna,IYR,2020-01-02
55,0.0851615494383757,8,0.6281755010813587,0.7207508153815024,0.3091965663612731,0.00010568230681941293,1.2485562668071393,XGBR,optuna,SPY,2020-01-02
88,0.08103243119288416,9,0.6426357804988451,0.755559771396272,0.23119047676475488,0.12353586416730859,1.0940736503316246,XGBR,optuna,XLU,2020-01-02
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLP,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLY,2019-01-03
0.8,1.5,0.1,25,7,0.05,0,0.7,XGBR,random,XLF,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,XLV,2019-01-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLK,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,IYR,2019-01-03
0.8,1.5,0.1,500,7,0.01,0,0.5,XGBR,random,XLU,2019-01-03
0.6,1.5,0.1,500,3,0.01,0,0.5,XGBR,random,VOX,2019-01-03
