date,Rendimiento,Features,Method,ETF,RMSE,model,hyperparam_method,train_period,val_period
2019-01-03,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLI,0.024897291191593333,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLK,0.022709850965761547,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLB,0.01781304263468609,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLE,0.04831154726008909,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLY,0.018987188458836814,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLF,0.022384660347353334,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLU,0.04987954447698085,XGBR,random,36,12
2019-01-03,1,10,selectkbest,IYR,0.03914094492820512,XGBR,random,36,12
2019-01-03,1,10,selectkbest,VOX,0.021599721486939057,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLP,0.037213449620522705,XGBR,random,36,12
2019-01-03,1,10,selectkbest,XLV,0.018814044275269472,XGBR,random,36,12
2019-02-01,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLI,0.026189303632976287,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLK,0.02272451944204395,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLY,0.01873106166318489,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLB,0.01839399881720322,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLE,0.044198473176648885,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLF,0.02435410825705978,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLP,0.03797648104635329,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLU,0.04680545768808454,XGBR,random,36,12
2019-02-01,1,10,selectkbest,XLV,0.019536541878892484,XGBR,random,36,12
2019-02-01,1,10,selectkbest,IYR,0.041591715444994785,XGBR,random,36,12
2019-02-01,1,10,selectkbest,VOX,0.023034791743099768,XGBR,random,36,12
2019-03-01,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLI,0.027369477384936333,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLK,0.02278198494269984,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLB,0.018086660617024138,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLY,0.017370717305531528,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLF,0.022932533938041146,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLU,0.040289620700375936,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLE,0.04325580929350258,XGBR,random,36,12
2019-03-01,1,10,selectkbest,IYR,0.03288659250944967,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLP,0.036705184857294265,XGBR,random,36,12
2019-03-01,1,10,selectkbest,VOX,0.022388161454093346,XGBR,random,36,12
2019-03-01,1,10,selectkbest,XLV,0.01962370441735892,XGBR,random,36,12
2019-04-01,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLI,0.028659089512183555,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLK,0.023039403372638927,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLY,0.01793385692902876,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLB,0.017513884082271506,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLF,0.03608156636093283,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLE,0.040035630048291644,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLU,0.041277452686239564,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLP,0.03535069335263535,XGBR,random,36,12
2019-04-01,1,10,selectkbest,IYR,0.04981794651436309,XGBR,random,36,12
2019-04-01,1,10,selectkbest,XLV,0.019538456064687137,XGBR,random,36,12
2019-04-01,1,10,selectkbest,VOX,0.021385851023279147,XGBR,random,36,12
2019-05-01,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLI,0.028659741485122663,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLK,0.024063918766559698,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLY,0.01796897248767799,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLB,0.017140234039643026,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLE,0.03714823433618951,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLU,0.03649627501681292,XGBR,random,36,12
2019-05-01,1,10,selectkbest,IYR,0.03075187239336691,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLF,0.03549105844985381,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLP,0.0350698077067049,XGBR,random,36,12
2019-05-01,1,10,selectkbest,XLV,0.025181967363666798,XGBR,random,36,12
2019-05-01,1,10,selectkbest,VOX,0.024746447280586614,XGBR,random,36,12
2019-06-03,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLI,0.027277364902066874,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLK,0.0252374571067874,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLB,0.01772272274088191,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLY,0.018145817102948002,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLF,0.03439786823570516,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLV,0.03115426445941942,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLE,0.03143915042188667,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLU,0.03868541615808285,XGBR,random,36,12
2019-06-03,1,10,selectkbest,XLP,0.03308533601283321,XGBR,random,36,12
2019-06-03,1,10,selectkbest,VOX,0.02525060755629486,XGBR,random,36,12
2019-06-03,1,10,selectkbest,IYR,0.03431852261249374,XGBR,random,36,12
2019-07-01,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLI,0.027274744856624043,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLK,0.02448877588825633,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLB,0.02112345884373431,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLY,0.01800242095091547,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLF,0.03521047404573776,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLV,0.030141668157177497,XGBR,random,36,12
2019-07-01,1,10,selectkbest,IYR,0.037158106814772905,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLE,0.03264099693919355,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLU,0.03650785950479469,XGBR,random,36,12
2019-07-01,1,10,selectkbest,XLP,0.03235268123861887,XGBR,random,36,12
2019-07-01,1,10,selectkbest,VOX,0.020329961193742183,XGBR,random,36,12
2019-08-01,1,10,selectkbest,SPY,0.0,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLI,0.024956792502727518,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLK,0.025041206356816066,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLY,0.016526795218354175,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLB,0.021967956323385968,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLV,0.029460837055343296,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLF,0.03400953454487519,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLE,0.030213043123942518,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLU,0.03682533472459018,XGBR,random,36,12
2019-08-01,1,10,selectkbest,IYR,0.035170474169155065,XGBR,random,36,12
2019-08-01,1,10,selectkbest,XLP,0.030534430359826135,XGBR,random,36,12
2019-08-01,1,10,selectkbest,VOX,0.01893070927197108,XGBR,random,36,12
