n_estimators,learning_rate,num_leaves,feature_fraction,bagging_fraction,max_depth,reg_alpha,reg_lambda,Modelo,Metodo,ETF,date
297,0.033606874311162646,31,0.7275718403189848,0.6007817112043763,10,0.49472527563807056,1.4740644467726156,LGBMR,5,VOX,2022-12-31
238,0.01944743020500014,50,0.7914937619874676,0.7053793463923335,16,0.30691547405821384,1.0181087123861363,LGBMR,5,XLU,2022-12-31
101,0.010101193447253173,31,0.6006280488677035,0.7310902389356314,17,0.3468741140984834,1.4914787656897532,LGBMR,5,IYR,2022-12-31
111,0.01061810249820547,42,0.7059525094529493,0.6767627968038787,13,0.49724396422995265,1.021241629309884,LGBMR,5,VOX,2022-12-31
105,0.010812151671269876,37,0.6438771491892734,0.6016287852482731,14,0.3987889901000352,1.3086117267553545,LGBMR,5,SPY,2022-12-31
150,0.012703206377344178,38,0.7134954233721251,0.7376042161656644,12,0.4953101186038639,1.3538182493506723,LGBMR,5,SPY,2022-12-31
267,0.04461181507883308,36,0.7401552078401054,0.7297142545321504,15,0.49760686705582624,1.344600919499598,LGBMR,5,SPY,2022-12-31
166,0.06890965405545721,49,0.799336838588981,0.6556821342615453,11,0.4973930992120025,1.1874162717103673,LGBMR,5,VOX,2022-12-31
121,0.07546038408261775,37,0.6952152688860093,0.6784873396871112,17,0.49632352969077476,1.1717184807879328,LGBMR,5,SPY,2022-12-31
253,0.08041236584022998,43,0.6728458946682141,0.6502260242820894,16,0.48962838268439524,1.1372814498698485,LGBMR,5,XLE,2023-01-31
298,0.08039395563760761,31,0.7982906233738583,0.6271396556077944,20,0.49893819834508724,1.0397906026695056,LGBMR,5,XLE,2023-01-31
148,0.013342658796016663,35,0.6932717241080973,0.6962759217875326,19,0.46017247605534894,1.091634022645103,LGBMR,5,XLE,2023-01-31
214,0.015919794894965898,42,0.7761989364952021,0.693554851248393,16,0.45714800344322115,1.004083699204398,LGBMR,5,XLB,2023-01-31
218,0.08936727264781798,46,0.6586132768865087,0.6021259614977243,14,0.4936377909344926,1.073580188654216,LGBMR,5,XLB,2023-01-31
290,0.011754308452998269,50,0.7336164164159616,0.7232356831673727,10,0.49743259930209094,1.180512581546983,LGBMR,5,XLB,2023-01-31
200,0.012456570805354825,43,0.7442056256031232,0.6667530898072259,13,0.49970774585781147,1.0089794751552312,LGBMR,5,XLI,2023-01-31
127,0.026700012558657504,41,0.746871768420602,0.6488384255219422,15,0.49754466737624947,1.2224395581701037,LGBMR,5,XLK,2023-01-31
240,0.010009626665905078,42,0.6794560995268342,0.601749952189724,17,0.49862424711240133,1.3206672261773182,LGBMR,5,XLI,2023-01-31
101,0.08810659555065788,50,0.6063357715529397,0.6047791354084361,20,0.4994678340643146,1.012228643776086,LGBMR,5,XLK,2023-01-31
155,0.061172435000629855,39,0.6430353015484601,0.6795966163418049,20,0.4541412665769599,1.1256797549322817,LGBMR,5,XLE,2023-01-31
249,0.010059575933150607,31,0.6091408282496608,0.6671063381459046,13,0.49861836186945746,1.2943217865425707,LGBMR,5,XLI,2023-01-31
233,0.07265036436361631,36,0.7025283544092737,0.74971155650566,10,0.29463508085111134,1.231613350861106,LGBMR,5,XLB,2023-01-31
102,0.011175225288494375,31,0.7197273090384201,0.6503774326053132,12,0.44809942298231054,1.2863403606949106,LGBMR,5,XLI,2023-01-31
300,0.06390574777449909,45,0.7249069818138362,0.7045846410614593,14,0.49983426879004683,1.3230457828589297,LGBMR,5,XLK,2023-01-31
201,0.020252744102724728,31,0.6832252795533924,0.7854740505825653,11,0.4513213274884521,1.129583867306822,LGBMR,5,XLK,2023-01-31
116,0.010959071947267262,33,0.6143604730710992,0.7292891925349124,18,0.473669059494613,1.0189580502396007,LGBMR,5,XLF,2023-01-31
102,0.010098490411585295,42,0.7674781505152359,0.7873288011836747,14,0.4987364219946856,1.3607603888260107,LGBMR,5,XLF,2023-01-31
102,0.012993238701171434,47,0.6829468214446739,0.6394720404659257,17,0.3466832200499553,1.472316154789861,LGBMR,5,XLF,2023-01-31
122,0.08658212088766938,34,0.6150535545653336,0.755333088810195,10,0.13824925880232125,1.3055927829670995,LGBMR,5,XLP,2023-01-31
178,0.010842711341360656,41,0.7239999382860786,0.7492048044335314,14,0.4371140715947577,1.2548925155558173,LGBMR,5,XLP,2023-01-31
256,0.09462258688571704,31,0.6840373894440192,0.7175276527567114,14,0.31659111528675665,1.4288481074782562,LGBMR,5,XLP,2023-01-31
106,0.010658828243976192,31,0.7061800853398388,0.6593803435247964,14,0.3419112993926842,1.0021824828746995,LGBMR,5,XLF,2023-01-31
114,0.010873545930607834,32,0.6543187860436278,0.782224484751479,13,0.36017311294963306,1.4590823547672362,LGBMR,5,XLY,2023-01-31
278,0.09628375671442481,42,0.6461986411521198,0.6474176109595706,11,0.4875245178648534,1.2822388313468875,LGBMR,5,XLY,2023-01-31
151,0.032376745073072574,42,0.7196406089449174,0.6779455964323577,20,0.19351776886018326,1.0021213948130343,LGBMR,5,XLV,2023-01-31
295,0.027992523238763566,31,0.6301216966071211,0.7509137441950282,20,0.499676347202683,1.0938634995248542,LGBMR,5,XLY,2023-01-31
199,0.0397842936356684,35,0.7459928573199635,0.7478708447070831,17,0.2679088036820036,1.4816483648982461,LGBMR,5,XLV,2023-01-31
165,0.010476069891836436,50,0.7949386375894131,0.7934816676156886,13,0.4834660901873057,1.4932441570508395,LGBMR,5,XLV,2023-01-31
129,0.011403178643385473,38,0.6321779784084742,0.7948650836876685,17,0.3552868725710898,1.0171431952806995,LGBMR,5,XLY,2023-01-31
260,0.030464250185310494,48,0.6388805607139978,0.645458419080897,16,0.31495242274009544,1.1240592553007174,LGBMR,5,XLP,2023-01-31
187,0.07966320619800038,48,0.7599569472885286,0.7174297965566914,10,0.24985380139901242,1.4088016499175,LGBMR,5,XLV,2023-01-31
238,0.014404995308436024,35,0.6603980139765323,0.7222472137165525,10,0.18048733052092839,1.4415510446649134,LGBMR,5,XLU,2023-01-31
287,0.012924506421813316,40,0.672973537731027,0.7079361629628984,18,0.2421060092728222,1.1766049261271951,LGBMR,5,XLU,2023-01-31
169,0.042677829208639495,31,0.63852511561174,0.7566737217490246,18,0.33050982437636145,1.298057440457955,LGBMR,5,XLU,2023-01-31
160,0.011022711675525553,31,0.6025344829651358,0.601533642968445,16,0.38779111245762404,1.0004548271513527,LGBMR,5,IYR,2023-01-31
261,0.010067896559162834,46,0.6814648100767464,0.7084068318264403,12,0.49896947802752684,1.1819075154804337,LGBMR,5,IYR,2023-01-31
223,0.02256336957430409,50,0.7736902503784431,0.652460590335137,19,0.31202609460350594,1.2788153538902978,LGBMR,5,XLU,2023-01-31
102,0.03037376697122641,31,0.7985952134185097,0.6002979362119756,20,0.4977388133592084,1.0038370402048191,LGBMR,5,VOX,2023-01-31
206,0.010272193702922415,45,0.7998434671979431,0.7328874067545081,20,0.394059035668853,1.3281884361404017,LGBMR,5,IYR,2023-01-31
168,0.013249309781919853,50,0.6496644072091009,0.6643621748275795,13,0.49287375785750726,1.4937060088934027,LGBMR,5,VOX,2023-01-31
297,0.011966835782506059,34,0.7763578575664855,0.7982739668142133,10,0.49307282564855237,1.4906841254494996,LGBMR,5,VOX,2023-01-31
154,0.010116900818444189,44,0.7272147034284441,0.7432585803001303,11,0.4766557388054322,1.4540881641759278,LGBMR,5,SPY,2023-01-31
223,0.010291853456379028,39,0.6704562536966043,0.6022125843137369,14,0.4900821538652761,1.1695788087664125,LGBMR,5,SPY,2023-01-31
100,0.010716923379588891,36,0.602227397404898,0.7409302818292611,11,0.48094218931011995,1.0195276186728293,LGBMR,5,IYR,2023-01-31
119,0.09874139703448451,44,0.7561959623116662,0.7158317960533543,10,0.49793370176249047,1.4919963886409935,LGBMR,5,VOX,2023-01-31
167,0.01021308258629307,38,0.7996138887104771,0.666265854498757,14,0.49578960324101995,1.0101238337041334,LGBMR,5,SPY,2023-01-31
235,0.08230365487679904,40,0.6013858770888691,0.763857486888346,12,0.4971434138310969,1.34179310630449,LGBMR,5,SPY,2023-01-31
105,0.010148519187899451,50,0.7999972770772092,0.7723692723362816,20,0.4966943742008522,1.004848721849183,LGBMR,5,XLE,2023-02-28
101,0.010771142609139958,50,0.7944991459117836,0.7935246377233108,10,0.3263579320311878,1.4840136268673272,LGBMR,5,XLE,2023-02-28
102,0.010199995949115317,50,0.7314695559060831,0.7903937960531504,10,0.487162327654409,1.2084188395149655,LGBMR,5,XLE,2023-02-28
177,0.012999044370074611,46,0.6317575582874363,0.7201140226797463,12,0.495689937987955,1.4886677924097036,LGBMR,5,XLB,2023-02-28
218,0.010933070478803911,31,0.6463395423013788,0.7446227091587494,17,0.4968021558065437,1.4845904100488276,LGBMR,5,XLB,2023-02-28
188,0.011911657106300017,40,0.7227300402215625,0.7246832203183876,10,0.42586419508527196,1.435677850260081,LGBMR,5,XLB,2023-02-28
101,0.011079927691179377,39,0.7695918653661741,0.7510969575996753,18,0.12047925354500146,1.1558208174471947,LGBMR,5,XLI,2023-02-28
183,0.011884267358098262,50,0.6391319427440557,0.6820822401954545,10,0.49954132890905295,1.4125056712497008,LGBMR,5,XLI,2023-02-28
292,0.010913959516091476,36,0.6584510990616778,0.6668082395813468,10,0.4993157271795467,1.333448365119916,LGBMR,5,XLI,2023-02-28
156,0.06849250979704015,41,0.7975885282674107,0.713988029137253,14,0.4196717907160884,1.2606935889681998,LGBMR,5,XLE,2023-02-28
203,0.07160042985234866,37,0.6491146682149032,0.7993390322915261,17,0.49922884428025216,1.1852949097905376,LGBMR,5,XLK,2023-02-28
134,0.019511200726046778,37,0.7225019212346663,0.6000358449895149,17,0.3592535282296001,1.0563073586901899,LGBMR,5,XLK,2023-02-28
113,0.08669752272538353,38,0.6015646863444608,0.6340647159528495,15,0.498717461271226,1.295678344206637,LGBMR,5,XLK,2023-02-28
120,0.03178083088892181,45,0.6992378262001061,0.7612046285543287,16,0.4528313151717336,1.4181603299716625,LGBMR,5,XLI,2023-02-28
104,0.06349795181684927,48,0.6556080641233536,0.7425365183815572,16,0.323709222172178,1.2356437504623852,LGBMR,5,XLB,2023-02-28
164,0.01066541500860258,31,0.6388832504217353,0.7519723050465188,14,0.49013038639698914,1.3556031559922876,LGBMR,5,XLF,2023-02-28
157,0.011330065848505893,50,0.6053680118474781,0.7962769318980267,10,0.38389978219456805,1.3383363084409148,LGBMR,5,XLF,2023-02-28
300,0.03627664659180321,31,0.6034214337021025,0.7511470249449981,20,0.48740057590228847,1.0031067710027588,LGBMR,5,XLK,2023-02-28
103,0.0982671033300401,50,0.602215804326041,0.7039532733703017,10,0.49619340658801725,1.0050971179353214,LGBMR,5,XLF,2023-02-28
135,0.09550269315101521,42,0.7404607498494562,0.7511507265362348,19,0.3210603206509969,1.498217225122406,LGBMR,5,XLP,2023-02-28
181,0.018248420460377154,38,0.7611562497940809,0.6865947389389406,19,0.2680688248914822,1.1649858644883258,LGBMR,5,XLP,2023-02-28
146,0.010008879344044113,45,0.799459879735587,0.6021302119099857,13,0.4208031107974508,1.1627450524155512,LGBMR,5,XLP,2023-02-28
100,0.043251014332708726,50,0.7411300279210621,0.6021394213998134,12,0.49705121388702345,1.019668023637567,LGBMR,5,XLY,2023-02-28
132,0.025765255853190925,41,0.722666781240695,0.7545182791057775,17,0.49928096296053587,1.1166251645389627,LGBMR,5,XLY,2023-02-28
266,0.013143343933670636,43,0.6563599909967606,0.685358474303981,14,0.49977378301803255,1.3275651760797829,LGBMR,5,XLF,2023-02-28
102,0.013382674213184193,42,0.7029102704640005,0.6069055008618541,10,0.49901135139887637,1.416911844605832,LGBMR,5,XLY,2023-02-28
156,0.0805636240059107,46,0.7783087774585511,0.7997287382792024,16,0.17091459777724213,1.3381276650984946,LGBMR,5,XLV,2023-02-28
138,0.010474469232742003,42,0.6019303316694379,0.6590676301850805,16,0.49382401594858544,1.0040120145304545,LGBMR,5,XLV,2023-02-28
296,0.05437809176752106,31,0.7947134302653964,0.7313226024215577,12,0.37205075349158995,1.016611386023125,LGBMR,5,XLV,2023-02-28
240,0.06544667389933004,35,0.6834914087164838,0.6291124191317179,13,0.3292892448412802,1.0804706843636234,LGBMR,5,XLP,2023-02-28
114,0.012183184581526956,46,0.6977802014470463,0.628417069043903,16,0.297903922250096,1.2264944888799543,LGBMR,5,XLY,2023-02-28
180,0.0803867647281481,42,0.7137036518684048,0.6630092168674642,13,0.3360101774988802,1.398919898380133,LGBMR,5,XLU,2023-02-28
262,0.056979203017490175,37,0.7854234554234086,0.7123343000270628,12,0.2125852230169241,1.2922331684787187,LGBMR,5,XLV,2023-02-28
279,0.08692895514766376,34,0.6168816887537888,0.6027624124675369,11,0.24566030226552726,1.1977459281158347,LGBMR,5,XLU,2023-02-28
219,0.08063321837139682,40,0.7470595979189508,0.6563844317869932,15,0.34023256594685475,1.4128722019226063,LGBMR,5,XLU,2023-02-28
100,0.012104127497761796,31,0.6032115498420736,0.6071818034138786,10,0.365520538201911,1.322857640114451,LGBMR,5,IYR,2023-02-28
110,0.05611976159178813,42,0.7187784240195095,0.6413616119440326,11,0.3553159043265277,1.0273121153472897,LGBMR,5,XLU,2023-02-28
114,0.044570464756691706,35,0.7979534365355111,0.7882150771732004,17,0.4930400042061221,1.300190823028089,LGBMR,5,IYR,2023-02-28
145,0.01077786898221438,43,0.7773056490896272,0.6281402578391762,13,0.48882028008978773,1.4860961641835073,LGBMR,5,VOX,2023-02-28
243,0.010080896194037325,44,0.6687077131622021,0.7110388850428185,10,0.3644436718851507,1.0280911632458665,LGBMR,5,IYR,2023-02-28
248,0.010957480953960836,31,0.6065493157172541,0.6584074441399287,20,0.49620127111298323,1.465440577700267,LGBMR,5,VOX,2023-02-28
101,0.03302344335682654,38,0.7620080488858559,0.6329150646720761,18,0.4939204109004071,1.4009626856385586,LGBMR,5,SPY,2023-02-28
111,0.011479482320655451,43,0.7035903243370307,0.600599402197762,18,0.36534016229058386,1.3291625989175015,LGBMR,5,IYR,2023-02-28
115,0.09641175778231657,38,0.7431501507863788,0.644224046735638,17,0.3345525343547685,1.496221181034824,LGBMR,5,SPY,2023-02-28
250,0.0415935322109642,31,0.6974150995003343,0.7525539518328671,13,0.4995244290044263,1.330696291810114,LGBMR,5,VOX,2023-02-28
145,0.06654469593074347,32,0.6013403090525814,0.6105623228151127,14,0.4856429658019792,1.1319325900366524,LGBMR,5,SPY,2023-02-28
203,0.01130909007547491,31,0.6017241738787444,0.6034873857741178,11,0.49686946133958615,1.1757095883631052,LGBMR,5,SPY,2023-02-28
196,0.010522735337596147,47,0.6065577919839075,0.7288592676642022,13,0.49786836294051395,1.3620818924279399,LGBMR,5,VOX,2023-02-28
102,0.013217587236815074,50,0.7413089978378419,0.7565767364053759,19,0.4943894967213045,1.009075446558281,LGBMR,5,XLE,2023-03-31
102,0.024153806955253793,31,0.6434539223940451,0.6663933726982548,10,0.48998503217608363,1.0139482650841867,LGBMR,5,XLE,2023-03-31
152,0.010437771786979654,38,0.7968453442446105,0.6053111229852327,10,0.37292330116071104,1.2988020623972583,LGBMR,5,XLE,2023-03-31
113,0.017499216312432682,39,0.724559076494094,0.796288001398569,16,0.45973661776434227,1.1741769018862362,LGBMR,5,XLB,2023-03-31
105,0.0678052412063163,39,0.6625527115719148,0.7507845479222132,13,0.49588824568332235,1.3283146304723301,LGBMR,5,XLB,2023-03-31
170,0.03169853322737172,44,0.753757901068939,0.7800427543535504,10,0.4926085584375654,1.259840156735408,LGBMR,5,XLB,2023-03-31
145,0.010187343978296402,50,0.7419828788395713,0.604722502015938,20,0.49775334152735434,1.1602149322254767,LGBMR,5,XLI,2023-03-31
173,0.012056354822171208,48,0.6975305788884024,0.7501586686791472,16,0.44348499526970425,1.2952476577827072,LGBMR,5,XLI,2023-03-31
198,0.010292084302636591,47,0.6309215072740103,0.7987247660483873,10,0.4987033374028386,1.112009360146914,LGBMR,5,XLE,2023-03-31
249,0.020847285590562897,36,0.6286088380413107,0.720646364122235,13,0.48944951699590533,1.0969808584397036,LGBMR,5,XLI,2023-03-31
108,0.01303156848779529,49,0.7657982935949361,0.6988374059208984,16,0.41189299967151805,1.1597808415852628,LGBMR,5,XLK,2023-03-31
149,0.041959299208417594,34,0.7690581593193324,0.747326263057341,17,0.49994940158161894,1.3707722628348373,LGBMR,5,XLK,2023-03-31
165,0.08040562237072281,37,0.6018472702683019,0.6766725454726344,17,0.45220818855802014,1.4442114563243285,LGBMR,5,XLB,2023-03-31
275,0.029219270447477068,46,0.7182553076492516,0.673970732999623,16,0.4976810512959759,1.169354240370494,LGBMR,5,XLK,2023-03-31
179,0.03648096271201684,36,0.6847129177398048,0.7340639934321297,14,0.4978924255308097,1.2780889653227567,LGBMR,5,XLI,2023-03-31
100,0.01164837650488447,50,0.6790188140477775,0.6883474415572953,10,0.4943291381146911,1.2998376129634217,LGBMR,5,XLK,2023-03-31
121,0.0600031813553111,31,0.6717408338487998,0.7351260331108751,20,0.497851397775072,1.1372681503341668,LGBMR,5,XLF,2023-03-31
172,0.01012097025930394,50,0.7991321551614264,0.7959404444264753,20,0.4994062188773133,1.1349917117332535,LGBMR,5,XLF,2023-03-31
124,0.023738731328818218,37,0.675100626781615,0.7699965137029656,19,0.45276365463687196,1.183257609037387,LGBMR,5,XLF,2023-03-31
159,0.08102559156150303,44,0.6008126644862269,0.6246932726933992,20,0.3204101510136834,1.1170883000229677,LGBMR,5,XLP,2023-03-31
228,0.06673766734081098,34,0.7001180660707448,0.7485083066420131,14,0.3074619650825329,1.2520668975755278,LGBMR,5,XLP,2023-03-31
103,0.010946607307455924,31,0.7368507595263557,0.6285777785827309,11,0.34471995510519415,1.1048977084691953,LGBMR,5,XLP,2023-03-31
103,0.011000814767586601,37,0.6014892607680435,0.6003313911478966,20,0.49395179804719136,1.4761020652181425,LGBMR,5,XLY,2023-03-31
105,0.012545500602379883,50,0.6540640953085196,0.7504320511915189,20,0.48584736141377843,1.3155545379125515,LGBMR,5,XLY,2023-03-31
161,0.01637129485651921,35,0.6379413366297866,0.6987762217574695,20,0.34074260672679496,1.1986742790507565,LGBMR,5,XLF,2023-03-31
217,0.011975512352310138,32,0.7215843078613335,0.6733926436020792,12,0.4887751563676742,1.4906918671468,LGBMR,5,XLY,2023-03-31
179,0.08769469483432957,39,0.6309120995371044,0.7681968728884313,19,0.2511142301624678,1.205547051386782,LGBMR,5,XLV,2023-03-31
246,0.07596728321811419,34,0.721050144587777,0.7544827547449239,20,0.2015931543809245,1.0009035867583922,LGBMR,5,XLV,2023-03-31
176,0.021135227349504626,50,0.715016575293145,0.7438129276085345,14,0.3092152911130051,1.4824700524550247,LGBMR,5,XLV,2023-03-31
299,0.06952159298871421,41,0.6739096556520763,0.6811853063393868,12,0.3407500770315758,1.0751522417880781,LGBMR,5,XLP,2023-03-31
200,0.01108485848169008,42,0.7010044674099712,0.7011141044598231,20,0.3695513335375581,1.2222580589123246,LGBMR,5,XLY,2023-03-31
129,0.08990438380263381,44,0.797807542160889,0.6141396822839075,17,0.26293153177480094,1.1109815725640384,LGBMR,5,XLU,2023-03-31
231,0.0193755282834465,42,0.7592329843014165,0.7362627672386488,18,0.3346551465966777,1.201245826183531,LGBMR,5,XLU,2023-03-31
219,0.06450863759914215,33,0.6120730996231194,0.7669972822249213,17,0.19328807712444745,1.2090132821696902,LGBMR,5,XLV,2023-03-31
160,0.06975653246573683,31,0.6780535161702104,0.6035001141605552,15,0.28086974359461997,1.1344072491791528,LGBMR,5,XLU,2023-03-31
175,0.010830466044741357,44,0.7634277332697322,0.7046633196973457,14,0.39278701554565687,1.4350440224439323,LGBMR,5,IYR,2023-03-31
171,0.010958295778665583,50,0.6002737995365697,0.6004925659454851,20,0.4987250257079478,1.180115971551257,LGBMR,5,IYR,2023-03-31
164,0.054794026715201526,38,0.7128559351643071,0.6524742488959427,13,0.3119302297783211,1.2017985109626095,LGBMR,5,XLU,2023-03-31
102,0.01188077684761919,43,0.6023895420123018,0.6179322841914827,20,0.49976250608880785,1.0301697012266189,LGBMR,5,IYR,2023-03-31
104,0.01679137769392902,50,0.7228171780827475,0.7189384427008141,13,0.4801875316736401,1.1066052452425137,LGBMR,5,VOX,2023-03-31
169,0.02141989326067214,50,0.6510352089058485,0.6018520883902028,14,0.4874266562520915,1.4838072441219432,LGBMR,5,VOX,2023-03-31
155,0.051213374254128995,31,0.7089390629690722,0.7098936227167671,11,0.4616689399347321,1.370448904458026,LGBMR,5,SPY,2023-03-31
132,0.03512852250761117,45,0.6805906446473978,0.7984014723860046,17,0.4945142283761883,1.2805331928905734,LGBMR,5,VOX,2023-03-31
100,0.010229144094614376,37,0.6669168192986409,0.7310904083908728,17,0.3935943552421544,1.0012369042961389,LGBMR,5,IYR,2023-03-31
142,0.08325630993305629,37,0.6576910207245144,0.7649064827800787,20,0.3312159694003717,1.2729423690404773,LGBMR,5,SPY,2023-03-31
233,0.09819188003074242,36,0.6668829079827944,0.7638647250920986,12,0.4999531354985822,1.2486593197831655,LGBMR,5,SPY,2023-03-31
295,0.0775717206005839,37,0.7484594626740505,0.6544264524138101,14,0.4927261701684486,1.0036532496715556,LGBMR,5,VOX,2023-03-31
149,0.07178161805320583,41,0.608276870163839,0.744439043452879,14,0.4863402292846017,1.2245938940035082,LGBMR,5,SPY,2023-03-31
230,0.010472529515531077,31,0.7385014547557661,0.6030536086973634,20,0.4997615006912629,1.1652481230130336,LGBMR,5,XLE,2023-04-30
276,0.042462722455782954,34,0.7987354122534894,0.6248389542124776,20,0.49906369528039785,1.1679336110355685,LGBMR,5,XLE,2023-04-30
137,0.011829605420074708,31,0.6664023455817242,0.7605449246807596,10,0.4205930444526827,1.3476536094993556,LGBMR,5,XLE,2023-04-30
153,0.014968338304730133,48,0.6855948963262702,0.614449690824635,11,0.3977444829159281,1.1335090852641643,LGBMR,5,XLB,2023-04-30
161,0.010594689454625092,50,0.6028346337901749,0.661647847489321,11,0.498967495732945,1.3682307070213842,LGBMR,5,XLB,2023-04-30
120,0.013282422163018313,50,0.6131956624642234,0.7738450524408041,15,0.4509263189518966,1.0546910204312727,LGBMR,5,XLB,2023-04-30
109,0.015103722833784895,31,0.79527434925224,0.7273665697893009,15,0.39673819801748744,1.4969794906204679,LGBMR,5,XLE,2023-04-30
