n_estimators,learning_rate,num_leaves,feature_fraction,bagging_fraction,max_depth,reg_alpha,reg_lambda,Modelo,Metodo,ETF,date
103,0.04870794480979821,34,0.7033343762178389,0.7249825250641683,12,0.11650554397581095,1.2847809028939268,LGBMR,5,XLE,2018-12-31
144,14,3,3,log2,RFR,5,XLF,2019-08-31
69,20,2,3,sqrt,RFR,5,XLP,2019-08-31
52,10,5,3,sqrt,RFR,5,XLV,2019-08-31
52,12,2,1,sqrt,RFR,5,XLY,2019-08-31
55,14,3,3,log2,RFR,5,XLP,2019-08-31
94,27,5,1,log2,RFR,5,XLY,2019-08-31
111,21,3,3,log2,RFR,5,XLU,2019-08-31
107,21,5,3,log2,RFR,5,XLV,2019-08-31
73,15,3,3,sqrt,RFR,5,XLY,2019-08-31
80,23,3,3,log2,RFR,5,IYR,2019-08-31
86,10,3,1,sqrt,RFR,5,VOX,2019-08-31
123,27,2,3,sqrt,RFR,5,XLU,2019-08-31
136,27,6,3,log2,RFR,5,IYR,2019-08-31
197,11,5,3,log2,RFR,5,XLV,2019-08-31
59,16,2,3,log2,RFR,5,IYR,2019-08-31
105,30,3,3,sqrt,RFR,5,VOX,2019-08-31
172,11,2,1,sqrt,RFR,5,VOX,2019-08-31
196,17,5,3,log2,RFR,5,XLU,2019-08-31
122,14,5,3,sqrt,RFR,5,SPY,2019-08-31
172,20,3,1,sqrt,RFR,5,SPY,2019-08-31
53,30,6,2,log2,RFR,5,SPY,2019-08-31
135,19,3,1,sqrt,RFR,5,XLE,2019-09-30
108,23,2,1,log2,RFR,5,XLB,2019-09-30
158,11,5,3,log2,RFR,5,XLE,2019-09-30
58,14,3,1,log2,RFR,5,XLK,2019-09-30
59,12,6,1,sqrt,RFR,5,XLK,2019-09-30
140,16,4,3,log2,RFR,5,XLB,2019-09-30
105,11,2,3,log2,RFR,5,XLI,2019-09-30
119,14,6,3,sqrt,RFR,5,XLI,2019-09-30
98,16,5,2,log2,RFR,5,XLF,2019-09-30
91,25,5,3,sqrt,RFR,5,XLE,2019-09-30
139,23,3,3,log2,RFR,5,XLB,2019-09-30
178,11,2,1,log2,RFR,5,XLF,2019-09-30
56,15,2,3,log2,RFR,5,XLK,2019-09-30
127,27,4,3,sqrt,RFR,5,XLI,2019-09-30
200,11,2,3,sqrt,RFR,5,XLP,2019-09-30
159,29,6,2,log2,RFR,5,XLF,2019-09-30
51,20,3,1,log2,RFR,5,XLY,2019-09-30
72,28,5,3,sqrt,RFR,5,XLV,2019-09-30
100,16,6,2,log2,RFR,5,XLY,2019-09-30
51,13,6,2,sqrt,RFR,5,XLU,2019-09-30
109,16,3,3,sqrt,RFR,5,XLV,2019-09-30
50,14,6,1,log2,RFR,5,XLY,2019-09-30
183,30,6,1,log2,RFR,5,XLP,2019-09-30
52,26,4,3,log2,RFR,5,XLP,2019-09-30
61,12,6,3,log2,RFR,5,XLV,2019-09-30
134,16,5,2,sqrt,RFR,5,IYR,2019-09-30
74,16,4,2,log2,RFR,5,IYR,2019-09-30
177,30,3,2,log2,RFR,5,XLU,2019-09-30
107,27,5,3,log2,RFR,5,VOX,2019-09-30
72,13,6,2,sqrt,RFR,5,VOX,2019-09-30
68,17,3,2,sqrt,RFR,5,SPY,2019-09-30
192,12,3,3,sqrt,RFR,5,XLU,2019-09-30
56,18,5,2,log2,RFR,5,SPY,2019-09-30
121,13,6,3,log2,RFR,5,IYR,2019-09-30
51,18,4,3,sqrt,RFR,5,VOX,2019-09-30
50,22,3,3,sqrt,RFR,5,SPY,2019-09-30
124,15,3,3,log2,RFR,5,XLE,2019-10-31
103,13,6,3,sqrt,RFR,5,XLB,2019-10-31
150,13,6,1,log2,RFR,5,XLE,2019-10-31
156,22,5,1,sqrt,RFR,5,XLB,2019-10-31
51,21,4,1,log2,RFR,5,XLP,2019-10-31
109,13,5,2,sqrt,RFR,5,XLF,2019-10-31
181,17,5,1,sqrt,RFR,5,XLF,2019-10-31
70,30,2,1,sqrt,RFR,5,XLK,2019-10-31
172,25,5,1,sqrt,RFR,5,XLI,2019-10-31
179,26,3,2,log2,RFR,5,XLI,2019-10-31
165,18,2,1,sqrt,RFR,5,XLK,2019-10-31
52,27,5,3,sqrt,RFR,5,XLK,2019-10-31
153,17,2,3,sqrt,RFR,5,XLE,2019-10-31
64,20,4,3,log2,RFR,5,XLI,2019-10-31
136,13,5,3,log2,RFR,5,XLB,2019-10-31
159,12,6,3,log2,RFR,5,XLF,2019-10-31
177,10,6,1,log2,RFR,5,XLP,2019-10-31
100,22,2,1,log2,RFR,5,XLY,2019-10-31
84,18,3,3,sqrt,RFR,5,XLY,2019-10-31
100,12,4,3,sqrt,RFR,5,XLV,2019-10-31
68,30,4,2,log2,RFR,5,XLV,2019-10-31
63,25,4,2,sqrt,RFR,5,XLU,2019-10-31
50,24,5,3,log2,RFR,5,IYR,2019-10-31
117,30,3,2,log2,RFR,5,XLU,2019-10-31
136,22,3,3,sqrt,RFR,5,XLP,2019-10-31
81,27,5,2,log2,RFR,5,XLY,2019-10-31
128,22,6,2,sqrt,RFR,5,IYR,2019-10-31
184,19,4,3,log2,RFR,5,VOX,2019-10-31
69,12,4,3,sqrt,RFR,5,XLV,2019-10-31
62,15,6,2,sqrt,RFR,5,VOX,2019-10-31
105,20,3,3,log2,RFR,5,IYR,2019-10-31
198,14,6,1,log2,RFR,5,XLU,2019-10-31
102,17,2,3,sqrt,RFR,5,SPY,2019-10-31
136,17,3,1,sqrt,RFR,5,SPY,2019-10-31
101,10,2,3,sqrt,RFR,5,VOX,2019-10-31
139,16,6,2,log2,RFR,5,SPY,2019-10-31
54,18,5,2,sqrt,RFR,5,XLE,2019-11-30
181,16,6,1,sqrt,RFR,5,XLE,2019-11-30
152,16,6,1,log2,RFR,5,XLB,2019-11-30
139,10,3,3,sqrt,RFR,5,XLI,2019-11-30
157,24,2,3,log2,RFR,5,XLB,2019-11-30
77,21,5,2,log2,RFR,5,XLF,2019-11-30
161,27,6,1,sqrt,RFR,5,XLK,2019-11-30
200,12,6,3,sqrt,RFR,5,XLI,2019-11-30
56,30,2,2,sqrt,RFR,5,XLF,2019-11-30
54,23,4,1,log2,RFR,5,XLE,2019-11-30
166,19,4,2,log2,RFR,5,XLK,2019-11-30
131,30,4,3,sqrt,RFR,5,XLB,2019-11-30
196,29,3,3,log2,RFR,5,XLP,2019-11-30
173,23,2,3,sqrt,RFR,5,XLI,2019-11-30
200,30,4,3,log2,RFR,5,XLK,2019-11-30
120,10,3,3,log2,RFR,5,XLF,2019-11-30
53,29,4,3,log2,RFR,5,XLU,2019-11-30
145,25,5,2,log2,RFR,5,XLY,2019-11-30
52,19,2,2,sqrt,RFR,5,XLV,2019-11-30
50,16,3,2,sqrt,RFR,5,XLY,2019-11-30
194,23,6,2,sqrt,RFR,5,XLP,2019-11-30
92,21,3,3,log2,RFR,5,IYR,2019-11-30
111,17,3,2,log2,RFR,5,XLV,2019-11-30
197,30,2,2,log2,RFR,5,XLY,2019-11-30
135,17,4,2,sqrt,RFR,5,XLU,2019-11-30
151,17,3,2,sqrt,RFR,5,XLV,2019-11-30
192,13,3,1,log2,RFR,5,XLP,2019-11-30
191,19,3,2,log2,RFR,5,IYR,2019-11-30
168,24,3,3,sqrt,RFR,5,VOX,2019-11-30
181,20,3,3,log2,RFR,5,XLU,2019-11-30
184,24,2,3,log2,RFR,5,VOX,2019-11-30
135,24,5,3,sqrt,RFR,5,IYR,2019-11-30
160,26,5,3,sqrt,RFR,5,SPY,2019-11-30
142,17,3,2,sqrt,RFR,5,SPY,2019-11-30
57,19,6,2,sqrt,RFR,5,SPY,2019-11-30
169,10,5,3,sqrt,RFR,5,VOX,2019-11-30
91,26,5,3,log2,RFR,5,XLE,2019-12-31
94,22,3,2,log2,RFR,5,XLE,2019-12-31
52,18,2,1,sqrt,RFR,5,XLK,2019-12-31
147,12,6,3,log2,RFR,5,XLB,2019-12-31
158,26,5,2,sqrt,RFR,5,XLB,2019-12-31
151,14,6,3,log2,RFR,5,XLI,2019-12-31
74,23,4,3,sqrt,RFR,5,XLE,2019-12-31
