date,ETF,Predict_rend,TB3MS,Alfa,Accion,All,Inversion,open,high,low,close,volume,dividend,split,shares_owned,capital,valor_final
2021-01-04,XLB,0.0074912775,0.09,-0.0016485704109072685,-1,0,0.0,68.41302543740937,68.75963652513958,66.78303063931486,67.16710662841797,9133000,0.0,0.0,0,0,0.0
2021-01-04,XLE,0.00086857274,0.09,-0.008271275204606354,-1,0,0.0,33.61444496567991,33.89500344475902,32.88674411121035,33.281280517578125,33858800,0.0,0.0,0,0,0.0
2021-01-04,XLF,0.0024089974,0.09,-0.006730850553140044,-1,0,0.0,27.84511475012225,27.85452527797985,27.12993078681689,27.36518859863281,47086300,0.0,0.0,0,0,0.0
2021-01-04,XLI,0.007941036,0.09,-0.0011988123878836632,-1,0,0.0,84.23889116132104,84.31489637865519,81.63551855827305,82.10108947753906,16200700,0.0,0.0,0,0,0.0
2021-01-04,XLK,0.012650107,0.09,0.0035102590918540955,1,0,0.7838756436182667,127.11654612387294,127.14574172435158,122.79762328224774,124.41236114501952,10508600,0.0,0.0,288,0,35830.76000976562
2021-01-04,XLP,0.008206731,0.09,-0.0009331172332167625,-1,0,0.0,61.98465494235852,62.00304648729385,60.60558367361493,61.34109115600586,12992600,0.0,0.0,0,0,0.0
2021-01-04,XLU,0.00721143,0.09,-0.001928417943418026,-1,0,0.0,56.76991603155111,56.76991603155111,54.92609055556535,55.242431640625,12630300,0.0,0.0,0,0,0.0
2021-01-04,XLV,0.009134077,0.09,-5.77140599489212e-06,-1,0,0.0,108.294073751796,108.31309679543388,105.65994811084671,107.4096908569336,12911800,0.0,0.0,0,0,0.0
2021-01-04,XLY,0.010708332,0.09,0.0015684841200709343,1,0,0.21612435638173336,157.7019237759145,157.80915154201574,153.47132804819736,155.4014129638672,9060200,0.0,0.0,560,0,87024.79125976562
2021-02-01,IYR,0.004650799,0.08,-0.0043796698562800895,-1,0,0.0,78.8780167134216,80.3583017547631,78.03214155114203,80.30313110351562,13611800,0.0,0.0,0,0,0.0
2021-02-01,SPY,0.008209517,0.08,-0.0008209517225623141,-1,0,0.0,356.375644900963,359.8276359376005,353.19065789198646,358.7691650390625,75817600,0.0,0.0,0,0,0.0
2021-02-01,VOX,0.005870776,0.08,-0.0031596931628882895,-1,0,0.0,117.45772257337204,118.96011428803416,116.39151267669712,118.63055419921876,99300,0.0,0.0,0,0,0.0
2021-02-01,XLB,0.007320516,0.08,-0.001709953136742116,-1,0,0.0,66.85796835883924,67.07342368296295,65.87434683565708,66.95164489746094,8006000,0.0,0.0,0,0,0.0
2021-02-01,XLE,0.0010604729,0.08,-0.007969996030442418,-1,0,0.0,34.894488962151094,35.06983882518109,34.140486892286425,34.719139099121094,30510700,0.0,0.0,0,0,0.0
2021-02-01,XLF,0.0022964748,0.08,-0.006733994185924531,-1,0,0.0,27.543983424737583,27.6380869029266,27.30872562670233,27.60044479370117,41947400,0.0,0.0,0,0,0.0
2021-02-01,XLI,0.007665205,0.08,-0.0013652641326189052,-1,0,0.0,81.34096868637488,81.60700503465937,80.70438067455889,81.37897491455078,11318700,0.0,0.0,0,0,0.0
2021-02-01,XLK,0.012538384,0.08,0.0035079147666692723,1,0,0.12508720016057037,126.902512357322,129.17869968602992,125.9686839225524,128.55615234375,5616300,0.0,0.0,288,0,37024.171875
2021-02-01,XLP,0.007889987,0.08,-0.0011404819786548625,-1,0,0.0,59.17134823805736,59.30006098758258,58.78520648232232,58.97827911376953,13283300,0.0,0.0,0,0,0.0
2021-02-01,XLU,0.007124716,0.08,-0.0019057529978454123,-1,0,0.0,56.53491266243655,56.95067618574054,55.97453558981556,56.44453048706055,8054700,0.0,0.0,0,0,0.0
2021-02-01,XLV,0.009157103,0.08,0.00012663360685109988,1,0,0.4719779678265532,110.28157351050564,110.642931573759,109.63492780167536,109.80609893798828,10105300,0.0,0.0,0,0,0.0
2021-02-01,XLY,0.010693008,0.08,0.0016625391319394101,1,0,0.40293483201287633,159.75874567915193,162.20546955228045,158.78395315810658,162.03001403808594,3251300,0.0,0.0,560,0,90736.80786132812
2021-03-01,IYR,0.0047395867,0.04,-0.004387346934527159,-1,0,0.0,81.14902022387145,81.90295371818692,80.45025037081889,80.51461029052734,12062500,0.0,0.0,0,0,0.0
2021-03-01,SPY,0.008297212,0.04,-0.0008297212421894077,-1,0,0.0,367.6947882393537,372.7774395627165,362.90777660814825,371.4996032714844,105348800,0.0,0.0,0,0,0.0
2021-03-01,VOX,0.006142331,0.04,-0.0029846028424799446,-1,0,0.0,126.48175458162832,128.02291113101097,125.8807890140666,127.79998016357422,350000,0.0,0.0,0,0,0.0
2021-03-01,XLB,0.007468334,0.04,-0.0016585997305810455,-1,0,0.0,69.8088147919066,71.01726137067892,69.8088147919066,70.6425552368164,7508000,0.0,0.0,0,0,0.0
2021-03-01,XLE,0.0019354062,0.04,-0.007191527425311506,-1,0,0.0,43.3287769378702,43.90743239139639,43.01315125120122,43.31124496459961,34695800,0.0,0.0,0,0,0.0
2021-03-01,XLF,0.002770546,0.04,-0.00635638777166605,-1,0,0.0,30.92228626267346,31.543366720248645,30.92228626267346,31.355159759521484,67590700,0.0,0.0,0,0,0.0
2021-03-01,XLI,0.00792574,0.04,-0.0012011932209134105,-1,0,0.0,87.34582540203644,88.95155430104717,87.22231058247704,88.29595947265625,11494000,0.0,0.0,0,0,0.0
2021-03-01,XLK,0.0125473775,0.04,0.0034204438328742977,1,0,0.3179785390556613,129.28573998718576,131.2992863612197,128.46864913519238,131.22146606445312,12386900,0.0,0.0,288,0,37791.7822265625
2021-03-01,XLP,0.007805216,0.04,-0.0013217175379395488,-1,0,0.0,58.61053236207504,59.26329195921274,58.59214432321991,58.78521347045898,11263900,0.0,0.0,0,0,0.0
2021-03-01,XLU,0.006821713,0.04,-0.0023052207194268707,-1,0,0.0,53.41667934829006,54.51935981687514,53.40764250989498,53.91379165649414,15713700,0.0,0.0,0,0,0.0
2021-03-01,XLV,0.009029083,0.04,-9.785071015358006e-05,-1,0,0.0,107.9612584998071,108.98828534836215,107.93273118543053,108.48428344726562,7361800,0.0,0.0,0,0,0.0
2021-03-01,XLY,0.010628408,0.04,0.0015014741569757458,1,0,0.6820214609443387,159.03737739595263,161.05520484523245,158.73519412557397,160.7725067138672,4348800,0.0,0.0,560,0,90032.60375976562
2021-04-01,IYR,0.005061494,0.03,-0.004314062371850015,-1,0,0.0,85.42083177797109,86.50187960683355,85.01429068483212,86.46492004394531,15804700,0.0,0.0,0,0,0.0
2021-04-01,SPY,0.008523233,0.03,-0.0008523233234882365,-1,0,0.0,381.1545622220252,383.3263200381005,380.94408413404807,383.2688903808594,99682900,0.0,0.0,0,0,0.0
2021-04-01,VOX,0.006191776,0.03,-0.003183780424296857,-1,0,0.0,127.26002538877424,128.66765872161315,127.26002538877424,128.58029174804688,132600,0.0,0.0,0,0,0.0
2021-04-01,XLB,0.007880523,0.03,-0.0014950336888432513,-1,0,0.0,74.2522432226051,74.835501737237,73.80068708591567,74.779052734375,7162900,0.0,0.0,0,0,0.0
2021-04-01,XLE,0.002108697,0.03,-0.00726685947738588,-1,0,0.0,43.66446290567777,44.59481640486634,43.43409181502559,44.57709503173828,32519800,0.0,0.0,0,0,0.0
2021-04-01,XLF,0.0031088053,0.03,-0.006266751280054451,-1,0,0.0,32.136873369319346,32.58111953735352,32.136873369319346,32.58111953735352,51690100,0.0,0.0,0,0,0.0
2021-04-01,XLI,0.008415648,0.03,-0.000959908775985242,-1,0,0.0,93.99061899519356,94.21935096786636,93.53314777858968,94.14310455322266,11189300,0.0,0.0,0,0,0.0
2021-04-01,XLK,0.01258088,0.03,0.0032053234055638303,1,0,0.9079252501643976,130.87461922877915,132.07361540090182,130.74790730233934,132.06385803222656,7175800,0.0,0.0,288,0,38034.39111328125
2021-04-01,XLP,0.008268179,0.03,-0.0011073771864175807,-1,0,0.0,62.89291461604661,63.16097755804275,62.421493093760525,62.83745574951172,21191800,0.0,0.0,0,0,0.0
2021-04-01,XLU,0.007411054,0.03,-0.001964502688497306,-1,0,0.0,58.22277302060342,58.35935861458701,57.8676456132001,58.25919723510742,10523300,0.0,0.0,0,0,0.0
2021-04-01,XLV,0.009221151,0.03,-0.00015440601855516538,-1,0,0.0,111.58041257021938,111.6853806148099,110.71204188867,111.06511688232422,6676400,0.0,0.0,0,0,0.0
2021-04-01,XLY,0.010833827,0.03,0.001458270289003848,1,0,0.0920747498356024,165.5776583028408,165.68505640336087,164.85517553368817,165.41168212890625,4070000,0.0,0.0,560,0,92630.5419921875
2021-05-03,IYR,0.0054402384,0.02,-0.004190132860094309,-1,0,0.0,92.03644477067466,92.04568642365253,91.16791267296684,91.50054168701172,15941100,0.0,0.0,0,0,0.0
2021-05-03,SPY,0.008754883,0.02,-0.0008754882961511615,-1,0,0.0,401.2742116983321,401.6664676151224,399.5904163148404,400.0974731445313,68128300,0.0,0.0,0,0,0.0
2021-05-03,VOX,0.00650632,0.02,-0.003124051168560982,-1,0,0.0,135.36604542157343,135.43399255971326,133.7351215374806,133.861328125,103700,0.0,0.0,0,0,0.0
2021-05-03,XLB,0.008121142,0.02,-0.0015092290937900547,-1,0,0.0,78.78660568250493,79.75556219209209,78.73016384380836,79.28519439697266,6202800,0.0,0.0,0,0,0.0
2021-05-03,XLE,0.0021335995,0.02,-0.007496771775186062,-1,0,0.0,44.26697052211909,45.0821366837785,44.12520293487474,44.96694946289063,22870000,0.0,0.0,0,0,0.0
2021-05-03,XLF,0.003430137,0.02,-0.006200234312564135,-1,0,0.0,34.56603828542407,34.632202139715936,34.31083330215846,34.44316101074219,33317300,0.0,0.0,0,0,0.0
2021-05-03,XLI,0.008557748,0.02,-0.0010726232081651691,-1,0,0.0,97.87908787632496,98.4128054871826,97.51692832749067,98.1459503173828,9445300,0.0,0.0,0,0,0.0
2021-05-03,XLK,0.012785799,0.02,0.003155427612364292,1,0,0.7240567814585608,136.90855660248937,137.18149522518027,135.45613640474983,135.79730224609375,5402900,0.0,0.0,288,0,39109.623046875
2021-05-03,XLP,0.008322601,0.02,-0.0013077700510621074,-1,0,0.0,64.45507368440278,65.08363338131213,64.39036932084947,64.84329986572266,12671500,0.0,0.0,0,0,0.0
2021-05-03,XLU,0.0075907786,0.02,-0.0020395926199853424,-1,0,0.0,60.89078733765608,61.30965536932477,60.644925634958334,60.74509048461914,10772000,0.0,0.0,0,0,0.0
2021-05-03,XLV,0.0093809385,0.02,-0.00024943277239799534,-1,0,0.0,116.40890926163044,117.22001998365032,116.24668857329584,117.0959701538086,13179100,0.0,0.0,0,0,0.0
2021-05-03,XLY,0.011111232,0.02,0.0014808611944317814,1,0,0.2759432185414394,175.6339886051133,175.7218557230032,173.62272845190748,173.8570556640625,3685700,0.0,0.0,560,0,97359.951171875
2021-06-01,IYR,0.0054626665,0.02,-0.004156011622399092,-1,0,0.0,92.97889599189526,94.10613806389966,92.65550860631603,94.03221893310548,12740100,0.0,0.0,0,0,0.0
2021-06-01,SPY,0.008744253,0.02,-0.0008744252845644951,-1,0,0.0,404.27830768126574,404.4218088232829,401.0541888388099,401.50384521484375,54216600,0.0,0.0,0,0,0.0
2021-06-01,VOX,0.006469184,0.02,-0.0031494940631091595,-1,0,0.0,135.10395420290277,135.3466501071574,133.96813914854906,134.8224334716797,64200,0.0,0.0,0,0,0.0
2021-06-01,XLB,0.008322665,0.02,-0.001296013593673706,-1,0,0.0,83.03872918384128,83.36799238932265,82.67184286991251,83.23628997802734,6850400,0.0,0.0,0,0,0.0
2021-06-01,XLE,0.0023937747,0.02,-0.00722490344196558,-1,0,0.0,47.17321508604235,48.14786690756962,47.14663133745098,48.041542053222656,36285100,0.0,0.0,0,0,0.0
2021-06-01,XLF,0.0036414175,0.02,-0.005977260647341609,-1,0,0.0,36.267403762719134,36.37137657118462,36.03110323644663,36.12562561035156,35710700,0.0,0.0,0,0,0.0
2021-06-01,XLI,0.008664425,0.02,-0.0009542526677250862,-1,0,0.0,101.15762202721824,101.31964021657548,100.3761143989117,100.57625579833984,9456900,0.0,0.0,0,0,0.0
2021-06-01,XLK,0.012678418,0.02,0.0030597401782870293,1,0,0.5081165324345728,135.51458341016215,135.66079517660916,134.00366403605702,134.2473602294922,6453700,0.0,0.0,288,0,38663.23974609375
2021-06-01,XLP,0.008367505,0.02,-0.0012511732056736946,-1,0,0.0,65.70295847916002,65.86934216335449,65.00969430372437,65.23153686523438,8893800,0.0,0.0,0,0,0.0
2021-06-01,XLU,0.007437393,0.02,-0.002181285060942173,-1,0,0.0,59.47027688595988,59.60686596283638,58.83287045681491,58.969459533691406,11026100,0.0,0.0,0,0,0.0
2021-06-01,XLV,0.009425702,0.02,-0.00019297655671834946,-1,0,0.0,118.08838975531152,118.1265606135205,115.9127017998267,116.00812530517578,13368300,0.0,0.0,0,0,0.0
2021-06-01,XLY,0.010890436,0.02,0.0012717582285404205,1,0,0.4918834675654272,169.7563979096101,169.87356895527458,168.12591029451164,168.42857360839844,4680600,0.0,0.0,560,0,94320.00122070312
2021-07-01,IYR,0.005566278,0.04,-0.004146147985011339,-1,0,0.0,94.71873625493778,95.74021140543888,94.3565769478035,95.03446197509766,16376200,0.0,0.0,0,0,0.0
2021-07-01,SPY,0.008829478,0.04,-0.0008829478174448013,-1,0,0.0,411.6479715744561,413.3085109486991,411.5807755165874,413.1453247070313,53441000,0.0,0.0,0,0,0.0
2021-07-01,VOX,0.0066757053,0.04,-0.0030367206782102585,-1,0,0.0,139.87342618652403,140.95281712361978,139.87342618652403,140.6610870361328,237400,0.0,0.0,0,0,0.0
2021-07-01,XLB,0.00791913,0.04,-0.0017932960763573647,-1,0,0.0,78.3916790623665,78.49560978933378,77.79643813366278,78.19326782226562,7092300,0.0,0.0,0,0,0.0
2021-07-01,XLE,0.0026457661,0.04,-0.007066659862175584,-1,0,0.0,49.32020825391251,49.47237764536482,48.60412603853226,49.06063079833984,23625800,0.0,0.0,0,0,0.0
2021-07-01,XLF,0.00341682,0.04,-0.006295606028288603,-1,0,0.0,34.98765251844085,35.11101656319292,34.807354006836434,35.092037200927734,36615600,0.0,0.0,0,0,0.0
2021-07-01,XLI,0.008458243,0.04,-0.0012541832402348518,-1,0,0.0,98.475421815719,98.65707784060731,98.0834287713286,98.5997085571289,13858600,0.0,0.0,0,0,0.0
2021-07-01,XLK,0.013026241,0.04,0.0033138152211904526,1,0,0.5594829611704987,144.00526314170276,144.44471740722656,143.4681457499288,144.44471740722656,5818300,0.0,0.0,288,0,41600.07861328125
2021-07-01,XLP,0.008275204,0.04,-0.0014372216537594795,-1,0,0.0,65.12491766083383,65.28307647162035,64.7992944921402,64.9016342163086,11633100,0.0,0.0,0,0,0.0
2021-07-01,XLU,0.0072404942,0.04,-0.0024719317443668842,-1,0,0.0,58.133548376793456,58.85849798289772,57.90413421034899,58.65661239624024,11496600,0.0,0.0,0,0,0.0
2021-07-01,XLV,0.009508724,0.04,-0.0002037016674876213,-1,0,0.0,120.74297146320416,121.81590433123785,120.69506986841192,121.72968292236328,12021000,0.0,0.0,0,0,0.0
2021-07-01,XLY,0.011038443,0.04,0.0013260170817375183,1,0,0.44051703882950133,175.01453667580975,175.61098882909334,174.8678593083502,175.57186889648438,3105300,0.0,0.0,560,0,98320.24658203125
2021-08-02,IYR,0.0057794685,0.05,-0.004022953845560551,-1,0,0.0,99.44538544799872,100.2347139332716,98.77678854206684,98.87893676757812,7787900,0.0,0.0,0,0,0.0
2021-08-02,SPY,0.008911293,0.05,-0.0008911292999982841,-1,0,0.0,422.6573913163274,423.22369534306335,419.6530771282477,420.017822265625,58783300,0.0,0.0,0,0,0.0
2021-08-02,VOX,0.0066713947,0.05,-0.0031310276128351695,-1,0,0.0,141.37095344605078,141.37095344605078,140.00955144806798,140.27210998535156,188600,0.0,0.0,0,0,0.0
2021-08-02,XLB,0.007985989,0.05,-0.0018164336681365974,-1,0,0.0,79.7616553009398,80.22462201604328,78.42001342773438,78.42001342773438,8505000,0.0,0.0,0,0,0.0
2021-08-02,XLE,0.002174423,0.05,-0.007627999223768712,-1,0,0.0,44.23601867307289,45.3101436856968,43.8063693509332,43.87797927856445,28905400,0.0,0.0,0,0,0.0
2021-08-02,XLF,0.0033765424,0.05,-0.006425879942253233,-1,0,0.0,34.89274957914063,35.29130521553611,34.61755433309106,34.665000915527344,47589900,0.0,0.0,0,0,0.0
2021-08-02,XLI,0.008465294,0.05,-0.0013371285051107414,-1,0,0.0,99.20205649226,100.0338346629072,98.05476544126915,98.14081573486328,15925500,0.0,0.0,0,0,0.0
2021-08-02,XLK,0.013158861,0.05,0.003356438316404819,1,0,0.4095412592693665,150.47993661941925,150.68502324245406,149.063910569348,149.2689971923828,6102600,0.0,0.0,288,0,42989.47119140625
2021-08-02,XLP,0.0083464775,0.05,-0.0014559447765350349,-1,0,0.0,66.52977345489073,66.59489810458231,66.17623355823255,66.25066375732422,12049800,0.0,0.0,0,0,0.0
2021-08-02,XLU,0.007427985,0.05,-0.0023744374513626106,-1,0,0.0,60.67546425197286,61.22605687834197,60.60205003481296,61.005821228027344,11782100,0.0,0.0,0,0,0.0
2021-08-02,XLV,0.009713268,0.05,-8.915439248085091e-05,-1,0,0.0,127.0943384528933,127.2667812785226,126.39502191301614,126.76863098144533,8366300,0.0,0.0,0,0,0.0
2021-08-02,XLY,0.011036884,0.05,0.0012344617396593087,1,0,0.5904587407306334,177.85985074193962,178.32920030349814,176.74517164302685,176.9309539794922,3651500,0.0,0.0,560,0,99081.33422851562
2021-09-01,IYR,0.005853761,0.05,-0.00406946809962392,-1,0,0.0,101.29332327212543,102.84410858154295,101.25617782291684,102.84410858154295,16250300,0.0,0.0,0,0,0.0
2021-09-01,SPY,0.009021117,0.05,-0.0009021117351949229,-1,0,0.0,434.3866863345027,434.9145884385352,433.4172352172538,433.6571960449219,48721400,0.0,0.0,0,0,0.0
2021-09-01,VOX,0.0068252655,0.05,-0.0030979636125266566,-1,0,0.0,146.04833072749557,147.09855019646264,146.04833072749557,146.50537109375,117400,0.0,0.0,0,0,0.0
2021-09-01,XLB,0.008041947,0.05,-0.0018812819384038462,-1,0,0.0,80.80096267624214,80.99938112005668,79.97897430215724,80.67813873291016,7008800,0.0,0.0,0,0,0.0
2021-09-01,XLE,0.0020516487,0.05,-0.007871580403298141,-1,0,0.0,43.27825678288665,43.5288881075027,42.526369638136885,42.6874885559082,31729900,0.0,0.0,0,0,0.0
2021-09-01,XLF,0.0036287413,0.05,-0.006294487835839392,-1,0,0.0,36.46799516762994,36.486974522073965,36.10739467307688,36.23075866699219,43976200,0.0,0.0,0,0,0.0
2021-09-01,XLI,0.008479779,0.05,-0.0014434504322707667,-1,0,0.0,100.12945722227192,100.12945722227192,99.16382213726745,99.53668975830078,13116800,0.0,0.0,0,0,0.0
2021-09-01,XLK,0.013275933,0.05,0.0033527043648064123,1,0,0.6326162893538514,155.67530722622658,156.378440082768,155.05030189833448,155.17724609375,10144900,0.0,0.0,288,0,44691.046875
2021-09-01,XLP,0.0083577745,0.05,-0.001565454620867969,-1,0,0.0,67.28336385897352,67.6462022293997,67.16242010151642,67.5810775756836,8399100,0.0,0.0,0,0,0.0
2021-09-01,XLU,0.0075948844,0.05,-0.0023283447138965144,-1,0,0.0,63.07054107146774,63.9331335129385,62.9879483370287,63.722076416015625,13333700,0.0,0.0,0,0,0.0
2021-09-01,XLV,0.00978535,0.05,-0.00013787867501378198,-1,0,0.0,129.63295259786676,129.7479047150439,128.3396828095747,129.56588745117188,10571100,0.0,0.0,0,0,0.0
2021-09-01,XLY,0.011072406,0.05,0.0011491765268146978,1,0,0.3673837106461486,180.1870027883686,180.5194475544276,179.43410088415737,179.56121826171875,4099200,0.0,0.0,560,0,100554.2822265625
2021-10-01,IYR,0.0055765714,0.04,-0.004073901660740377,-1,0,0.0,95.79578591102708,97.21112424457937,95.29296890600529,96.6803741455078,10761400,0.0,0.0,0,0,0.0
2021-10-01,SPY,0.008773157,0.04,-0.0008773157373070731,-1,0,0.0,414.9985405936049,419.8612662668938,411.3875969592019,418.13763427734375,129240100,0.0,0.0,0,0,0.0
2021-10-01,VOX,0.006529367,0.04,-0.0031211060471832766,-1,0,0.0,137.91879819915485,140.24880343470147,137.4605950256751,139.63461303710938,126900,0.0,0.0,0,0,0.0
2021-10-01,XLB,0.0076809437,0.04,-0.001969529408961536,-1,0,0.0,75.43202456758085,76.6751538439628,74.86265608278131,76.26710510253906,9250000,0.0,0.0,0,0,0.0
2021-10-01,XLE,0.0024191558,0.04,-0.007231317320838572,-1,0,0.0,47.53667719881036,48.82316458226063,47.53667719881036,48.77786636352539,41656000,0.0,0.0,0,0,0.0
2021-10-01,XLF,0.003533482,0.04,-0.00611699102446437,-1,0,0.0,35.86345041209038,36.60683193610812,35.730023331945176,36.35903930664063,70444000,0.0,0.0,0,0,0.0
2021-10-01,XLI,0.008169578,0.04,-0.0014808947220444693,-1,0,0.0,94.43888973497675,95.6378396970567,93.49891706267957,95.12948608398438,17051800,0.0,0.0,0,0,0.0
2021-10-01,XLK,0.012954174,0.04,0.0033037004992365823,1,0,0.721061053566918,146.6064610837146,148.60216504138435,145.11945690441374,148.2793426513672,22741900,0.0,0.0,288,0,42704.45068359375
2021-10-01,XLP,0.008136817,0.04,-0.001513655856251718,-1,0,0.0,64.64149396478179,64.92233612882373,64.00490839374102,64.6134033203125,15889200,0.0,0.0,0,0,0.0
2021-10-01,XLU,0.00728625,0.04,-0.002364222984761001,-1,0,0.0,59.42436984038021,59.53532499779769,58.860363662074015,59.063777923583984,14500600,0.0,0.0,0,0,0.0
2021-10-01,XLV,0.009495711,0.04,-0.00015476215630769868,-1,0,0.0,122.5431499707401,122.98536960088929,120.4377934551402,122.40856170654295,23188900,0.0,0.0,0,0,0.0
2021-10-01,XLY,0.010929326,0.04,0.001278852485120295,1,0,0.27893894643308204,176.61789381300426,177.8811223362837,174.7964844695828,177.04876708984375,7759800,0.0,0.0,560,0,99147.3095703125
2021-11-01,IYR,0.0060044406,0.05,-0.004074870329350234,-1,0,0.0,102.4255068045754,102.70485193747732,100.89843618053962,102.46275329589844,9795700,0.0,0.0,0,0,0.0
2021-11-01,SPY,0.00916301,0.05,-0.0009163009934127341,-1,0,0.0,443.2312958147665,443.6164866557496,441.2091908292824,442.98095703125,48433600,0.0,0.0,0,0,0.0
2021-11-01,VOX,0.0065323487,0.05,-0.00354696223512292,-1,0,0.0,138.6694920634276,139.48840278482822,138.27952395150177,138.6012420654297,124400,0.0,0.0,0,0,0.0
2021-11-01,XLB,0.0081129605,0.05,-0.001966350432485343,-1,0,0.0,80.9074818187143,81.44838304778038,80.67972859811813,80.96441650390625,5520200,0.0,0.0,0,0,0.0
2021-11-01,XLE,0.003051901,0.05,-0.007027409924194218,-1,0,0.0,52.58297652566272,53.10844209420123,52.43802014923492,52.96348571777344,24828400,0.0,0.0,0,0,0.0
2021-11-01,XLF,0.003974967,0.05,-0.006104343757033349,-1,0,0.0,38.636838156952834,38.72261322481445,38.23655329506024,38.389041900634766,37503800,0.0,0.0,0,0,0.0
2021-11-01,XLI,0.008550994,0.05,-0.001528316829353572,-1,0,0.0,100.42405889325303,100.702216198591,100.0116197602086,100.50079345703124,10775200,0.0,0.0,0,0,0.0
2021-11-01,XLK,0.0133873215,0.05,0.0033080105669796456,1,0,0.8070904941669046,158.02309440354972,158.10135935121733,156.98610997010056,157.78829956054688,12210600,0.0,0.0,288,0,45443.0302734375
2021-11-01,XLP,0.008310178,0.05,-0.0017691326327621947,-1,0,0.0,66.84144026639572,66.95377424799712,66.56995457370432,66.80399322509766,7033700,0.0,0.0,0,0,0.0
2021-11-01,XLU,0.007544072,0.05,-0.0025352390483021747,-1,0,0.0,61.84683139356842,62.24441184828592,61.65266517905663,62.08723068237305,8091400,0.0,0.0,0,0,0.0
2021-11-01,XLV,0.009763193,0.05,-0.0003161176107823859,-1,0,0.0,128.76310358224532,129.2918485324705,128.00362956218822,128.49392700195312,14356700,0.0,0.0,0,0,0.0
2021-11-01,XLY,0.011610879,0.05,0.0015315677039325227,1,0,0.19290950583309543,198.4258273787844,200.62914426593773,197.2409259449033,200.5899658203125,5617100,0.0,0.0,560,0,112330.380859375
2021-12-01,IYR,0.005896179,0.05,-0.004116826131939888,-1,0,0.0,100.8611841457146,101.96924411353844,98.24468043444404,98.27261352539062,17616800,0.0,0.0,0,0,0.0
2021-12-01,SPY,0.009102732,0.05,-0.0009102731943130497,-1,0,0.0,444.5216012956961,447.4392424588496,433.59247312708845,433.794677734375,131939200,0.0,0.0,0,0,0.0
2021-12-01,VOX,0.006271665,0.05,-0.003741340152919293,-1,0,0.0,131.16274901667444,131.61120856898486,125.95679811457266,126.11278533935548,708700,0.0,0.0,0,0,0.0
2021-12-01,XLB,0.008066036,0.05,-0.0019469693303108219,-1,0,0.0,81.60019907051381,82.30242720233824,79.47455334261535,79.51251220703125,11242800,0.0,0.0,0,0,0.0
2021-12-01,XLE,0.0028602548,0.05,-0.007152750296518207,-1,0,0.0,50.61700095209036,51.07905176842595,48.90470271091948,48.93188095092773,44774800,0.0,0.0,0,0,0.0
2021-12-01,XLF,0.0037497398,0.05,-0.006263265293091536,-1,0,0.0,36.81650150989943,37.05476516827327,35.777671813964844,35.777671813964844,101946500,0.0,0.0,0,0,0.0
2021-12-01,XLI,0.008391647,0.05,-0.001621358469128609,-1,0,0.0,98.12207630735584,98.51532812365744,95.27336978030591,95.31173706054688,19783600,0.0,0.0,0,0,0.0
2021-12-01,XLK,0.013498773,0.05,0.003485767729580402,1,0,0.48128682921918764,166.79834989417603,168.06033670650166,162.6503972853666,162.79714965820312,19542100,0.0,0.0,288,0,46885.5791015625
2021-12-01,XLP,0.008231769,0.05,-0.0017812358215451244,-1,0,0.0,66.2516552446103,66.80399015046984,65.45592529495468,65.4840087890625,22897400,0.0,0.0,0,0,0.0
2021-12-01,XLU,0.0074555534,0.05,-0.0025574517436325554,-1,0,0.0,61.218103118097616,62.39235555106844,60.88524471616707,60.9222297668457,23012300,0.0,0.0,0,0,0.0
2021-12-01,XLV,0.009616508,0.05,-0.00039649698883295094,-1,0,0.0,125.31183474305766,126.98457243768716,124.47545122672284,124.49468231201172,22241400,0.0,0.0,0,0,0.0
2021-12-01,XLY,0.011629349,0.05,0.001616343483328819,1,0,0.5187131707808124,202.46035086321805,204.41885486189489,196.4477441849681,196.5848388671875,12970500,0.0,0.0,560,0,110087.509765625
2022-01-03,IYR,0.0063802116,0.06,-0.003858909197151662,-1,0,0.0,109.59874009083916,109.83393052021866,106.85171759827296,108.43219757080078,13194000,0.0,0.0,0,0,0.0
2022-01-03,SPY,0.009308292,0.06,-0.0009308291599154483,-1,0,0.0,460.24926708910607,461.7470516989893,457.8818467534946,461.61175537109375,72668200,0.0,0.0,0,0,0.0
2022-01-03,VOX,0.0063786795,0.06,-0.0038604412227869044,-1,0,0.0,132.86110080276103,133.9763469300413,132.8024059951361,133.5458984375,148900,0.0,0.0,0,0,0.0
2022-01-03,XLB,0.008436687,0.06,-0.001802433468401433,-1,0,0.0,86.52502012342568,86.62993419856004,85.09438158243412,85.29467010498047,7544300,0.0,0.0,0,0,0.0
2022-01-03,XLE,0.0030140993,0.06,-0.007225021440535785,-1,0,0.0,51.00627577456838,52.59391216956899,50.97874211978605,52.51131820678711,32527100,0.0,0.0,0,0,0.0
2022-01-03,XLF,0.003915551,0.06,-0.006323569640517236,-1,0,0.0,37.67279734511246,37.99838851938977,37.65364449332756,37.85474395751953,49884400,0.0,0.0,0,0,0.0
2022-01-03,XLI,0.008642871,0.06,-0.0015962498262524615,-1,0,0.0,102.08339868686042,102.30484096409783,100.5140724452794,101.03397369384766,10188300,0.0,0.0,0,0,0.0
