date,open,high,low,close,volume,dividend,split,gains,etf
2006-09-01,93.25703950829984,93.56993660493663,93.04369959232758,93.4561538696289,48794500,0.0,0.0,0.0,SPY
2006-09-05,93.52018938788926,93.76198050828894,93.29974203331224,93.63397216796875,52348300,0.0,0.0,0.0,SPY
2006-09-06,93.2357084659639,93.27126692782338,92.68103118389705,92.80902862548828,53795600,0.0,0.0,0.0,SPY
2006-09-07,92.4889810743133,92.85166202499805,91.98408804429414,92.38231658935547,86269400,0.0,0.0,0.0,SPY
2006-09-08,92.5032009676062,92.77343211419806,92.32541960293544,92.64542388916016,45096300,0.0,0.0,0.0,SPY
2006-09-11,92.34680128935265,92.93703703401579,92.07656999998615,92.73792266845703,68496600,0.0,0.0,0.0,SPY
2006-09-12,92.84456448507325,93.75480446230601,92.70944887345149,93.64813995361328,69875600,0.0,0.0,0.0,SPY
2006-09-13,93.61260066207562,94.1886108287534,93.52726903765482,94.02505493164062,62898400,0.0,0.0,0.0,SPY
2006-09-14,93.84016936577335,94.03928373023683,93.69082816696621,94.03216552734375,57805400,0.0,0.0,0.0,SPY
2006-09-15,94.50284311425696,94.55998468049172,94.05286009180789,94.25286102294922,76703100,0.579,0.0,0.0,SPY
2006-09-18,94.1314689993526,94.5600254817092,94.03147393995529,94.38146209716797,64154100,0.0,0.0,0.0,SPY
2006-09-19,94.36716879401726,94.37431830413861,93.6172113390321,94.145751953125,92089100,0.0,0.0,0.0,SPY
2006-09-20,94.45998900298531,94.83140373159148,94.32427914645771,94.64569091796875,75204100,0.0,0.0,0.0,SPY
2006-09-21,94.71712709084217,94.81712211324574,93.86716395109168,94.1885757446289,88932500,0.0,0.0,0.0,SPY
2006-09-22,94.0457415631737,94.05288017348748,93.56719310474978,93.90289306640625,65966800,0.0,0.0,0.0,SPY
2006-09-25,94.08860039883844,94.88857164400399,93.60291330234715,94.6242904663086,92299100,0.0,0.0,0.0,SPY
2006-09-26,94.63854787230822,95.42423074240178,94.5671181937038,95.40994262695312,73962700,0.0,0.0,0.0,SPY
2006-09-27,95.34568287969742,95.68852143343388,95.18854627201797,95.52424621582031,82432200,0.0,0.0,0.0,SPY
2006-09-28,95.52423260309371,95.70279591377037,95.19567131604725,95.48851776123047,58597500,0.0,0.0,0.0,SPY
2006-09-29,95.56707920097183,95.66707421183476,95.33851294834871,95.40994262695312,47966600,0.0,0.0,0.0,SPY
2006-10-02,95.3813992940857,95.58853889429986,94.95999238143283,95.05284881591797,51687400,0.0,0.0,0.0,SPY
2006-10-03,94.9171077397836,95.61707282731899,94.7456830475011,95.2528076171875,73108100,0.0,0.0,0.0,SPY
2006-10-04,95.15996793100835,96.42419937442583,95.05283429115978,96.36705780029297,80890500,0.0,0.0,0.0,SPY
2006-10-05,96.36704771127972,96.71703572921166,96.2456259659498,96.55274963378906,60505900,0.0,0.0,0.0,SPY
2006-10-06,96.38849724641402,96.49564179904084,95.99565568406696,96.43135070800781,64983600,0.0,0.0,0.0,SPY
2006-10-09,96.31705817456002,96.63846996751867,96.16706019190462,96.48847198486328,41176800,0.0,0.0,0.0,SPY
2006-10-10,96.4956284136782,96.74561053784663,96.30991557434307,96.61705017089844,56403700,0.0,0.0,0.0,SPY
2006-10-11,96.30991040211411,96.7313172248897,95.92421842334194,96.50276184082031,104071800,0.0,0.0,0.0,SPY
2006-10-12,96.74560838793512,97.41700824123112,96.70989354280735,97.33843994140625,59158600,0.0,0.0,0.0,SPY
2006-10-13,97.25275519703742,97.64559678569485,97.16703736946657,97.58845520019531,53944000,0.0,0.0,0.0,SPY
2006-10-16,97.50987080283036,97.8884242080277,97.43844110807412,97.7384262084961,42273000,0.0,0.0,0.0,SPY
2006-10-17,97.47416602285843,97.6384412593951,96.90276110171591,97.43131256103516,90500600,0.0,0.0,0.0,SPY
2006-10-18,97.88129501350171,98.11699997674566,97.2099058772037,97.55988311767578,86848600,0.0,0.0,0.0,SPY
2006-10-19,97.41696451601743,97.76695240335398,97.30268142236031,97.71694946289062,64063200,0.0,0.0,0.0,SPY
2006-10-20,97.7384262084961,97.81699451327145,97.37416092197824,97.7384262084961,48094500,0.0,0.0,0.0,SPY
2006-10-23,97.53841958260348,98.42409751347101,97.41699784104445,98.18839263916016,66219900,0.0,0.0,0.0,SPY
2006-10-24,98.05270580789012,98.51696615809139,98.0098523477044,98.48126220703125,53234900,0.0,0.0,0.0,SPY
2006-10-25,98.38127577743825,98.8598242891316,98.21698963415861,98.81697082519531,78105400,0.0,0.0,0.0,SPY
2006-10-26,99.0383546851316,99.2811981656908,98.55265682537392,99.12406158447266,66843700,0.0,0.0,0.0,SPY
2006-10-27,99.00269907016751,99.10269414543149,98.3027335433197,98.50272369384766,80238000,0.0,0.0,0.0,SPY
2006-10-30,98.32411788380826,98.70980989390371,98.13840503936432,98.4312515258789,49717800,0.0,0.0,0.0,SPY
2006-10-31,98.61695498442593,98.75265395191987,98.03126206714022,98.41695404052734,71274100,0.0,0.0,0.0,SPY
2006-11-01,98.72410878294801,98.7883889752032,97.65272865079213,97.75272369384766,83005600,0.0,0.0,0.0,SPY
2006-11-02,97.50271282983235,97.85983947532844,97.39557919563964,97.69556427001953,60693100,0.0,0.0,0.0,SPY
2006-11-03,98.04555215292751,98.13125906014777,96.8670276854476,97.52413940429688,71346400,0.0,0.0,0.0,SPY
2006-11-06,97.82416220315936,98.76697113704942,97.8170126931702,98.6241226196289,63303300,0.0,0.0,0.0,SPY
2006-11-07,98.7098009399518,99.26691762546545,98.566952463935,99.00264739990234,63318900,0.0,0.0,0.0,SPY
2006-11-08,98.56698378642486,99.31695214713723,97.75273522587405,99.21695709228516,87517800,0.0,0.0,0.0,SPY
2006-11-09,99.28836540733701,99.38122184082741,98.49554366387932,98.6955337524414,95916300,0.0,0.0,0.0,SPY
2006-11-10,98.66695836631892,98.80980685808662,98.36697326401435,98.73838806152344,48991500,0.0,0.0,0.0,SPY
2006-11-13,98.69553141435419,99.30978978571241,98.61697400159093,98.98123931884766,59398200,0.0,0.0,0.0,SPY
2006-11-14,99.25980728405845,99.80978551692176,98.65268746478723,99.72406768798828,96704000,0.0,0.0,0.0,SPY
2006-11-15,99.68834616501525,100.31688170745085,99.65976992752559,100.00975799560547,76509600,0.0,0.0,0.0,SPY
2006-11-16,100.30973730521636,100.48115112569118,99.63119883567533,100.26688385009766,76728800,0.0,0.0,0.0,SPY
2006-11-17,99.94549827229328,100.3026250624871,99.8026497359447,100.29548645019531,56353800,0.0,0.0,0.0,SPY
2006-11-20,100.20972874548595,100.52400190544023,99.95259715085419,100.35257720947266,69174200,0.0,0.0,0.0,SPY
2006-11-21,100.34546492034708,100.4740253020634,100.20260552025067,100.45259857177734,51367900,0.0,0.0,0.0,SPY
2006-11-22,100.53115087999535,100.82399734547931,100.35258755694029,100.65257263183594,45505300,0.0,0.0,0.0,SPY
2006-11-24,100.16684646651137,100.59539173512923,100.13827024275521,100.24541473388672,30998000,0.0,0.0,0.0,SPY
2006-11-27,100.19548589969061,100.2454888789298,98.83840853070511,98.86697387695312,84545100,0.0,0.0,0.0,SPY
2006-11-28,98.73837739284333,99.39548910288691,98.64552097883886,99.29549407958984,106652900,0.0,0.0,0.0,SPY
2006-11-29,99.61693092728451,100.37403785101952,99.33837251386045,100.33118438720703,90034900,0.0,0.0,0.0,SPY
2006-11-30,100.30978137355487,100.74547652307346,99.8240832386699,100.37406158447266,83994300,0.0,0.0,0.0,SPY
2006-12-01,100.37405052374028,100.46690697281952,99.25981672936649,100.15263366699219,126080000,0.0,0.0,0.0,SPY
2006-12-04,100.17401342188161,101.1025447812775,100.15972530596007,100.91683197021484,87813200,0.0,0.0,0.0,SPY
2006-12-05,101.10969555580962,101.39540341542225,100.89541738576027,101.3525390625,73374400,0.0,0.0,0.0,SPY
2006-12-06,101.33115643009764,101.47401587139015,101.06688608126785,101.26687622070312,53253200,0.0,0.0,0.0,SPY
2006-12-07,101.44536366949899,101.63821505193602,100.78825214639775,100.82396697998047,62857400,0.0,0.0,0.0,SPY
2006-12-08,100.80259114710881,101.3525584470985,100.55259808446439,101.00971984863281,79625500,0.0,0.0,0.0,SPY
2006-12-11,101.00972761009056,101.488276142269,100.95258602284851,101.30257415771484,39779400,0.0,0.0,0.0,SPY
2006-12-12,101.20255703643542,101.33111740571358,100.63115218725896,101.22398376464844,77451600,0.0,0.0,0.0,SPY
2006-12-13,101.58823205807394,101.66680034793265,101.10968371025787,101.33110046386719,55520200,0.0,0.0,0.0,SPY
2006-12-14,101.32398267297461,102.30965580305433,101.3096945540722,102.22393798828125,64755200,0.0,0.0,0.0,SPY
2006-12-15,102.44874844594568,102.62830668501663,102.16145964717823,102.2332763671875,70857400,0.793,0.0,0.0,SPY
2006-12-18,102.37691028816609,102.62111779742517,101.80951113289659,101.95315551757812,48954600,0.0,0.0,0.0,SPY
