date,open,high,low,close,volume,dividend,split,gains,etf
2006-09-01,16.006639893083744,16.050407857575184,15.950366455141152,16.04415512084961,754600,0.0,0.0,0.0,XLP
2006-09-05,16.106677429862632,16.606884321981504,15.937857156552274,15.98787784576416,2118400,0.0,0.0,0.0,XLP
2006-09-06,15.937857181452346,15.962868122391015,15.91284743310098,15.944109916687012,1714600,0.0,0.0,0.0,XLP
2006-09-07,15.969121780132166,16.00663700112005,15.856574924581137,15.887837409973145,3359800,0.0,0.0,0.0,XLP
2006-09-08,15.956616461671947,15.981626211707466,15.887837562046352,15.969121932983398,534900,0.0,0.0,0.0,XLP
2006-09-11,15.91285307893888,16.08792495727539,15.91285307893888,16.08792495727539,1554000,0.0,0.0,0.0,XLP
2006-09-12,16.125435199326628,16.13168674179511,16.037898101133322,16.09417152404785,3268200,0.0,0.0,0.0,XLP
2006-09-13,16.13168615371241,16.13168615371241,15.950361614054792,15.975371360778809,1795600,0.0,0.0,0.0,XLP
2006-09-14,15.981626156117363,16.062910526771674,15.931605463632932,16.056657791137695,953800,0.0,0.0,0.0,XLP
2006-09-15,16.036548028374927,16.14965866659184,16.03026397085605,16.074251174926758,1597200,0.128,0.0,0.0,XLP
2006-09-18,16.124528066627146,16.124528066627146,15.954862050060449,16.011417388916016,1403000,0.0,0.0,0.0,XLP
2006-09-19,16.011417498153946,16.055404717883526,15.973714338180285,16.049121856689453,1275700,0.0,0.0,0.0,XLP
2006-09-20,16.080537916959297,16.16222828121937,16.023982588409392,16.14337730407715,2111200,0.0,0.0,0.0,XLP
2006-09-21,16.086826468409043,16.149665873077282,15.948579538426532,15.99885082244873,1811200,0.0,0.0,0.0,XLP
2006-09-22,15.986282348625673,16.011417388916016,15.948577990347404,16.011417388916016,1364600,0.0,0.0,0.0,XLP
2006-09-25,16.00512710664002,16.00512710664002,15.822894240058584,15.910868644714355,2822700,0.0,0.0,0.0,XLP
2006-09-26,15.954856864396318,15.9737090374081,15.810327133657001,15.92972183227539,3256000,0.0,0.0,0.0,XLP
2006-09-27,15.967422624532558,16.055397021821697,15.929719482631679,16.030261993408203,2751300,0.0,0.0,0.0,XLP
2006-09-28,16.074252652136156,16.074252652136156,15.917154795411385,15.992562294006348,1040400,0.0,0.0,0.0,XLP
2006-09-29,15.992564385939339,16.055402577999676,15.917156877480576,15.948575973510742,1591600,0.0,0.0,0.0,XLP
2006-10-02,15.835463471109723,15.9674250873976,15.822895355683796,15.84174633026123,1928900,0.0,0.0,0.0,XLP
2006-10-03,15.860597610473635,15.904584813426517,15.810326350161569,15.860597610473633,2918800,0.0,0.0,0.0,XLP
2006-10-04,15.772621659723205,16.030261993408203,15.295044134254086,16.030261993408203,3268900,0.0,0.0,0.0,XLP
2006-10-05,16.023979711094857,16.03654782597398,15.923437189184662,15.967424392700195,1116100,0.0,0.0,0.0,XLP
2006-10-06,15.973712145333032,15.979996204226284,15.835466445366537,15.879453659057617,1665800,0.0,0.0,0.0,XLP
2006-10-09,15.898301247026746,15.936005592346191,15.829179011063943,15.936005592346191,1622600,0.0,0.0,0.0,XLP
2006-10-10,15.898304637175693,15.954859968653276,15.804046150900279,15.879453659057617,2463400,0.0,0.0,0.0,XLP
2006-10-11,15.822892638179217,15.91086703392863,15.772621383670804,15.904582977294922,2001800,0.0,0.0,0.0,XLP
2006-10-12,15.986277152749288,15.99256121041988,15.892018684813275,15.92972183227539,1496100,0.0,0.0,0.0,XLP
2006-10-13,15.961148160610088,15.967432221130567,15.822902424845518,15.898308753967285,638000,0.0,0.0,0.0,XLP
2006-10-16,15.866889402683745,15.929728808347363,15.816618117865247,15.923444747924805,2616300,0.0,0.0,0.0,XLP
2006-10-17,15.82918084128821,15.936007434922116,15.816612724728559,15.892020225524902,1097600,0.0,0.0,0.0,XLP
2006-10-18,15.866879617000778,15.979990237723452,15.866879617000778,15.954854011535645,2107700,0.0,0.0,0.0,XLP
2006-10-19,15.979994177813598,15.998845153541193,15.92343885350776,15.992562294006348,1283800,0.0,0.0,0.0,XLP
2006-10-20,16.0302696774217,16.055404717883526,15.967430278424366,16.049121856689453,2572000,0.0,0.0,0.0,XLP
2006-10-23,16.055401802500842,16.237635906646368,16.017698649373422,16.20621681213379,2048700,0.0,0.0,0.0,XLP
2006-10-24,16.225066356969112,16.225066356969112,16.105671650951265,16.155942916870117,997200,0.0,0.0,0.0,XLP
2006-10-25,16.11823806729318,16.319323109762802,16.11823806729318,16.262767791748047,2033200,0.0,0.0,0.0,XLP
2006-10-26,16.30675449631549,16.369592666625977,16.25648324093034,16.369592666625977,1450400,0.0,0.0,0.0,XLP
2006-10-27,16.35074412572819,16.35074412572819,16.256485657688327,16.313039779663086,1698100,0.0,0.0,0.0,XLP
2006-10-30,16.21250859892727,16.287916145263754,16.21250859892727,16.243928909301758,2902200,0.0,0.0,0.0,XLP
2006-10-31,16.243912334348014,16.26276330277528,16.193641087606867,16.23134422302246,835700,0.0,0.0,0.0,XLP
2006-11-01,16.250198011803942,16.250198011803942,16.093100200239128,16.105667114257812,2555100,0.0,0.0,0.0,XLP
2006-11-02,16.086816130259194,16.11195115683636,16.02397676597451,16.08053207397461,1346600,0.0,0.0,0.0,XLP
2006-11-03,16.093100637665533,16.124519721408024,15.94856973619091,16.005125045776367,1916400,0.0,0.0,0.0,XLP
2006-11-06,15.961144918700196,16.09939182494707,15.961144918700196,16.061687469482422,1083700,0.0,0.0,0.0,XLP
2006-11-07,16.13080781007642,16.13080781007642,16.055400312259174,16.086820602416992,1737200,0.0,0.0,0.0,XLP
2006-11-08,16.05540168268751,16.174796398355262,16.05540168268751,16.14337730407715,808500,0.0,0.0,0.0,XLP
2006-11-09,16.181083515878193,16.181083515878193,16.017701557909863,16.049121856689453,1308100,0.0,0.0,0.0,XLP
2006-11-10,15.992562663097747,16.07425302311288,15.992562663097747,16.055400848388672,458700,0.0,0.0,0.0,XLP
2006-11-13,16.01769315869785,16.067964411822565,15.967421905573135,16.005125045776367,1030900,0.0,0.0,0.0,XLP
2006-11-14,15.986282457692122,16.093109076419033,15.973714338180285,16.049121856689453,911000,0.0,0.0,0.0,XLP
2006-11-15,16.086816864451176,16.193643429042282,16.086816864451176,16.13080406188965,635600,0.0,0.0,0.0,XLP
2006-11-16,16.118250064928375,16.26277989696416,16.118250064928375,16.243928909301758,1568700,0.0,0.0,0.0,XLP
2006-11-17,16.193650007821937,16.33189571287199,16.181081889573278,16.26905632019043,9636200,0.0,0.0,0.0,XLP
2006-11-20,16.275339663344692,16.294191839888352,16.212500273427505,16.21878433227539,10016300,0.0,0.0,0.0,XLP
2006-11-21,16.225066476613954,16.23135053472034,16.162227094111625,16.193647384643555,1950100,0.0,0.0,0.0,XLP
