XLE,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLB,2020-03-02 00:00:00,shap,bollinger_low_6,momentum_diff_ROC_3m_6m,obv,ADX_3m,RSI_12m,ROC_48m,BOPGSTB,RSI_3m,open,PPO_3m
XLB,2020-03-02 00:00:00,causal,skewness_24m,bollinger_low_6,skewness_6m,ADX_3m,ROC_48m,obv,high,BOPGSTB,ADX_6m,momentum_diff_ROC_3m_6m
XLB,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLI,2020-03-02 00:00:00,causal,CPIAUCSL,ROC_6m,momentum_diff_ROC_3m_6m,kurtosis_12m,obv,bollinger_low_6,bollinger_low_3,momentum_diff_RSI_12m_24m,skewness_6m,bollinger_high_6
XLI,2020-03-02 00:00:00,shap,skewness_24m,skewness_6m,ROC_6m,momentum_diff_ROC_24m_48m,kurtosis_24m,obv,volume,kurtosis_6m,bollinger_low_3,price_oscillator
XLI,2020-03-02 00:00:00,estatico,price_oscillator,MACD_3m,obv,skewness_6m,volume,skewness_3m,bollinger_high_6,CPIAUCSL,MACD_48m,kurtosis_6m
XLE,2020-03-02 00:00:00,selectkbest,open,high,low,close_or,ROC_6m,momentum_diff_ROC_3m_6m,momentum_diff_ADX_24m_48m,GDP,CPIAUCSL,UNRATE
XLK,2020-03-02 00:00:00,causal,obv,CPIAUCSL,bollinger_low_12,bollinger_high_6,bollinger_high_12,bollinger_low_3,ROC_12m,ROC_24m,momentum_diff_ROC_12m_24m,momentum_diff_ROC_3m_6m
XLK,2020-03-02 00:00:00,shap,obv,bollinger_high_6,MACD_3m,ROC_24m,CPIAUCSL,open,skewness_6m,momentum_diff_ROC_24m_48m,bollinger_high_12,momentum_diff_ADX_6m_12m
